gid,team,inn1,inn2,inn3,inn4,inn5,inn6,inn7,inn8,inn9,inn10,inn11,inn12,inn13,inn14,inn15,inn16,inn17,inn18,inn19,inn20,inn21,inn22,inn23,inn24,inn25,inn26,inn27,inn28,lob,mgr,stattype,b_pa,b_ab,b_r,b_h,b_d,b_t,b_hr,b_rbi,b_sh,b_sf,b_hbp,b_w,b_iw,b_k,b_sb,b_cs,b_gdp,b_xi,b_roe,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,d_po,d_a,d_e,d_dp,d_tp,d_pb,d_wp,d_sb,d_cs,start_l1,start_l2,start_l3,start_l4,start_l5,start_l6,start_l7,start_l8,start_l9,start_f1,start_f2,start_f3,start_f4,start_f5,start_f6,start_f7,start_f8,start_f9,start_f10,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp
BOS202303300,BAL,1,0,0,4,3,0,2,0,0,,,,,,,,,,,,,,,,,,,,12,hydeb801,value,49,38,10,15,4,0,2,9,1,0,1,9,0,8,5,0,1,0,1,27,0,41,11,2,1,0,9,8,3,0,9,2,0,0,0,1,0,0,0,27,10,2,2,0,0,0,0,0,mullc002,rutsa001,santa003,mounr001,hendg002,uriar001,haysa001,fraza001,matej003,gibsk002,rutsa001,mounr001,fraza001,uriar001,matej003,santa003,mullc002,haysa001,hendg002,20230330,0,BOS07,v,BOS,1,0,0,regular,y,y
BOS202303300,BOS,1,0,0,1,0,2,0,3,2,,,,,,,,,,,,,,,,,,,,5,coraa001,value,41,35,9,11,2,1,0,8,0,1,2,3,0,9,0,0,2,0,0,27,0,49,15,4,0,2,10,10,9,0,8,1,2,0,1,0,5,0,0,27,11,1,2,0,0,2,5,0,verda001,dever001,turnj001,yoshm002,duvaa001,casat001,arroc001,mcgur002,herne001,klubc001,mcgur002,casat001,arroc001,dever001,herne001,yoshm002,duvaa001,verda001,turnj001,20230330,0,BOS07,h,BAL,0,1,0,regular,y,y
CHN202303300,MIL,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,7,counc001,value,34,29,0,4,0,0,0,0,0,0,0,5,0,12,0,0,2,0,0,24,0,35,6,0,0,0,4,4,4,0,5,1,0,0,0,0,0,0,0,24,12,1,1,0,0,0,0,0,yelic001,winkj002,adamw002,tellr001,contw002,urial001,mitcg001,andeb006,turab002,burnc002,contw002,tellr001,turab002,urial001,adamw002,yelic001,mitcg001,andeb006,winkj002,20230330,0,CHI11,v,CHN,0,1,0,regular,y,y
CHN202303300,CHN,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,7,rossd001,value,35,30,4,6,0,0,0,3,0,0,1,4,0,5,0,0,1,0,1,27,0,34,4,0,0,0,0,0,5,0,12,0,1,0,0,0,0,0,2,27,13,1,2,0,2,1,0,0,hoern001,swand001,happi001,bellc002,manct001,gomey001,hosme001,wisdp001,mastm001,strom001,gomey001,hosme001,hoern001,wisdp001,swand001,happi001,bellc002,mastm001,manct001,20230330,0,CHI11,h,MIL,1,0,0,regular,y,y
CIN202303300,PIT,0,0,1,3,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,9,sheld801,value,41,30,5,6,1,0,1,4,1,1,0,9,0,11,2,0,1,0,0,27,0,39,7,1,1,1,4,4,6,0,15,0,0,0,0,0,0,1,0,27,9,1,2,0,0,0,0,1,cruzo001,reynb001,mccua001,santc002,smitc008,hayek001,suwij001,bae-j001,hedga001,kellm003,hedga001,santc002,bae-j001,hayek001,cruzo001,reynb001,suwij001,smitc008,mccua001,20230330,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN202303300,CIN,1,0,0,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,8,belld002,value,39,33,4,7,1,1,1,3,0,0,0,6,0,15,0,1,1,0,1,27,0,41,6,1,0,1,5,5,9,0,11,0,1,0,1,1,2,0,0,27,7,0,1,0,0,1,2,0,indij001,friet001,fralj001,stept001,voslj001,myerw001,stees001,bensw001,garcj007,greeh001,stept001,voslj001,indij001,stees001,garcj007,bensw001,friet001,myerw001,fralj001,20230330,0,CIN09,h,PIT,0,1,0,regular,y,y
HOU202303300,CHA,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,11,grifp801,value,41,38,3,11,2,0,1,3,0,0,1,1,0,9,0,0,0,1,0,27,0,33,4,0,0,1,2,2,2,0,13,1,1,0,0,0,1,0,0,27,8,0,1,0,0,1,1,0,andet001,robel002,vauga001,jimee001,moncy001,benia002,grany001,andre001,gonzr003,ceasd001,grany001,vauga001,andre001,moncy001,andet001,benia002,robel002,gonzr003,jimee001,20230330,0,HOU03,v,HOU,1,0,0,regular,y,y
HOU202303300,HOU,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,4,baked002,value,33,30,2,4,0,0,1,1,0,0,1,2,0,13,1,0,1,0,0,27,0,41,11,2,0,1,3,3,1,0,9,1,0,0,0,0,0,0,0,27,15,2,0,0,0,0,0,0,penaj004,brega001,alvay001,abrej003,tuckk001,diazy004,meyej002,maldm001,dubom001,valdf001,maldm001,abrej003,dubom001,brega001,penaj004,alvay001,meyej002,tuckk001,diazy004,20230330,0,HOU03,h,CHA,0,1,0,regular,y,y
KCA202303300,MIN,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,12,baldr001,value,41,37,2,11,0,1,0,2,0,0,0,4,0,9,0,0,1,0,0,27,0,33,2,1,0,0,0,0,5,0,11,1,0,0,0,0,0,0,0,27,9,0,2,0,0,0,0,0,keplm001,corrc001,buxtb001,larnt001,miraj002,gordn001,gallj002,vazqc001,taylm002,lopep002,vazqc001,gallj002,gordn001,miraj002,corrc001,larnt001,taylm002,keplm001,buxtb001,20230330,0,KAN06,v,KCA,1,0,0,regular,y,y
KCA202303300,KCA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,6,quatm801,value,33,27,0,2,1,0,0,0,0,0,1,5,0,11,0,0,2,0,0,27,0,41,11,0,1,0,2,2,4,0,9,0,0,0,0,0,0,0,0,27,5,0,1,0,0,0,0,0,wittb002,melem001,peres002,pasqv001,reyef001,massm001,dozih001,isbek001,olive001,greiz001,peres002,pasqv001,massm001,dozih001,wittb002,olive001,isbek001,melem001,reyef001,20230330,0,KAN06,h,MIN,0,1,0,regular,y,y
