id,last,first,bat,throw,team,g,g_p,g_sp,g_rp,g_c,g_1b,g_2b,g_3b,g_ss,g_lf,g_cf,g_rf,g_of,g_dh,g_ph,g_pr,first_g,last_g
andeb004,Anderson,Brett,L,L,CHN,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,20170407,20170506
andeb004,Anderson,Brett,L,L,TOR,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,20170829,20171001
andeb006,Anderson,Brian,R,R,MIA,25,0,0,0,0,0,0,25,0,0,0,0,0,0,3,0,20170901,20171001
andec001,Anderson,Chase,R,R,MIL,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,20170406,20170929
anded003,Anderson,Drew,R,R,PHI,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20170801,20170826
andet001,Anderson,Tim,R,R,CHA,146,0,0,0,0,0,0,0,145,0,0,0,0,0,0,1,20170404,20171001
andet002,Anderson,Tyler,L,L,COL,18,18,15,3,0,0,0,0,0,0,0,0,0,0,0,0,20170404,20171004
andre001,Andrus,Elvis,R,R,TEX,158,0,0,0,0,0,0,0,157,0,0,0,0,1,0,0,20170403,20171001
andrm001,Andriese,Matt,R,R,TBA,18,18,17,1,0,0,0,0,0,0,0,0,0,0,0,0,20170407,20170927
andum001,Andujar,Miguel,R,R,NYA,5,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,20170628,20171001
aokin001,Aoki,Nori,L,R,HOU,71,1,0,1,0,0,0,0,0,56,0,16,67,1,5,1,20170403,20170730
aokin001,Aoki,Nori,L,R,NYN,27,0,0,0,0,0,0,0,0,5,1,23,27,0,3,0,20170902,20171001
aokin001,Aoki,Nori,L,R,TOR,12,0,0,0,0,0,0,0,0,3,1,8,10,0,2,0,20170804,20170827
aquij001,Aquino,Jayson,L,L,BAL,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,20170422,20170705
aranv001,Arano,Victor,R,R,PHI,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20170912,20171001
archc001,Archer,Chris,R,R,ALS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
archc001,Archer,Chris,R,R,TBA,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,20170402,20170930
arcio002,Arcia,Orlando,R,R,MIL,153,0,0,0,0,0,0,0,152,0,0,0,0,0,7,1,20170403,20170930
arenn001,Arenado,Nolan,R,R,COL,160,0,0,0,0,0,0,158,0,0,0,0,0,0,3,0,20170403,20171004
arenn001,Arenado,Nolan,R,R,NLS,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20170711,20170711
armss001,Armstrong,Shawn,R,R,CLE,21,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,20170405,20170907
arrij001,Arrieta,Jake,R,R,CHN,34,32,32,0,0,0,0,0,0,0,0,0,0,0,2,0,20170404,20171018
arrob001,Arroyo,Bronson,R,R,CIN,15,14,14,0,0,0,0,0,0,0,0,0,0,0,1,0,20170408,20170618
arroc001,Arroyo,Christian,R,R,SFN,34,0,0,0,0,0,2,22,10,0,0,0,0,0,1,0,20170424,20170602
aschc001,Asche,Cody,L,R,CHA,19,0,0,0,0,2,0,1,0,1,0,0,1,14,3,0,20170404,20170512
ashea001,Asher,Alec,R,R,BAL,24,24,6,18,0,0,0,0,0,0,0,0,0,0,0,0,20170415,20170902
astib001,Astin,Barrett,R,R,CIN,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20170403,20170514
asuac001,Asuaje,Carlos,L,R,SDN,89,0,0,0,0,1,84,0,0,0,0,0,0,0,9,0,20170523,20171001
austt001,Austin,Tyler,R,R,NYA,20,0,0,0,0,8,0,0,0,0,0,7,7,6,3,0,20170624,20171001
avila001,Avila,Alex,L,R,CHN,36,0,0,0,29,3,0,0,0,0,0,0,0,0,7,0,20170802,20171017
avila001,Avila,Alex,L,R,DET,77,0,0,0,50,16,0,0,0,0,0,0,0,7,15,1,20170406,20170730
avill001,Avilan,Luis,L,L,LAN,61,61,0,61,0,0,0,0,0,0,0,0,0,0,0,0,20170404,20170921
avilm001,Aviles,Mike,R,R,MIA,37,0,0,0,0,2,6,6,15,0,0,1,1,0,13,0,20170512,20171001
axfoj001,Axford,John,R,R,OAK,22,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,20170521,20170724
aybae001,Aybar,Erick,B,R,SDN,108,2,0,2,0,0,0,0,99,0,0,0,0,0,12,0,20170403,20171001
badeh001,Bader,Harrison,R,R,SLN,32,0,0,0,0,0,0,0,0,7,20,3,27,0,6,3,20170725,20171001
baezj001,Baez,Javier,R,R,CHN,155,0,0,0,0,4,90,8,73,0,0,1,1,0,9,0,20170402,20171019
baezp001,Baez,Pedro,R,R,LAN,66,66,0,66,0,0,0,0,0,0,0,0,0,0,0,0,20170414,20170930
baila001,Bailey,Andrew,R,R,ANA,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20170404,20170815
bailh001,Bailey,Homer,R,R,CIN,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,20170624,20170927
banda001,Banda,Anthony,L,L,ARI,8,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,20170722,20171001
bandj001,Bandy,Jett,R,R,MIL,60,0,0,0,50,0,0,0,0,0,0,0,0,0,10,1,20170403,20171001
barbj001,Barbato,John,R,R,PIT,24,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,20170428,20171001
barna001,Barnes,Austin,R,R,LAN,117,0,0,0,69,0,22,1,0,0,0,0,0,1,35,0,20170404,20171101
barnd001,Barney,Darwin,R,R,TOR,129,0,0,0,0,0,73,44,10,4,0,0,4,3,18,5,20170403,20171001
barnd002,Barnes,Danny,L,R,TOR,60,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,20170418,20171001
barnj002,Barnes,Jacob,R,R,MIL,73,73,0,73,0,0,0,0,0,0,0,0,0,0,0,0,20170403,20170930
barnm001,Barnes,Matt,R,R,BOS,70,70,0,70,0,0,0,0,0,0,0,0,0,0,0,0,20170403,20171001
barnt001,Barnhart,Tucker,B,R,CIN,121,0,0,0,110,0,0,0,0,0,0,0,0,0,12,1,20170403,20171001
barnt002,Barnette,Tony,R,R,TEX,50,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,20170405,20170927
barrf001,Barreto,Franklin,R,R,OAK,25,0,0,0,0,0,10,0,11,0,0,0,0,2,3,3,20170624,20171001
barrj002,Barrett,Jake,R,R,ARI,28,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,20170707,20170927
barrk002,Barraclough,Kyle,R,R,MIA,66,66,0,66,0,0,0,0,0,0,0,0,0,0,0,0,20170405,20170928
bassa001,Bass,Anthony,R,R,TEX,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20170425,20170503
basta001,Bastardo,Antonio,R,L,PIT,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,20170405,20170707
bauet001,Bauer,Trevor,R,R,CLE,34,34,33,1,0,0,0,0,0,0,0,0,0,0,0,0,20170408,20171009
baumb001,Baumann,Buddy,L,L,SDN,23,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,20170722,20170930
bautj002,Bautista,Jose,R,R,TOR,157,0,0,0,0,1,0,8,0,0,0,143,143,11,2,0,20170403,20171001
bautr001,Bautista,Rafael,R,R,WAS,17,0,0,0,0,0,0,0,0,1,1,11,13,0,6,2,20170430,20171001
beatp001,Beato,Pedro,R,R,PHI,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20170729,20170729
beckc002,Beck,Chris,R,R,CHA,57,57,0,57,0,0,0,0,0,0,0,0,0,0,0,0,20170425,20171001
beckg001,Beckham,Gordon,R,R,SEA,11,0,0,0,0,0,5,1,4,0,0,0,0,0,1,2,20170903,20171001
beckt001,Beckham,Tim,R,R,BAL,50,0,0,0,0,0,0,0,49,0,0,0,0,1,0,0,20170801,20170929
beckt001,Beckham,Tim,R,R,TBA,87,0,0,0,0,0,17,1,70,0,0,0,0,0,1,0,20170402,20170730
bedrc001,Bedrosian,Cam,R,R,ANA,48,48,0,48,0,0,0,0,0,0,0,0,0,0,0,0,20170404,20170930
belij001,Beliveau,Jeff,L,L,TOR,19,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,20170605,20170721
belim001,Belisle,Matt,R,R,MIN,63,63,0,63,0,0,0,0,0,0,0,0,0,0,0,0,20170403,20171003
bellc002,Bellinger,Cody,L,L,LAN,147,0,0,0,0,108,0,0,0,39,4,5,46,1,4,0,20170425,20171101
bellc002,Bellinger,Cody,L,L,NLS,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,20170711,20170711
bellc003,Bell,Chad,R,L,DET,28,28,4,24,0,0,0,0,0,0,0,0,0,0,0,0,20170510,20170930
bellj005,Bell,Josh,B,R,PIT,159,0,0,0,0,147,0,0,0,0,0,0,0,2,17,0,20170403,20171001
belta001,Beltre,Adrian,R,R,TEX,94,0,0,0,0,0,0,65,0,0,0,0,0,28,1,0,20170529,20171001
beltb001,Belt,Brandon,L,L,SFN,104,0,0,0,0,98,0,0,0,15,0,1,15,0,3,0,20170402,20170804
beltc001,Beltran,Carlos,B,R,HOU,139,0,0,0,0,0,0,0,0,13,0,1,14,113,16,0,20170403,20171031
benia002,Benintendi,Andrew,L,L,BOS,155,0,0,0,0,0,0,0,0,127,30,0,153,0,8,0,20170403,20171009
benoj001,Benoit,Joaquin,R,R,PHI,44,44,0,44,0,0,0,0,0,0,0,0,0,0,0,0,20170403,20170728
benoj001,Benoit,Joaquin,R,R,PIT,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20170802,20170907
bergc001,Bergman,Christian,R,R,SEA,13,13,8,5,0,0,0,0,0,0,0,0,0,0,0,0,20170507,20170830
berrj001,Berrios,Jose,R,R,MIN,27,27,25,2,0,0,0,0,0,0,0,0,0,0,0,0,20170513,20171003
berrq001,Berry,Quintin,L,L,MIL,7,0,0,0,0,0,0,0,0,2,1,0,3,0,1,5,20170905,20171001
betad001,Betances,Dellin,R,R,ALS,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20170711,20170711
betad001,Betances,Dellin,R,R,NYA,71,71,0,71,0,0,0,0,0,0,0,0,0,0,0,0,20170404,20171020
bethc001,Bethancourt,Christian,R,R,SDN,8,4,0,4,0,0,1,0,0,0,0,0,0,0,5,0,20170403,20170422
bettc001,Bettis,Chad,R,R,COL,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,20170814,20170929
bettm001,Betts,Mookie,R,R,ALS,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,20170711,20170711
bettm001,Betts,Mookie,R,R,BOS,157,0,0,0,0,0,0,0,0,0,0,157,157,0,0,0,20170403,20171009
biagj001,Biagini,Joe,R,R,TOR,44,44,18,26,0,0,0,0,0,0,0,0,0,0,0,0,20170403,20170929
bibea001,Bibens-Dirkx,Austin,R,R,TEX,24,24,6,18,0,0,0,0,0,0,0,0,0,0,0,0,20170517,20170927
birdg001,Bird,Greg,L,R,NYA,61,0,0,0,0,59,0,0,0,0,0,0,0,2,6,0,20170402,20171021
blacc001,Blackmon,Charlie,L,L,COL,160,0,0,0,0,0,0,0,0,0,159,0,159,0,1,0,20170403,20171004
blacc001,Blackmon,Charlie,L,L,NLS,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,20170711,20170711
blacp001,Blackburn,Paul,R,R,OAK,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20170701,20170822
blact002,Blach,Ty,R,L,SFN,38,34,24,10,0,0,0,0,0,0,0,0,0,0,1,3,20170402,20171001
blaia001,Blair,Aaron,R,R,ATL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20170726,20170726
blana001,Blanco,Andres,B,R,PHI,80,1,0,1,0,11,15,16,4,0,0,0,0,1,35,0,20170406,20170912
blang001,Blanco,Gregor,L,L,ARI,93,0,0,0,0,0,0,0,0,44,35,6,72,0,20,6,20170505,20171009
blanj001,Blanton,Joe,R,R,WAS,51,51,0,51,0,0,0,0,0,0,0,0,0,0,0,0,20170405,20171001
blasj001,Blash,Jabari,R,R,SDN,61,0,0,0,0,0,0,0,0,18,0,33,49,0,12,0,20170407,20171001
blazm001,Blazek,Michael,R,R,MIL,5,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,20170703,20170727
bleir001,Bleier,Richard,L,L,BAL,57,57,0,57,0,0,0,0,0,0,0,0,0,0,0,0,20170503,20170930
blevj001,Blevins,Jerry,L,L,NYN,75,75,0,75,0,0,0,0,0,0,0,0,0,0,0,0,20170405,20170930
bogax001,Bogaerts,Xander,R,R,BOS,152,0,0,0,0,0,0,0,150,0,0,0,0,0,0,2,20170403,20171009
bolsm001,Bolsinger,Mike,R,R,TOR,11,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,20170509,20170804
bonie001,Bonifacio,Emilio,B,R,ATL,38,0,0,0,0,0,0,0,0,8,1,2,10,0,30,3,20170405,20170531
bonij002,Bonifacio,Jorge,R,R,KCA,113,0,0,0,0,0,0,0,0,9,1,92,102,8,7,3,20170421,20171001
bonil001,Bonilla,Lisalverto,B,R,CIN,10,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,20170422,20170806
bormj001,Bormann,John,R,R,PIT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20170430,20170430
boshb001,Boshers,Buddy,L,L,MIN,38,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,20170423,20171001
bostc001,Bostick,Chris,R,R,PIT,20,0,0,0,0,0,3,0,0,3,0,0,3,0,13,2,20170508,20171001
bourj002,Bour,Justin,L,R,MIA,108,0,0,0,0,102,0,0,0,0,0,0,0,1,6,1,20170403,20171001
bourp001,Bourjos,Peter,R,R,TBA,100,0,0,0,0,0,0,0,0,41,37,14,86,2,10,14,20170404,20171001
bowmm001,Bowman,Matt,R,R,SLN,76,75,0,75,0,0,0,0,0,0,0,0,0,0,0,1,20170404,20170928
boxbb001,Boxberger,Brad,R,R,TBA,30,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,20170630,20171001
boydm001,Boyd,Matt,L,L,DET,26,26,25,1,0,0,0,0,0,0,0,0,0,0,0,0,20170406,20170929
boyeb001,Boyer,Blaine,R,R,BOS,32,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,20170528,20170928
bracb001,Brach,Brad,R,R,BAL,67,67,0,67,0,0,0,0,0,0,0,0,0,0,0,0,20170403,20171001
bracs001,Bracho,Silvino,R,R,ARI,21,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,20170424,20171001
brada001,Bradley,Archie,R,R,ARI,66,66,0,66,0,0,0,0,0,0,0,0,0,0,0,0,20170404,20171009
bradc002,Bradford,Chasen,R,R,NYN,28,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,20170625,20170930
bradj001,Bradley,Jackie,L,R,BOS,137,0,0,0,0,0,0,0,0,0,136,0,136,0,2,0,20170403,20171009
bradm002,Brady,Michael,R,R,OAK,16,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,20170620,20170930
branm003,Brantley,Michael,L,L,ALS,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,20170711,20170711
branm003,Brantley,Michael,L,L,CLE,93,0,0,0,0,0,0,0,0,87,0,0,87,5,4,0,20170403,20171009
branr002,Brantly,Rob,L,R,CHA,14,1,0,1,6,0,0,0,0,0,0,0,0,4,3,0,20170826,20171001
braur002,Braun,Ryan,R,R,MIL,104,0,0,0,0,0,0,0,0,95,0,0,95,4,5,0,20170403,20170930
braus002,Brault,Steven,L,L,PIT,12,11,4,7,0,0,0,0,0,0,0,0,0,0,1,0,20170722,20171001
brebj001,Brebbia,John,L,R,SLN,50,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,20170528,20171001
brega001,Bregman,Alex,R,R,HOU,173,0,0,0,0,0,4,150,30,0,0,0,0,2,2,2,20170403,20171101
bresc001,Breslow,Craig,L,L,CLE,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20170827,20170928
bresc001,Breslow,Craig,L,L,MIN,30,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,20170406,20170723
brica001,Brice,Austin,R,R,CIN,22,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,20170505,20170812
bridp001,Bridwell,Parker,R,R,ANA,21,21,20,1,0,0,0,0,0,0,0,0,0,0,0,0,20170530,20171001
brinl001,Brinson,Lewis,R,R,MIL,21,0,0,0,0,0,0,0,0,8,8,0,16,0,6,0,20170611,20170803
britz001,Britton,Zach,L,L,BAL,38,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,20170403,20170918
brotr001,Brothers,Rex,L,L,ATL,27,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,20170629,20170928
broxj001,Broxton,Jonathan,R,R,SLN,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20170404,20170530
broxk001,Broxton,Keon,R,R,MIL,143,0,0,0,0,0,0,0,0,0,139,0,139,0,15,3,20170403,20171001
brucj001,Bruce,Jay,L,L,CLE,48,0,0,0,0,1,0,0,0,0,0,46,46,1,2,0,20170810,20171011
brucj001,Bruce,Jay,L,L,NYN,103,0,0,0,0,11,0,0,0,0,0,92,92,2,0,0,20170403,20170809
brugj001,Brugman,Jaycob,L,L,OAK,48,0,0,0,0,0,0,0,0,4,40,1,43,0,6,1,20170609,20170809
bryak001,Bryant,Kris,R,R,CHN,161,0,0,0,0,2,0,154,0,2,2,7,9,0,1,0,20170402,20171019
buchc001,Buchholz,Clay,L,R,PHI,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20170406,20170411
buchj001,Buchanan,Jake,R,R,CIN,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20170529,20170617
buchr001,Buchter,Ryan,L,L,KCA,29,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,20170726,20171001
buchr001,Buchter,Ryan,L,L,SDN,42,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0,20170405,20170722
buehw001,Buehler,Walker,R,R,LAN,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20170907,20171001
bumgm001,Bumgarner,Madison,R,L,SFN,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,20170402,20170923
bumma001,Bummer,Aaron,L,L,CHA,30,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,20170727,20170930
bundd001,Bundy,Dylan,B,R,BAL,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,20170405,20170918
burnb002,Burns,Billy,B,R,KCA,7,0,0,0,0,0,0,0,0,0,4,1,5,0,1,2,20170603,20170721
busea001,Busenitz,Alan,R,R,MIN,29,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,20170617,20171003
bushm001,Bush,Matt,R,R,TEX,57,57,0,57,0,0,0,0,0,0,0,0,0,0,0,0,20170403,20170930
buted001,Butera,Drew,R,R,KCA,75,0,0,0,74,4,0,0,0,0,0,0,0,0,2,1,20170408,20171001
butle001,Butler,Eddie,R,R,CHN,13,13,11,2,0,0,0,0,0,0,0,0,0,0,0,0,20170512,20170715
buxtb001,Buxton,Byron,R,R,MIN,141,0,0,0,0,0,0,0,0,0,138,0,138,1,0,5,20170403,20171003
cabra002,Cabrera,Asdrubal,B,R,NYN,135,0,0,0,0,0,32,44,45,0,0,0,0,1,16,1,20170403,20170930
cabrm001,Cabrera,Miguel,R,R,DET,130,0,0,0,0,115,0,0,0,0,0,0,0,14,1,0,20170404,20170923
cabrm002,Cabrera,Melky,B,L,CHA,98,0,0,0,0,0,0,0,0,92,0,0,92,5,1,0,20170404,20170729
cabrm002,Cabrera,Melky,B,L,KCA,58,0,0,0,0,0,0,0,0,12,0,46,54,4,0,0,20170731,20171001
cahit001,Cahill,Trevor,R,R,KCA,10,10,3,7,0,0,0,0,0,0,0,0,0,0,0,0,20170729,20170925
cahit001,Cahill,Trevor,R,R,SDN,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,20170405,20170721
cainl001,Cain,Lorenzo,R,R,KCA,155,0,0,0,0,0,0,0,0,0,151,0,151,3,0,1,20170403,20171001
cainm001,Cain,Matt,R,R,SFN,27,27,23,4,0,0,0,0,0,0,0,0,0,0,0,0,20170407,20170930
calhk001,Calhoun,Kole,L,L,ANA,155,0,0,0,0,0,0,0,0,0,0,154,154,0,2,0,20170403,20171001
calhw001,Calhoun,Willie,L,R,TEX,13,0,0,0,0,0,0,0,0,11,0,0,11,1,1,0,20170912,20171001
calio001,Calixte,Orlando,R,R,SFN,29,0,0,0,0,0,0,5,4,9,2,3,11,1,7,4,20170530,20171001
callj001,Callahan,Jamie,R,R,NYN,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,20170902,20171001
camaj001,Camargo,Johan,B,R,ATL,82,0,0,0,0,0,9,43,26,1,0,0,1,0,14,3,20170411,20170930
campl001,Campos,Leonel,R,R,TOR,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,20170422,20170920
candj002,Candelario,Jeimer,B,R,CHN,11,0,0,0,0,1,0,9,0,0,0,0,0,0,2,0,20170509,20170701
candj002,Candelario,Jeimer,B,R,DET,27,0,0,0,0,0,0,27,0,0,0,0,0,0,2,0,20170808,20171001
canhm001,Canha,Mark,R,R,OAK,57,0,0,0,0,3,0,0,0,20,19,22,53,2,8,0,20170405,20171001
canor001,Cano,Robinson,L,R,ALS,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,20170711,20170711
canor001,Cano,Robinson,L,R,SEA,150,0,0,0,0,0,150,0,0,0,0,0,0,0,2,0,20170403,20171001
cappc001,Capps,Carter,R,R,SDN,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,20170807,20170908
carav001,Caratini,Victor,B,R,CHN,31,0,0,0,12,8,0,0,0,1,0,1,1,0,15,0,20170628,20171001
cards001,Cardullo,Stephen,R,R,COL,15,0,0,0,0,0,0,0,0,6,0,2,8,0,8,0,20170403,20170422
carls002,Carle,Shane,R,R,COL,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20170414,20170914
carpm002,Carpenter,Matt,L,R,SLN,145,0,0,0,0,120,13,16,0,0,0,0,0,2,3,0,20170402,20170928
