id,last,first,bat,throw,team,g,g_p,g_sp,g_rp,g_c,g_1b,g_2b,g_3b,g_ss,g_lf,g_cf,g_rf,g_of,g_dh,g_ph,g_pr,first_g,last_g
amayj001,Amaya,Jacob,R,R,CHA,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,20240830,20240929
amayj001,Amaya,Jacob,R,R,HOU,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20240507,20240507
amaym001,Amaya,Miguel,R,R,CHN,117,0,0,0,116,0,0,0,0,0,0,0,0,0,1,0,20240328,20240928
andeb006,Anderson,Brian,R,R,ATL,3,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,20240605,20240612
andec001,Anderson,Chase,R,R,BOS,27,27,1,26,0,0,0,0,0,0,0,0,0,0,0,0,20240401,20240727
andec001,Anderson,Chase,R,R,TEX,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20240902,20240911
andeg002,Anderson,Grant,R,R,TEX,23,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,20240407,20240904
andej005,Anderson,Justin,L,R,CHA,56,56,0,56,0,0,0,0,0,0,0,0,0,0,0,0,20240412,20240925
anden001,Anderson,Nick,R,R,KCA,37,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0,20240328,20240713
andes002,Anderson,Shaun,R,R,MIA,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,20240614,20240927
andes002,Anderson,Shaun,R,R,TEX,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20240517,20240524
andet001,Anderson,Tim,R,R,MIA,65,0,0,0,0,0,0,0,63,0,0,0,0,0,1,1,20240328,20240630
andet002,Anderson,Tyler,L,L,ANA,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,20240402,20240926
andrc002,Andrews,Clayton,L,L,NYA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20240521,20240521
andrm001,Andriese,Matt,R,R,MIA,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20240407,20240704
andum001,Andujar,Miguel,R,R,OAK,75,0,0,0,0,1,0,0,0,72,0,0,72,3,1,0,20240524,20240824
antot001,Antone,Tejay,R,R,CIN,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20240331,20240407
aranj001,Aranda,Jonathan,L,R,TBA,44,0,0,0,0,23,6,1,0,0,0,0,0,10,9,1,20240514,20240929
arcio002,Arcia,Orlando,R,R,ATL,159,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,20240329,20241002
arenn001,Arenado,Nolan,R,R,SLN,152,0,0,0,0,0,0,146,0,0,0,0,0,6,1,0,20240328,20240927
ariag002,Arias,Gabriel,R,R,CLE,53,0,0,0,0,4,6,20,15,2,4,2,8,3,4,1,20240330,20240710
armss001,Armstrong,Shawn,R,R,CHN,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20240901,20240919
armss001,Armstrong,Shawn,R,R,SLN,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,20240802,20240826
armss001,Armstrong,Shawn,R,R,TBA,38,38,7,31,0,0,0,0,0,0,0,0,0,0,0,0,20240328,20240728
arozr001,Arozarena,Randy,R,R,SEA,54,0,0,0,0,0,0,0,0,51,2,0,52,2,0,0,20240727,20240929
arozr001,Arozarena,Randy,R,R,TBA,100,0,0,0,0,0,0,0,0,89,7,0,93,5,6,0,20240328,20240725
arral001,Arraez,Luis,L,R,MIA,33,0,0,0,0,8,33,0,0,0,0,0,0,0,0,0,20240328,20240502
arral001,Arraez,Luis,L,R,SDN,124,0,0,0,0,65,9,0,0,0,0,0,0,50,4,0,20240504,20241011
arris001,Arrighetti,Spencer,R,R,HOU,29,29,28,1,0,0,0,0,0,0,0,0,0,0,0,0,20240410,20240927
ashba003,Ashby,Aaron,R,L,MIL,15,15,2,13,0,0,0,0,0,0,0,0,0,0,0,0,20240408,20241001
ashcg001,Ashcraft,Graham,L,R,CIN,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,20240402,20240707
assaj001,Assad,Javier,R,R,CHN,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,20240402,20240925
aviln001,Avila,Nick,R,R,SFN,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20240401,20240524
avilp001,Avila,Pedro,R,R,CLE,53,53,0,53,0,0,0,0,0,0,0,0,0,0,0,0,20240424,20241017
avilp001,Avila,Pedro,R,R,SDN,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20240329,20240408
azocj001,Azocar,Jose,R,R,SDN,61,0,0,0,0,0,0,0,0,45,11,5,56,2,4,12,20240320,20240622
bachl001,Bachar,Lake,R,R,MIA,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20240908,20240929
badda001,Baddoo,Akil,L,L,DET,31,0,0,0,0,0,0,0,0,21,5,4,28,0,3,1,20240512,20240815
badeh001,Bader,Harrison,R,R,NYN,155,0,0,0,0,0,0,0,0,0,152,0,152,1,11,6,20240329,20241018
bae-j001,Bae,Ji Hwan,L,R,PIT,29,0,0,0,0,0,1,0,0,0,15,12,23,4,1,6,20240521,20240826
baezj001,Baez,Javier,R,R,DET,80,0,0,0,0,0,0,0,80,0,0,0,0,0,1,2,20240328,20240822
bailp001,Bailey,Patrick,B,R,SFN,121,0,0,0,115,0,0,0,0,0,0,0,0,3,13,0,20240328,20240928
bakeb001,Baker,Bryan,R,R,BAL,19,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,20240613,20240926
baked003,Baker,Darren,L,R,WAS,9,0,0,0,0,0,4,0,0,1,0,0,1,2,5,1,20240901,20240929
bakel001,Baker,Luken,R,R,SLN,21,0,0,0,0,1,0,0,0,0,0,0,0,12,12,0,20240821,20240929
baldb001,Baldwin,Brooks,B,R,CHA,33,0,0,0,0,0,24,0,9,0,0,0,0,0,0,0,20240719,20240903
banda001,Banda,Anthony,L,L,LAN,58,58,2,56,0,0,0,0,0,0,0,0,0,0,0,0,20240519,20241030
bankt001,Banks,Tanner,R,L,CHA,41,41,1,40,0,0,0,0,0,0,0,0,0,0,0,0,20240331,20240729
bankt001,Banks,Tanner,R,L,PHI,23,23,1,22,0,0,0,0,0,0,0,0,0,0,0,0,20240731,20241005
banud001,Banuelos,David,R,R,BAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20240416,20240416
barga001,Barger,Addison,L,R,TOR,69,0,0,0,0,0,0,36,0,10,0,27,34,2,10,1,20240424,20240929
barls001,Barlow,Scott,R,R,CLE,63,63,0,63,0,0,0,0,0,0,0,0,0,0,0,0,20240329,20240907
barna001,Barnes,Austin,R,R,LAN,55,0,0,0,46,0,2,0,0,0,0,0,0,3,8,0,20240331,20241018
barnj002,Barnes,Jacob,R,R,WAS,63,63,0,63,0,0,0,0,0,0,0,0,0,0,0,0,20240423,20240926
barnm001,Barnes,Matt,R,R,WAS,14,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,20240328,20240502
barnt001,Barnhart,Tucker,L,R,ARI,31,1,0,1,31,0,0,0,0,0,0,0,0,0,1,0,20240331,20240630
barrj004,Barrosa,Jorge,B,L,ARI,8,0,0,0,0,0,0,0,0,1,5,0,6,0,2,0,20240401,20240905
bartj003,Bart,Joey,R,R,PIT,80,0,0,0,69,0,0,0,0,0,0,0,0,11,4,0,20240406,20240929
bassb002,Basso,Brady,R,L,OAK,7,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,20240531,20240925
bassc001,Bassitt,Chris,R,R,TOR,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,20240329,20240923
battm001,Batten,Matthew,R,R,SDN,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20240417,20240417
batyb001,Baty,Brett,L,R,NYN,50,0,0,0,0,0,0,47,0,0,0,0,0,0,6,1,20240329,20240609
bauej001,Bauers,Jake,L,L,MIL,119,4,0,4,0,77,0,0,0,8,0,10,16,18,34,2,20240329,20241003
baumm001,Baumann,Mike,R,R,ANA,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20240731,20240822
baumm001,Baumann,Mike,R,R,BAL,17,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,20240328,20240517
baumm001,Baumann,Mike,R,R,MIA,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,20240827,20240927
baumm001,Baumann,Mike,R,R,SEA,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,20240523,20240711
baumm001,Baumann,Mike,R,R,SFN,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20240726,20240726
baz-s001,Baz,Shane,R,R,TBA,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,20240705,20240928
bazae001,Bazardo,Eduard,R,R,SEA,23,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,20240509,20240929
beckj003,Beck,Jordan,R,R,COL,55,0,0,0,0,0,0,0,0,37,3,14,54,0,2,1,20240430,20240929
beckt002,Beck,Tristan,R,R,SFN,7,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,20240903,20240928
bednd001,Bednar,David,L,R,PIT,62,62,0,62,0,0,0,0,0,0,0,0,0,0,0,0,20240330,20240928
beedt001,Beede,Tyler,R,R,CLE,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,20240330,20240502
beekj001,Beeks,Jalen,L,L,COL,45,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,20240328,20240722
beekj001,Beeks,Jalen,L,L,PIT,26,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,20240731,20240928
beetc001,Beeter,Clayton,R,R,NYA,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20240329,20240928
bellb002,Bello,Brayan,R,R,BOS,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,20240328,20240924
bellc002,Bellinger,Cody,L,L,CHN,130,0,0,0,0,22,0,0,0,1,48,49,94,24,0,0,20240328,20240928
bellj005,Bell,Josh,B,R,ARI,41,0,0,0,0,31,0,0,0,0,0,0,0,8,6,0,20240802,20240928
bellj005,Bell,Josh,B,R,MIA,104,0,0,0,0,67,0,0,0,0,0,0,0,37,0,0,20240328,20240728
bellv001,Bellozo,Valente,R,R,MIA,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,20240626,20240926
benda001,Bender,Anthony,R,R,MIA,59,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0,20240328,20240929
benia002,Benintendi,Andrew,L,L,CHA,135,0,0,0,0,0,0,0,0,124,1,0,125,5,12,0,20240328,20240928
bensw001,Benson,Will,L,L,CIN,128,0,0,0,0,0,0,0,0,55,43,45,118,7,11,3,20240328,20240927
bermj001,Bermudez,Jonathan,L,L,MIA,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,20240827,20240911
bernb001,Bernardino,Brennan,L,L,BOS,57,57,3,54,0,0,0,0,0,0,0,0,0,0,0,0,20240410,20240910
berrj001,Berrios,Jose,R,R,TOR,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,20240328,20240927
berrp001,Berroa,Prelander,R,R,CHA,17,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,20240430,20240929
berrs002,Berroa,Steward,B,R,TOR,28,0,0,0,0,0,0,0,0,6,2,13,21,2,1,9,20240623,20240929
bertj001,Berti,Jon,R,R,NYA,29,0,0,0,0,3,3,18,0,1,0,0,1,1,2,5,20240331,20241018
bethc001,Bethancourt,Christian,R,R,CHN,24,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,20240728,20240929
bethc001,Bethancourt,Christian,R,R,MIA,38,0,0,0,36,0,0,0,0,0,0,0,0,2,2,0,20240328,20240618
bettm001,Betts,Mookie,R,R,LAN,132,0,0,0,0,0,18,0,65,0,0,59,59,0,1,0,20240320,20241030
bibet001,Bibee,Tanner,R,R,CLE,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,20240330,20241019
bichb001,Bichette,Bo,R,R,TOR,81,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,20240328,20240917
bickp001,Bickford,Phil,R,R,NYA,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20240621,20240904
bidoo001,Bido,Osvaldo,R,R,OAK,16,16,9,7,0,0,0,0,0,0,0,0,0,0,0,0,20240508,20240907
biebs001,Bieber,Shane,R,R,CLE,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20240328,20240402
bielb001,Bielak,Brandon,L,R,HOU,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20240329,20240507
bielb001,Bielak,Brandon,L,R,OAK,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20240517,20240921
biggc002,Biggio,Cavan,L,R,ATL,4,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,20240911,20240919
biggc002,Biggio,Cavan,L,R,LAN,30,0,0,0,0,12,1,14,0,0,0,4,4,0,2,2,20240612,20240804
biggc002,Biggio,Cavan,L,R,TOR,44,0,0,0,0,5,25,4,0,0,0,10,10,4,3,6,20240328,20240606
biggh001,Bigge,Hunter,R,R,CHN,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20240709,20240720
biggh001,Bigge,Hunter,R,R,TBA,15,15,1,14,0,0,0,0,0,0,0,0,0,0,0,0,20240730,20240929
birdh001,Birdsong,Hayden,R,R,SFN,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,20240626,20240929
birdj001,Bird,Jake,R,R,COL,35,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0,20240329,20240928
bives001,Bivens,Spencer,R,R,SFN,27,27,2,25,0,0,0,0,0,0,0,0,0,0,0,0,20240616,20240928
blacc001,Blackmon,Charlie,L,L,COL,124,0,0,0,0,0,0,0,0,0,1,26,26,89,12,0,20240328,20240929
blacm001,Black,Mason,R,R,SFN,9,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,20240506,20240925
blacp001,Blackburn,Paul,R,R,NYN,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20240802,20240823
blacp001,Blackburn,Paul,R,R,OAK,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,20240331,20240726
blact002,Blach,Ty,R,L,COL,20,20,12,8,0,0,0,0,0,0,0,0,0,0,0,0,20240422,20240907
blact003,Black,Tyler,L,R,MIL,18,0,0,0,0,6,0,0,0,0,0,0,0,10,1,3,20240430,20240821
blalb001,Blalock,Bradley,R,R,COL,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,20240812,20240910
blalb001,Blalock,Bradley,R,R,MIL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20240620,20240620
bland001,Blanco,Dairon,R,R,KCA,89,0,0,0,0,0,0,0,0,37,15,21,68,10,5,43,20240328,20241002
blanr001,Blanco,Ronel,R,R,HOU,31,31,29,2,0,0,0,0,0,0,0,0,0,0,0,0,20240401,20241001
blant002,Blankenhorn,Travis,L,R,WAS,13,0,0,0,0,0,0,0,0,0,0,3,3,10,3,0,20240730,20240818
bledj001,Bleday,JJ,L,L,OAK,159,0,0,0,0,0,0,0,0,0,157,0,157,1,11,0,20240328,20240929
blews001,Blewett,Scott,R,R,MIN,12,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,20240812,20240929
blisr001,Bliss,Ryan,R,R,SEA,33,0,0,0,0,0,25,0,0,0,0,0,0,3,3,8,20240527,20240809
blosj001,Bloss,Jake,R,R,HOU,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20240621,20240723
bogax001,Bogaerts,Xander,R,R,SDN,118,0,0,0,0,0,85,0,27,0,0,0,0,9,1,0,20240320,20241011
bohma001,Bohm,Alec,R,R,NLS,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20240716,20240716
bohma001,Bohm,Alec,R,R,PHI,147,0,0,0,0,15,0,132,0,0,0,0,0,3,4,0,20240329,20241009
boltc001,Bolton,Cody,R,R,SEA,17,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,20240328,20240625
boosc001,Booser,Cam,L,L,BOS,43,43,0,43,0,0,0,0,0,0,0,0,0,0,0,0,20240419,20240913
borur001,Borucki,Ryan,L,L,PIT,14,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,20240328,20240928
boted002,Bote,David,R,R,CHN,37,1,0,1,0,3,6,26,0,0,0,0,0,0,12,0,20240602,20240822
boucs001,Bouchard,Sean,R,R,COL,31,0,0,0,0,0,0,0,0,14,0,17,30,1,1,0,20240417,20240719
bousc001,Boushley,Caleb,R,R,MIN,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20240520,20240827
bowlj001,Bowlan,Jonathan,R,R,KCA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20240429,20240429
bowmm001,Bowman,Matthew,R,R,ARI,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20240503,20240524
bowmm001,Bowman,Matthew,R,R,BAL,15,15,1,14,0,0,0,0,0,0,0,0,0,0,0,0,20240822,20240928
bowmm001,Bowman,Matthew,R,R,MIN,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20240415,20240426
bowmm001,Bowman,Matthew,R,R,SEA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20240610,20240610
boydm001,Boyd,Matt,L,L,CLE,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,20240813,20241017
boylj001,Boyle,Joe,R,R,OAK,13,13,10,3,0,0,0,0,0,0,0,0,0,0,0,0,20240401,20240929
bradc003,Bradford,Cody,L,L,TEX,14,14,13,1,0,0,0,0,0,0,0,0,0,0,0,0,20240330,20240925
bradk001,Bradish,Kyle,R,R,BAL,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,20240502,20240614
bradt002,Bradley,Taj,R,R,TBA,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,20240510,20240927
branr002,Brantly,Rob,L,R,TBA,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20240820,20240823
brasr001,Brasier,Ryan,R,R,LAN,37,37,6,31,0,0,0,0,0,0,0,0,0,0,0,0,20240320,20241030
brazh001,Brazoban,Huascar,R,R,MIA,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20240601,20240727
brazh001,Brazoban,Huascar,R,R,NYN,19,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,20240731,20240930
brebj001,Brebbia,John,L,R,ATL,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20240905,20240919
brebj001,Brebbia,John,L,R,CHA,54,54,0,54,0,0,0,0,0,0,0,0,0,0,0,0,20240330,20240824
brega001,Bregman,Alex,R,R,HOU,147,0,0,0,0,0,0,144,0,0,0,0,0,3,0,0,20240328,20241002
brenw002,Brennan,Will,L,L,CLE,121,0,0,0,0,0,0,0,0,18,8,85,103,13,20,1,20240329,20241018
brewc002,Brewer,Colten,R,R,CHN,16,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,20240419,20240706
bridj001,Bride,Jonah,R,R,MIA,71,0,0,0,0,38,3,13,0,0,0,0,0,19,2,1,20240328,20240929
brieb001,Brieske,Beau,R,R,DET,52,52,12,40,0,0,0,0,0,0,0,0,0,0,0,0,20240515,20241012
britj003,Brito,Jhony,R,R,SDN,26,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,20240320,20240810
brogc001,Brogdon,Connor,R,R,LAN,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20240409,20240409
brogc001,Brogdon,Connor,R,R,PHI,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20240329,20240401
brooa001,Brooks,Aaron,R,R,OAK,5,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,20240515,20240624
broot002,Brooks,Trenton,L,L,SFN,12,0,0,0,0,9,0,0,0,0,0,0,0,1,3,0,20240528,20240623
browb006,Brown,Ben,R,R,CHN,15,15,8,7,0,0,0,0,0,0,0,0,0,0,0,0,20240330,20240608
browh001,Brown,Hunter,R,R,HOU,32,32,31,1,0,0,0,0,0,0,0,0,0,0,0,0,20240330,20241002
brows003,Brown,Seth,L,L,OAK,124,0,0,0,0,45,0,0,0,55,1,31,82,2,23,4,20240328,20240929
bruij001,Bruihl,Justin,L,L,PIT,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20240606,20240624
brujv001,Brujan,Vidal,B,R,MIA,102,2,0,2,0,1,31,14,28,3,12,8,22,0,20,4,20240328,20240927
bryak001,Bryant,Kris,R,R,COL,37,0,0,0,0,10,0,0,0,0,0,12,12,15,0,0,20240328,20240810
brzyz001,Brzykcy,Zach,R,R,WAS,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20240901,20240918
bubik001,Bubic,Kris,L,L,KCA,31,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,20240707,20241009
buchd001,Buchanan,David,R,R,CIN,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20240831,20240831
buehw001,Buehler,Walker,R,R,LAN,20,20,19,1,0,0,0,0,0,0,0,0,0,0,0,0,20240506,20241030
bukaj001,Bukauskas,J. B.,R,R,MIL,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20240403,20240413
bumma001,Bummer,Aaron,L,L,ATL,57,57,0,57,0,0,0,0,0,0,0,0,0,0,0,0,20240329,20241001
burdn001,Burdi,Nick,R,R,NYA,12,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,20240329,20240523
