gid,visteam,hometeam,site,date,number,starttime,daynight,innings,tiebreaker,usedh,htbf,timeofgame,attendance,fieldcond,precip,sky,temp,winddir,windspeed,oscorer,forfeit,suspend,umphome,ump1b,ump2b,ump3b,umplf,umprf,wp,lp,save,gametype,vruns,hruns,wteam,lteam,line,batteries,lineups,box,pbp,season
NYA202204080,BOS,NYA,NYC21,20220408,0,1:05PM,day,9,2,true,,236,46097,unknown,none,cloudy,59,tocf,10,karph701,,,diazl901,onorb901,gibsh902,fairc901,(none),(none),kingm002,crawk001,,regular,5,6,NYA,BOS,y,both,y,y,y,2022
PHI202204080,OAK,PHI,PHI13,20220408,0,3:05PM,day,9,2,true,,194,44232,unknown,none,sunny,64,tocf,10,macom701,,,iassd901,barrs901,may-b901,vondc901,(none),(none),nolaa001,montf001,,regular,5,9,PHI,OAK,y,both,y,y,y,2022
SFN202204080,MIA,SFN,SFO03,20220408,0,1:35PM,day,9,2,true,,206,40853,unknown,none,sunny,69,torf,23,irvia701,,,marqa901,barrl901,dejer901,mahrn901,(none),(none),alvaj003,bassa001,,regular,5,6,SFN,MIA,y,both,y,y,y,2022
TBA202204080,BAL,TBA,STP01,20220408,0,3:10PM,day,9,2,true,,194,25025,unknown,none,dome,72,unknown,0,mathb701,,,nelsj901,buckc901,gonzm901,sches901,(none),(none),kitta001,tated001,raleb001,regular,1,2,TBA,BAL,y,both,y,y,y,2022
TOR202204080,TEX,TOR,TOR02,20220408,0,7:07PM,night,9,2,true,,206,45022,unknown,none,dome,68,unknown,0,starh701,,,welkb901,fleta901,morag901,segac901,(none),(none),cimba001,santd003,romaj004,regular,8,10,TOR,TEX,y,both,y,y,y,2022
WAS202204080,NYN,WAS,WAS11,20220408,0,7:05PM,night,9,2,true,,223,25677,unknown,none,cloudy,62,tocf,6,jacom701,,,guccc901,bakej902,addir901,carlm901,(none),(none),schem001,grayj004,,regular,7,3,NYN,WAS,y,both,y,y,y,2022
ANA202204090,HOU,ANA,ANA01,20220409,0,6:07PM,night,9,2,true,,182,36139,unknown,none,sunny,72,tocf,12,franm701,,,viscj901,willr901,hicke901,carav901,(none),(none),syndn001,verlj001,igler001,regular,0,2,ANA,HOU,y,both,y,y,y,2022
ARI202204090,SDN,ARI,PHO01,20220409,0,5:10PM,night,9,2,true,,172,19504,unknown,none,cloudy,97,unknown,1,johnj701,,,barbs901,valej901,vanol901,belld901,(none),(none),wilss002,kenni001,roget001,regular,5,2,SDN,ARI,y,both,y,y,y,2022
ATL202204090,CIN,ATL,ATL03,20220409,0,7:20PM,night,9,2,true,,170,40310,unknown,none,cloudy,54,fromrf,17,curtg701,,,whitc901,hamaa901,laynj901,wendh902,(none),(none),wrigk001,gutiv001,smitw002,regular,1,2,ATL,CIN,y,both,y,y,y,2022
CHN202204090,MIL,CHN,CHI11,20220409,0,1:20PM,day,9,2,true,,208,30369,unknown,none,cloudy,44,ltor,11,lissr701,,,barkl901,lentn901,cejan901,barrt901,(none),(none),steej002,woodb005,,regular,0,9,CHN,MIL,y,both,y,y,y,2022
COL202204090,LAN,COL,DEN02,20220409,0,6:10PM,night,9,2,true,,168,48087,unknown,none,sunny,76,ltor,14,einsd701,,,porta901,riggj901,rehaj901,wegnm901,(none),(none),estec001,treib001,bardd001,regular,2,3,COL,LAN,y,both,y,y,y,2022
DET202204090,CHA,DET,DET05,20220409,0,1:10PM,day,9,2,true,,191,17469,unknown,none,cloudy,39,tocf,5,kleir701,,,johna901,tumpj901,blakr901,hudsm901,(none),(none),ceasd001,mizec001,bumma001,regular,5,2,CHA,DET,y,both,y,y,y,2022
KCA202204090,CLE,KCA,KAN06,20220409,0,3:10PM,day,9,2,true,,169,17103,unknown,none,sunny,63,rtol,4,utslm701,,,blasc901,rippm901,bacce901,cuzzp901,(none),(none),snidc001,clase001,,regular,0,1,KCA,CLE,y,both,y,y,y,2022
MIN202204090,SEA,MIN,MIN04,20220409,0,1:10PM,day,9,2,true,,189,20867,unknown,none,sunny,48,tocf,2,thors701,,,fostm901,conrc901,torrc901,kulpr901,(none),(none),munoa002,dufft001,castd002,regular,4,3,SEA,MIN,y,both,y,y,y,2022
NYA202204090,BOS,NYA,NYC21,20220409,0,4:05PM,day,9,2,true,,178,46882,unknown,none,cloudy,54,torf,10,karph701,,,onorb901,gibsh902,fairc901,diazl901,(none),(none),luetl001,piven001,chapa001,regular,2,4,NYA,BOS,y,both,y,y,y,2022
PHI202204090,OAK,PHI,PHI13,20220409,0,4:05PM,day,9,2,true,,157,41622,unknown,none,cloudy,54,ltor,9,macom701,,,barrs901,may-b901,vondc901,iassd901,(none),(none),gibsk002,irvic001,knebc001,regular,2,4,PHI,OAK,y,both,y,y,y,2022
SFN202204090,MIA,SFN,SFO03,20220409,0,1:05PM,day,9,2,true,,177,38885,unknown,none,sunny,64,unknown,14,ducam701,,,barrl901,dejer901,mahrn901,marqa901,(none),(none),okers001,mcgej001,benda001,regular,2,1,MIA,SFN,y,both,y,y,y,2022
SLN202204090,PIT,SLN,STL10,20220409,0,1:15PM,day,9,2,true,,212,45025,unknown,none,sunny,53,tocf,10,muelg701,,,ticht901,muchm901,merzd901,reynj901,(none),(none),whitk001,kellm003,,regular,2,6,SLN,PIT,y,both,y,y,y,2022
TBA202204090,BAL,TBA,STP01,20220409,0,1:10PM,day,9,2,true,,153,15615,unknown,none,dome,72,unknown,0,mathb701,,,buckc901,gonzm901,sches901,nelsj901,(none),(none),flemj001,lylej001,kitta001,regular,3,5,TBA,BAL,y,both,y,y,y,2022
TOR202204090,TEX,TOR,TOR02,20220409,0,3:07PM,day,9,2,true,,159,43386,unknown,none,dome,68,unknown,0,starh701,,,fleta901,morag901,segac901,welkb901,(none),(none),richt001,martb002,romaj004,regular,3,4,TOR,TEX,y,both,y,y,y,2022
WAS202204090,NYN,WAS,WAS11,20220409,0,7:05PM,night,9,2,true,,194,21369,unknown,none,overcast,52,ltor,6,hetrd701,,,bakej902,addir901,carlm901,guccc901,(none),(none),bassc001,adonj001,,regular,5,0,NYN,WAS,y,both,y,y,y,2022
ANA202204100,HOU,ANA,ANA01,20220410,0,1:07PM,day,9,2,true,,195,41253,unknown,none,overcast,70,tocf,7,munse701,,,willr901,hicke901,carav901,viscj901,(none),(none),urquj001,suarj001,presr001,regular,4,1,HOU,ANA,y,both,y,y,y,2022
ARI202204100,SDN,ARI,PHO01,20220410,0,1:10PM,day,9,2,true,,195,19089,unknown,none,sunny,83,torf,7,johnj701,,,valej901,vanol901,belld901,barbs901,(none),(none),adama002,smitc006,,regular,10,5,SDN,ARI,y,both,y,y,y,2022
ATL202204100,CIN,ATL,ATL03,20220410,0,1:35PM,day,9,2,true,,194,38233,unknown,none,sunny,68,unknown,1,curtg701,,,hamaa901,laynj901,wendh902,whitc901,(none),(none),greeh001,andei001,warra002,regular,6,3,CIN,ATL,y,both,y,y,y,2022
CHN202204100,MIL,CHN,CHI11,20220410,0,1:20PM,day,9,2,true,,183,32858,unknown,none,cloudy,54,tolf,13,speaa701,,,lentn901,cejan901,barrt901,barkl901,(none),(none),cousj001,norrd002,hadej001,regular,5,4,MIL,CHN,y,both,y,y,y,2022
COL202204100,LAN,COL,DEN02,20220410,0,1:10PM,day,9,2,true,,193,40825,unknown,none,sunny,55,ltor,17,einsd701,,,riggj901,rehaj901,wegnm901,porta901,(none),(none),chacj001,uriaj001,blact002,regular,4,9,COL,LAN,y,both,y,y,y,2022
DET202204100,CHA,DET,DET05,20220410,0,1:10PM,day,9,2,true,,176,15712,unknown,none,sunny,48,tocf,7,klonc701,,,tumpj901,blakr901,hudsm901,johna901,(none),(none),crick001,skubt001,,regular,10,1,CHA,DET,y,both,y,y,y,2022
KCA202204100,CLE,KCA,KAN06,20220410,0,1:10PM,day,9,2,true,,189,20165,unknown,none,cloudy,75,unknown,7,utslm701,,,rippm901,bacce901,cuzzp901,blasc901,(none),(none),quanc001,bubik001,,regular,17,3,CLE,KCA,y,both,y,y,y,2022
MIN202204100,SEA,MIN,MIN04,20220410,0,1:10PM,day,9,2,true,,191,17018,unknown,none,cloudy,53,fromrf,16,trayk701,,,conrc901,torrc901,kulpr901,fostm901,(none),(none),oberb002,gonzm005,,regular,4,10,MIN,SEA,y,both,y,y,y,2022
NYA202204100,BOS,NYA,NYC21,20220410,0,7:08PM,night,9,2,true,,220,40108,unknown,none,cloudy,48,torf,17,karph701,,,gibsh902,fairc901,diazl901,onorb901,(none),(none),crawk001,schmc002,diekj001,regular,4,3,BOS,NYA,y,both,y,y,y,2022
PHI202204100,OAK,PHI,PHI13,20220410,0,1:05PM,day,9,2,true,,177,33507,unknown,none,cloudy,48,ltor,17,golam701,,,may-b901,vondc901,iassd901,barrs901,(none),(none),jeffd001,faltb001,,regular,4,1,OAK,PHI,y,both,y,y,y,2022
SFN202204100,MIA,SFN,SFO03,20220410,0,1:05PM,day,9,2,true,,163,37332,unknown,none,cloudy,61,tocf,16,ducam701,,,dejer901,mahrn901,marqa901,barrl901,(none),(none),garcj006,roget003,leond003,regular,2,3,SFN,MIA,y,both,y,y,y,2022
SLN202204100,PIT,SLN,STL10,20220410,0,1:15PM,day,9,2,true,,188,40027,unknown,none,sunny,70,fromrf,16,smitm701,,,muchm901,merzd901,reynj901,ticht901,(none),(none),yajum001,matzs001,,regular,9,4,PIT,SLN,y,both,y,y,y,2022
TBA202204100,BAL,TBA,STP01,20220410,0,1:10PM,day,9,2,true,,190,14100,unknown,none,dome,72,unknown,0,mathb701,,,gonzm901,sches901,nelsj901,buckc901,(none),(none),sprij001,wellt003,,regular,0,8,TBA,BAL,y,both,y,y,y,2022
TOR202204100,TEX,TOR,TOR02,20220410,0,1:37PM,day,9,2,true,,204,31549,unknown,none,dome,68,unknown,0,starh701,,,morag901,segac901,welkb901,fleta901,(none),(none),burkb001,merrj001,,regular,12,6,TEX,TOR,y,both,y,y,y,2022
WAS202204100,NYN,WAS,WAS11,20220410,0,1:35PM,day,9,2,true,,181,23158,unknown,none,overcast,47,ltor,14,lee-j701,,,addir901,carlm901,guccc901,bakej902,(none),(none),finnk001,willt002,raint003,regular,2,4,WAS,NYN,y,both,y,y,y,2022
ANA202204110,MIA,ANA,ANA01,20220411,0,6:38PM,night,9,2,true,,162,20480,unknown,none,cloudy,65,rtol,9,johnc701,,,mahrn901,marqa901,barrl901,dejer901,(none),(none),lorem002,herne002,,regular,2,6,ANA,MIA,y,both,y,y,y,2022
ATL202204110,WAS,ATL,ATL03,20220411,0,7:20PM,night,9,2,true,,213,42263,unknown,none,cloudy,68,ltor,9,mustr701,,,herna901,wolfj901,reybd901,carlm901,(none),(none),rogej003,ynoah001,,regular,11,2,WAS,ATL,y,both,y,y,y,2022
BAL202204110,MIL,BAL,BAL12,20220411,0,3:05PM,day,9,2,true,,204,44461,unknown,none,cloudy,55,rtol,8,jacom701,,,fairc901,diazl901,lives901,onorb901,(none),(none),baumm001,housa001,lopej004,regular,0,2,BAL,MIL,y,both,y,y,y,2022
DET202204110,BOS,DET,DET05,20220411,0,5:10PM,night,9,2,true,,170,11840,unknown,drizzle,overcast,65,tolf,10,kleir701,,,sches901,nelsj901,buckc901,gonzm901,(none),(none),fulmm001,davia003,sotog003,regular,1,3,DET,BOS,y,both,y,y,y,2022
KCA202204110,CLE,KCA,KAN06,20220411,0,1:10PM,day,9,2,true,,217,8971,unknown,none,cloudy,61,rtol,4,utslm701,,,bacce901,cuzzp901,blasc901,rippm901,(none),(none),allel002,brenj001,,regular,10,7,CLE,KCA,y,both,y,y,y,2022
MIN202204110,SEA,MIN,MIN04,20220411,0,6:40PM,night,9,2,true,,180,12932,unknown,none,cloudy,57,tocf,12,thors701,,,torrc901,kulpr901,fostm901,conrc901,(none),(none),bundd001,flexc001,,regular,0,4,MIN,SEA,y,both,y,y,y,2022
NYA202204110,TOR,NYA,NYC21,20220411,0,7:05PM,night,9,2,true,,183,26211,unknown,none,sunny,52,fromrf,12,kaplh701,,,emmep901,hoyej901,drecb901,hobep901,(none),(none),manoa001,tailj001,romaj004,regular,3,0,TOR,NYA,y,both,y,y,y,2022
PHI202204110,NYN,PHI,PHI13,20220411,0,6:45PM,night,9,2,true,,185,22317,unknown,none,sunny,60,tocf,9,shutd701,,,blakr901,hudsm901,johna901,tumpj901,(none),(none),domis001,lugos001,handb001,regular,4,5,PHI,NYN,y,both,y,y,y,2022
SFN202204110,SDN,SFN,SFO03,20220411,0,6:45PM,night,9,2,true,,210,23279,unknown,none,sunny,51,tocf,24,younj701,,,gibsg901,guccc901,drakr901,littw901,(none),(none),wilss002,roget002,roget001,regular,4,2,SDN,SFN,y,both,y,y,y,2022
TBA202204110,OAK,TBA,STP01,20220411,0,6:40PM,night,9,2,true,,180,9139,unknown,none,dome,72,unknown,0,clodt701,,,laynj901,wendh902,whitc901,hamaa901,(none),(none),blacp001,patil001,,regular,13,2,OAK,TBA,y,both,y,y,y,2022
TEX202204110,COL,TEX,ARL03,20220411,0,3:05PM,day,9,2,true,,241,35052,unknown,none,cloudy,87,rtol,17,ruddw701,,,millb901,eddid901,knigb901,ortir901,(none),(none),bardd001,hollg001,gouda001,regular,6,4,COL,TEX,y,both,y,y,y,2022
ANA202204120,MIA,ANA,ANA01,20220412,0,4:07PM,day,9,2,true,,179,16132,unknown,none,sunny,71,torf,12,franm701,,,marqa901,barrl901,dejer901,mahrn901,(none),(none),igler001,benda001,,regular,3,4,ANA,MIA,y,both,y,y,y,2022
ARI202204120,HOU,ARI,PHO01,20220412,0,6:40PM,night,9,2,true,,200,17674,unknown,none,sunny,70,ltor,17,rausg701,,,libkj901,reynj901,ticht901,muchm901,(none),(none),nerih001,melam001,presr001,regular,2,1,HOU,ARI,y,both,y,y,y,2022
ATL202204120,WAS,ATL,ATL03,20220412,0,7:20PM,night,9,2,true,,217,31462,unknown,none,cloudy,77,ltor,10,mustr701,,,wolfj901,reybd901,carlm901,herna901,(none),(none),eldeb001,corbp001,stepj002,regular,4,16,ATL,WAS,y,both,y,y,y,2022
BAL202204120,MIL,BAL,BAL12,20220412,0,7:05PM,night,9,2,true,,218,11814,unknown,none,cloudy,77,torf,8,eiger701,,,diazl901,lives901,onorb901,fairc901,(none),(none),milnh001,bautf001,hadej001,regular,5,4,MIL,BAL,y,both,y,y,y,2022
CHA202204120,SEA,CHA,CHI12,20220412,0,3:10PM,day,9,2,true,,202,36948,unknown,none,cloudy,63,torf,6,seipb701,,,cuzzp901,blasc901,rippm901,hallt901,(none),(none),loper003,brasm001,hendl001,regular,2,3,CHA,SEA,y,both,y,y,y,2022
CIN202204120,CLE,CIN,CIN09,20220412,0,4:10PM,day,9,2,true,,210,43036,unknown,none,overcast,66,rtol,9,rothr701,,,vanol901,belld901,rackd901,valej901,(none),(none),stept002,strih001,,regular,10,5,CLE,CIN,y,both,y,y,y,2022
DET202204120,BOS,DET,DET05,20220412,0,1:10PM,day,9,2,true,,169,15781,unknown,none,sunny,61,ltor,9,libea701,,,nelsj901,buckc901,gonzm901,sches901,(none),(none),whitg002,langa001,,regular,5,3,BOS,DET,y,both,y,y,y,2022
MIN202204120,LAN,MIN,MIN04,20220412,0,6:40PM,night,9,2,true,,240,16732,unknown,drizzle,overcast,49,torf,7,thors701,,,mealj901,hicke901,viscj901,willr901,(none),(none),hudsd001,pagae001,,regular,7,2,LAN,MIN,y,both,y,y,y,2022
NYA202204120,TOR,NYA,NYC21,20220412,0,7:05PM,night,9,2,true,,187,25068,unknown,none,sunny,70,rtol,11,kaplh701,,,hoyej901,drecb901,hobep901,emmep901,(none),(none),holmc001,kikuy001,,regular,0,4,NYA,TOR,y,both,y,y,y,2022
PHI202204120,NYN,PHI,PHI13,20220412,0,6:45PM,night,9,2,true,,192,26045,unknown,none,cloudy,72,ltor,4,golam701,,,hudsm901,johna901,tumpj901,blakr901,(none),(none),megit002,wheez001,diaze006,regular,2,0,NYN,PHI,y,both,y,y,y,2022
PIT202204120,CHN,PIT,PIT08,20220412,0,4:12PM,day,9,2,true,,171,34458,unknown,none,cloudy,66,fromrf,6,patte701,,,rehaj901,wegnm901,porta901,wolcq901,(none),(none),smyld001,quinj001,robed002,regular,2,1,CHN,PIT,y,both,y,y,y,2022
SFN202204120,SDN,SFN,SFO03,20220412,0,6:45PM,night,9,2,true,,193,25560,unknown,none,cloudy,51,tocf,21,younj701,,,guccc901,drakr901,littw901,gibsg901,(none),(none),cobba001,darvy001,,regular,2,13,SFN,SDN,y,both,y,y,y,2022
SLN202204120,KCA,SLN,STL10,20220412,0,6:45PM,night,9,2,true,,156,40398,unknown,none,cloudy,76,rtol,17,webbj701,,,kulpr901,fostm901,conrc901,torrc901,(none),(none),hickj002,lyncd001,gallg001,regular,5,6,SLN,KCA,y,both,y,y,y,2022
TBA202204120,OAK,TBA,STP01,20220412,0,6:40PM,night,9,2,true,,252,7588,unknown,none,dome,72,unknown,0,clodt701,,,wendh902,whitc901,hamaa901,laynj901,(none),(none),thomr007,trivl001,,regular,8,9,TBA,OAK,y,both,y,y,y,2022
TEX202204120,COL,TEX,ARL03,20220412,0,7:05PM,night,9,2,true,,189,15862,unknown,none,dome,72,unknown,0,bumpl701,,,eddid901,knigb901,ortir901,millb901,(none),(none),chacj001,perem004,bardd001,regular,4,1,COL,TEX,y,both,y,y,y,2022
ARI202204130,HOU,ARI,PHO01,20220413,0,12:40PM,day,9,2,true,,230,12660,unknown,none,sunny,71,ltor,5,rausg701,,,reynj901,ticht901,muchm901,libkj901,(none),(none),pereo002,presr001,,regular,2,3,ARI,HOU,y,both,y,y,y,2022
ATL202204130,WAS,ATL,ATL03,20220413,0,12:20PM,day,9,2,true,,177,31959,unknown,none,cloudy,73,ltor,10,mustr701,,,reybd901,carlm901,herna901,wolfj901,(none),(none),grayj004,friem001,raint003,regular,3,1,WAS,ATL,y,both,y,y,y,2022
BAL202204130,MIL,BAL,BAL12,20220413,0,7:05PM,night,9,2,true,,184,12704,unknown,none,sunny,86,fromlf,4,hetrd701,,,lives901,onorb901,fairc901,diazl901,(none),(none),boxbb001,lopej004,hadej001,regular,4,2,MIL,BAL,y,both,y,y,y,2022
CHA202204130,SEA,CHA,CHI12,20220413,0,6:10PM,night,9,2,true,,174,12291,unknown,none,cloudy,62,rtol,11,speaa701,,,blasc901,rippm901,hallt901,cuzzp901,(none),(none),keucd001,ray-r002,hendl001,regular,4,6,CHA,SEA,y,both,y,y,y,2022
CIN202204130,CLE,CIN,CIN09,20220413,0,12:35PM,day,9,2,true,,187,10976,unknown,rain,overcast,67,fromrf,11,rothr701,,,belld901,rackd901,valej901,vanol901,(none),(none),morge001,lodon001,,regular,7,3,CLE,CIN,y,both,y,y,y,2022
DET202204130,BOS,DET,DET05,20220413,0,1:10PM,day,9,2,true,,231,10522,unknown,none,cloudy,69,ltor,19,libea701,,,buckc901,gonzm901,sches901,nelsj901,(none),(none),eovan001,rodre004,roblh001,regular,9,7,BOS,DET,y,both,y,y,y,2022
MIN202204130,LAN,MIN,MIN04,20220413,0,12:10PM,day,9,2,true,,154,17101,unknown,none,overcast,38,tocf,18,trayk701,,,hicke901,viscj901,willr901,mealj901,(none),(none),kersc001,paddc001,,regular,7,0,LAN,MIN,y,both,y,y,y,2022
NYA202204130,TOR,NYA,NYC21,20220413,0,7:05PM,night,9,2,true,,190,30109,unknown,none,cloudy,65,unknown,5,kaplh701,,,drecb901,hobep901,emmep901,hoyej901,(none),(none),cimba001,greec003,romaj004,regular,6,4,TOR,NYA,y,both,y,y,y,2022
PHI202204130,NYN,PHI,PHI13,20220413,0,1:05PM,day,9,2,true,,244,31190,unknown,none,sunny,79,tocf,9,shutd701,,,johna901,tumpj901,blakr901,hudsm901,(none),(none),schem001,nolaa001,,regular,9,6,NYN,PHI,y,both,y,y,y,2022
PIT202204130,CHN,PIT,PIT08,20220413,0,12:35PM,day,9,2,true,,169,9122,unknown,none,cloudy,75,tolf,10,webbb701,,,wegnm901,porta901,wolcq901,rehaj901,(none),(none),peted001,hendk001,croww001,regular,2,6,PIT,CHN,y,both,y,y,y,2022
SFN202204130,SDN,SFN,SFO03,20220413,0,12:45PM,day,9,2,true,,131,27197,unknown,none,cloudy,54,rtol,11,younj701,,,drakr901,littw901,gibsg901,guccc901,(none),(none),webbl001,manas001,dovac001,regular,1,2,SFN,SDN,y,both,y,y,y,2022
TBA202204130,OAK,TBA,STP01,20220413,0,6:40PM,night,9,2,true,,182,8954,unknown,none,dome,72,unknown,0,clodt701,,,whitc901,hamaa901,laynj901,wendh902,(none),(none),montf001,mccls003,trivl001,regular,4,2,OAK,TBA,y,both,y,y,y,2022
CHA202204140,SEA,CHA,CHI12,20220414,0,1:10PM,day,9,2,true,,181,13391,unknown,none,sunny,48,tolf,29,seipb701,,,rippm901,hallt901,cuzzp901,blasc901,(none),(none),gilbl002,lambj003,,regular,5,1,SEA,CHA,y,both,y,y,y,2022
COL202204140,CHN,COL,DEN02,20220414,0,6:40PM,night,9,2,true,,182,24444,unknown,none,sunny,57,fromlf,16,geibj701,,,fostm901,conrc901,torrc901,kulpr901,(none),(none),thomk002,freek001,givem001,regular,5,2,CHN,COL,y,both,y,y,y,2022
KCA202204140,DET,KCA,KAN06,20220414,0,7:10PM,night,9,2,true,,190,9595,unknown,none,sunny,61,torf,1,butcp701,,,carlm901,herna901,wolfj901,reybd901,(none),(none),jimej003,brenj001,sotog003,regular,4,2,DET,KCA,y,both,y,y,y,2022
LAN202204140,CIN,LAN,LOS03,20220414,0,7:10PM,night,9,2,true,,190,52995,unknown,none,sunny,63,torf,5,munse701,,,ticht901,muchm901,libkj901,reynj901,(none),(none),treib001,wilsj004,,regular,3,9,LAN,CIN,y,both,y,y,y,2022
MIA202204140,PHI,MIA,MIA02,20220414,0,6:40PM,night,9,2,true,,203,31184,unknown,none,dome,76,unknown,0,jernr701,,,porta901,wolcq901,rehaj901,wegnm901,(none),(none),alcas001,gibsk002,benda001,regular,3,4,MIA,PHI,y,both,y,y,y,2022
MIL202204140,SLN,MIL,MIL06,20220414,0,4:14PM,day,9,2,true,,184,42794,unknown,none,dome,64,unknown,0,odrit701,,,barrl901,dejer901,welkb901,marqa901,(none),(none),woodb005,waina001,,regular,1,5,MIL,SLN,y,both,y,y,y,2022
NYA202204140,TOR,NYA,NYC21,20220414,0,7:05PM,night,9,2,true,,186,37255,unknown,none,overcast,62,torf,10,altmb701,,,hobep901,emmep901,hoyej901,drecb901,(none),(none),sevel001,gausk001,kingm002,regular,0,3,NYA,TOR,y,both,y,y,y,2022
PIT202204140,WAS,PIT,PIT08,20220414,0,6:35PM,night,9,2,true,,217,9266,unknown,none,sunny,59,tolf,11,musid701,,,viscj901,willr901,mealj901,hicke901,(none),(none),contr001,adonj001,,regular,4,9,PIT,WAS,y,both,y,y,y,2022
SDN202204140,ATL,SDN,SAN02,20220414,0,5:10PM,night,9,2,true,,187,44844,unknown,none,sunny,65,ltor,9,zaveb701,,,knigb901,ortir901,millb901,eddid901,(none),(none),musgj001,mortc002,,regular,1,12,SDN,ATL,y,both,y,y,y,2022
TBA202204140,OAK,TBA,STP01,20220414,0,1:10PM,day,9,2,true,,153,8287,unknown,none,dome,72,unknown,0,mathb701,,,hamaa901,laynj901,wendh902,whitc901,(none),(none),irvic001,flemj001,jimed002,regular,6,3,OAK,TBA,y,both,y,y,y,2022
TEX202204140,ANA,TEX,ARL03,20220414,0,7:05PM,night,9,2,true,,210,21440,unknown,none,sunny,77,unknown,9,wells701,,,tumpj901,blakr901,hudsm901,johna901,(none),(none),kingj002,ohtas001,,regular,5,10,TEX,ANA,y,both,y,y,y,2022
BAL202204150,NYA,BAL,BAL12,20220415,0,7:05PM,night,9,2,true,,255,32197,unknown,none,sunny,65,tolf,8,hetrd701,,,hallt901,cuzzp901,blasc901,rippm901,(none),(none),krehj001,schmc002,,regular,1,2,BAL,NYA,y,both,y,y,y,2022
