gid,team,inn1,inn2,inn3,inn4,inn5,inn6,inn7,inn8,inn9,inn10,inn11,inn12,inn13,inn14,inn15,inn16,inn17,inn18,inn19,inn20,inn21,inn22,inn23,inn24,inn25,inn26,inn27,inn28,lob,mgr,stattype,b_pa,b_ab,b_r,b_h,b_d,b_t,b_hr,b_rbi,b_sh,b_sf,b_hbp,b_w,b_iw,b_k,b_sb,b_cs,b_gdp,b_xi,b_roe,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,d_po,d_a,d_e,d_dp,d_tp,d_pb,d_wp,d_sb,d_cs,start_l1,start_l2,start_l3,start_l4,start_l5,start_l6,start_l7,start_l8,start_l9,start_f1,start_f2,start_f3,start_f4,start_f5,start_f6,start_f7,start_f8,start_f9,start_f10,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp
BAL201403310,BOS,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,12,farrj001,value,40,36,1,9,2,0,1,1,0,0,1,3,0,6,0,0,0,0,0,24,0,29,6,0,0,1,2,2,1,0,9,0,0,0,0,0,0,0,0,24,11,0,2,0,0,0,0,0,navad002,pedrd001,ortid001,napom001,carpm001,sizeg001,bogax001,piera001,middw001,lestj001,piera001,napom001,pedrd001,middw001,bogax001,carpm001,sizeg001,navad002,ortid001,20140331,0,BAL12,v,BAL,0,1,0,regular,y,y
BAL201403310,BAL,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,3,showb801,value,29,28,2,6,0,0,1,1,0,0,0,1,0,9,0,0,2,0,0,27,0,40,9,2,0,1,1,1,3,0,6,1,0,0,0,0,0,0,0,27,13,0,0,0,0,0,0,0,markn001,hardj003,jonea003,davic003,cruzn002,wietm001,yound003,flahr001,schoj001,tillc001,wietm001,davic003,schoj001,flahr001,hardj003,cruzn002,jonea003,markn001,yound003,20140331,0,BAL12,h,BOS,1,0,0,regular,y,y
CHA201403310,MIN,0,0,2,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,4,gardr001,value,34,32,3,7,3,0,0,3,1,0,0,1,0,10,0,0,1,0,0,24,0,34,11,2,0,2,5,5,2,0,6,0,1,0,0,1,0,0,0,24,10,0,2,0,0,1,0,0,dozib001,suzuk001,mauej001,willj004,colac001,plout001,arcio001,hicka001,florp001,nolar001,suzuk001,mauej001,dozib001,plout001,florp001,willj004,hicka001,arcio001,colac001,20140331,0,CHI12,v,CHA,0,1,0,regular,y,y
CHA201403310,CHA,0,2,2,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,5,ventr001,value,34,31,5,11,2,0,2,5,0,1,0,2,0,6,0,0,2,0,0,27,0,34,7,3,0,0,3,3,1,0,10,0,0,0,1,0,0,0,0,27,11,0,1,0,0,0,0,0,eatoa002,semim001,gillc001,abrej003,dunna001,garca003,deaza001,ramia003,flowt001,salec001,flowt001,abrej003,semim001,gillc001,ramia003,deaza001,eatoa002,garca003,dunna001,20140331,0,CHI12,h,MIN,1,0,0,regular,y,y
CIN201403310,SLN,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,6,mathm001,value,34,32,1,5,1,0,1,1,0,0,0,2,0,9,0,0,0,0,0,27,0,36,3,0,0,0,0,0,5,1,12,0,1,0,0,0,1,0,0,27,11,3,1,0,0,1,1,0,carpm002,wongk001,hollm001,craia001,moliy001,adamm002,peraj001,bourp001,waina001,waina001,moliy001,adamm002,wongk001,carpm002,peraj001,hollm001,bourp001,craia001,,20140331,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN201403310,CIN,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,9,pricb801,value,36,31,0,3,0,0,0,0,0,0,0,5,1,12,1,0,1,0,2,27,0,34,5,1,0,1,1,1,2,0,9,0,0,0,0,0,0,0,0,27,11,0,0,0,0,0,0,0,hamib001,philb001,vottj001,brucj001,ludwr001,frazt001,cozaz001,penab002,cuetj001,cuetj001,penab002,vottj001,philb001,frazt001,cozaz001,ludwr001,hamib001,brucj001,,20140331,0,CIN09,h,SLN,0,1,0,regular,y,y
DET201403310,KCA,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,8,yoste001,value,38,35,3,7,3,0,0,3,0,0,0,3,0,2,0,0,1,0,2,25,0,35,8,1,2,1,4,4,3,0,4,0,1,0,0,0,0,0,0,25,9,0,0,0,0,1,0,0,aokin001,infao001,hosme001,butlb003,gorda001,peres002,mousm001,cainl001,escoa003,shiej002,peres002,hosme001,infao001,mousm001,escoa003,gorda001,cainl001,aokin001,butlb003,20140331,0,DET05,v,DET,0,1,0,regular,y,y
DET201403310,DET,0,1,0,0,0,0,2,0,1,,,,,,,,,,,,,,,,,,,,6,ausmb001,value,35,32,4,8,1,2,1,3,0,0,0,3,0,4,0,0,0,0,0,27,0,38,7,3,0,0,3,2,3,0,2,0,0,0,0,0,0,0,0,27,15,2,1,0,0,0,0,0,kinsi001,huntt001,cabrm001,martv001,jacka001,avila001,castn001,gonza002,davir003,verlj001,avila001,cabrm001,kinsi001,castn001,gonza002,davir003,jacka001,huntt001,martv001,20140331,0,DET05,h,KCA,1,0,0,regular,y,y
MIA201403310,COL,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,5,weisw001,value,33,32,1,6,0,0,1,1,0,0,0,1,0,10,0,0,1,0,0,24,0,41,14,5,0,1,10,10,2,0,11,1,0,0,2,1,0,0,0,24,8,0,0,0,0,0,0,0,blacc001,cuddm001,gonzc001,tulot001,mornj001,rosaw001,arenn001,lemad001,delaj001,delaj001,rosaw001,mornj001,lemad001,arenn001,tulot001,gonzc001,blacc001,cuddm001,,20140331,0,MIA02,v,MIA,0,1,0,regular,y,y
MIA201403310,MIA,0,0,1,0,5,1,0,3,,,,,,,,,,,,,,,,,,,,,7,redmm001,value,41,35,10,14,5,0,1,10,2,1,1,2,0,11,0,0,0,0,0,27,0,33,6,0,0,1,1,1,1,0,10,0,0,0,0,0,0,0,0,27,9,0,1,0,0,0,0,0,yelic001,bakej001,stanm004,mcgec001,joneg002,saltj001,ozunm001,hecha001,fernj003,fernj003,saltj001,joneg002,bakej001,mcgec001,hecha001,yelic001,ozunm001,stanm004,,20140331,0,MIA02,h,COL,1,0,0,regular,y,y
MIL201403310,ATL,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,7,gonzf801,value,34,31,0,5,1,0,0,0,1,0,0,2,0,7,0,0,0,0,0,24,0,30,8,1,0,0,2,2,1,0,3,0,0,0,1,0,2,0,0,24,11,1,2,0,0,0,2,0,heywj001,uptob001,freef001,johnc003,uptoj001,uggld001,gatte001,simma001,tehej001,tehej001,gatte001,freef001,uggld001,johnc003,simma001,uptoj001,uptob001,heywj001,,20140331,0,MIL06,v,MIL,0,1,0,regular,y,y
MIL201403310,MIL,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,4,roenr001,value,30,28,2,8,1,0,0,2,1,0,0,1,0,3,2,0,1,0,0,27,0,34,5,1,0,0,0,0,2,0,7,0,0,0,1,0,0,0,0,27,13,0,0,0,0,0,0,0,gomec002,seguj002,braur002,ramia001,lucrj001,davik003,overl001,genns001,gally001,gally001,lucrj001,overl001,genns001,ramia001,seguj002,davik003,gomec002,braur002,,20140331,0,MIL06,h,ATL,1,0,0,regular,y,y
NYN201403310,WAS,0,2,0,0,0,0,2,0,1,4,,,,,,,,,,,,,,,,,,,6,willm003,value,45,38,9,9,2,0,2,9,0,1,0,6,0,10,0,0,0,0,0,30,0,40,7,0,0,3,7,7,3,0,18,0,0,0,1,1,0,0,0,30,4,0,0,0,0,0,0,0,spand001,zimmr001,wertj001,ramow001,harpb003,desmi001,laroa001,renda001,stras001,stras001,ramow001,laroa001,renda001,zimmr001,desmi001,harpb003,spand001,wertj001,,20140331,0,NYC20,v,NYN,1,0,0,regular,y,y
NYN201403310,NYN,3,1,0,0,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,3,collt801,value,40,35,7,7,0,0,3,7,1,1,0,3,0,18,0,0,0,0,0,30,0,45,9,2,0,2,9,9,6,0,10,0,0,0,0,1,0,0,1,30,11,0,0,0,1,0,0,0,youne003,lagaj001,wrigd002,granc001,browa003,davii001,darnt001,tejar001,gee-d001,gee-d001,darnt001,davii001,youne003,wrigd002,tejar001,browa003,lagaj001,granc001,,20140331,0,NYC20,h,WAS,0,1,0,regular,y,y
OAK201403310,CLE,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,11,frant001,value,40,33,2,8,2,0,0,2,1,1,1,4,0,12,0,0,0,0,0,27,0,36,5,1,0,0,0,0,4,0,7,0,2,0,1,0,0,0,0,27,8,0,0,0,0,2,0,0,morgn001,swisn001,kipnj001,santc002,branm003,rabur001,cabra002,murpd005,gomey001,mastj001,gomey001,swisn001,kipnj001,santc002,cabra002,branm003,morgn001,murpd005,rabur001,20140331,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK201403310,OAK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,9,melvb001,value,36,31,0,5,1,0,0,0,1,0,0,4,0,7,0,0,0,0,0,27,0,40,8,2,0,0,2,2,4,0,12,1,0,0,1,1,0,0,0,27,8,0,0,0,0,0,0,0,crisc001,donaj001,lowrj001,mossb001,cespy001,jasoj001,reddj001,bartd001,sogae001,grays001,jasoj001,bartd001,sogae001,donaj001,lowrj001,cespy001,crisc001,reddj001,mossb001,20140331,0,OAK01,h,CLE,0,1,0,regular,y,y
PIT201403310,CHN,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,8,rentr001,value,38,32,0,6,1,0,0,0,2,0,0,4,0,11,1,0,1,0,0,27,1,33,6,1,0,1,1,1,3,0,6,0,0,0,0,0,0,0,0,27,11,0,3,0,0,0,0,0,bonie001,lakej001,casts001,rizza001,olt-m001,castw002,schin001,barnd001,samaj001,samaj001,castw002,rizza001,barnd001,olt-m001,casts001,lakej001,bonie001,schin001,,20140331,0,PIT08,v,PIT,0,1,0,regular,y,y
PIT201403310,PIT,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,5,hurdc001,value,33,30,1,6,1,0,1,1,0,0,0,3,0,6,0,0,2,0,0,30,0,38,6,1,0,0,0,0,4,0,11,0,0,0,2,0,1,0,0,30,14,1,1,0,0,0,1,0,marts002,snidt001,mccua001,alvap001,martr004,walkn001,ishit001,mercj002,lirif001,lirif001,martr004,ishit001,walkn001,alvap001,mercj002,marts002,mccua001,snidt001,,20140331,0,PIT08,h,CHN,1,0,0,regular,y,y
TBA201403310,TOR,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,5,gibbj001,value,34,33,2,7,0,0,1,2,0,0,0,1,0,9,0,0,1,0,0,24,0,44,11,3,0,0,9,9,8,0,6,2,1,0,0,2,1,0,0,24,6,2,0,0,0,1,1,0,reyej001,cabrm002,bautj002,encae001,navad001,lawrb002,rasmc001,iztum001,tholj001,dickr001,tholj001,encae001,iztum001,lawrb002,goinr001,cabrm002,rasmc001,bautj002,navad001,20140331,0,STP01,v,TBA,0,1,0,regular,y,y
TBA201403310,TBA,1,2,1,0,2,0,0,3,,,,,,,,,,,,,,,,,,,,,11,maddj801,value,44,32,9,11,3,0,0,7,0,2,2,8,0,6,1,0,0,0,0,27,0,34,7,0,0,1,2,2,1,0,9,0,0,0,0,0,0,0,0,27,8,0,1,0,0,0,0,0,dejed001,myerw001,zobrb001,longe001,lonej001,jennd002,joycm001,molij001,escoy001,pricd001,molij001,lonej001,zobrb001,longe001,escoy001,dejed001,jennd002,myerw001,joycm001,20140331,0,STP01,h,TOR,1,0,0,regular,y,y
TEX201403310,PHI,0,6,0,1,2,4,0,1,0,,,,,,,,,,,,,,,,,,,,9,sandr001,value,50,44,14,17,3,0,3,13,0,0,0,6,0,8,3,0,0,0,0,27,0,44,14,3,0,1,10,10,4,0,4,0,0,0,0,0,0,0,0,27,10,0,1,0,0,0,0,0,reveb001,rollj001,utlec001,howar001,byrdm001,browd004,ruizc001,aschc001,gwynt002,lee-c003,ruizc001,howar001,utlec001,aschc001,rollj001,gwynt002,reveb001,byrdm001,browd004,20140331,0,ARL02,v,TEX,1,0,0,regular,y,y
TEX201403310,TEX,0,4,3,0,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,7,washr001,value,44,40,10,14,3,0,1,9,0,0,0,4,0,4,0,0,1,0,0,27,0,50,17,3,0,3,14,14,6,0,8,0,1,0,0,0,3,0,0,27,8,1,0,0,0,1,3,0,choos001,andre001,fielp001,belta001,riosa002,morem001,arenj001,martl004,wilsj003,schet001,arenj001,fielp001,wilsj003,belta001,andre001,choos001,martl004,riosa002,morem001,20140331,0,ARL02,h,PHI,0,1,0,regular,y,y
ANA201404010,SEA,0,0,4,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,4,mccll001,value,39,36,8,10,3,0,2,8,0,0,0,3,1,12,1,1,0,0,0,27,0,35,8,2,0,1,3,2,1,0,8,1,0,0,0,0,0,0,0,27,14,2,2,0,0,0,0,0,almoa001,millb002,canor001,smoaj001,hartc001,seagk001,romes001,ackld001,buckj001,ramie004,buckj001,smoaj001,canor001,seagk001,millb002,ackld001,almoa001,romes001,hartc001,20140401,0,ANA01,v,ANA,1,0,0,regular,y,y
ANA201404010,ANA,0,0,0,2,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,5,sciom001,value,35,33,3,8,2,0,1,2,0,0,1,1,0,8,0,0,2,0,1,27,0,39,10,3,0,2,8,8,3,1,12,0,1,0,0,0,1,1,0,27,6,0,0,0,0,1,1,1,calhk001,troum001,pujoa001,hamij003,freed001,ibanr001,kendh001,congh001,aybae001,wilsc004,congh001,pujoa001,kendh001,freed001,aybae001,hamij003,troum001,calhk001,ibanr001,20140401,0,ANA01,h,SEA,0,1,0,regular,y,y
ARI201404010,SFN,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,5,bochb002,value,36,34,4,7,2,0,1,4,0,0,0,2,0,9,0,0,0,0,0,24,0,36,11,3,0,0,5,4,3,1,4,0,0,0,0,1,1,0,1,24,12,0,2,0,1,0,1,0,pagaa001,pench001,sandp001,poseb001,morsm001,beltb001,ariaj001,crawb001,cainm001,cainm001,poseb001,beltb001,ariaj001,sandp001,crawb001,morsm001,pagaa001,pench001,,20140401,0,PHO01,v,ARI,0,1,0,regular,y,y
ARI201404010,ARI,2,0,0,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,7,gibsk001,value,36,32,5,11,3,0,0,4,0,1,0,3,1,4,1,0,2,0,0,27,0,36,7,2,0,1,4,4,2,0,9,0,1,0,0,0,0,0,0,27,9,0,0,0,0,1,0,0,parrg001,hilla001,goldp001,pradm001,montm001,trumm001,owinc001,polla001,milew001,milew001,montm001,goldp001,hilla001,pradm001,owinc001,trumm001,polla001,parrg001,,20140401,0,PHO01,h,SFN,1,0,0,regular,y,y
HOU201404010,NYA,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,8,giraj001,value,37,32,2,6,1,0,0,2,0,0,2,3,0,3,0,0,1,0,0,24,0,34,9,2,0,2,6,6,1,0,11,0,1,0,0,0,1,0,0,24,11,1,1,0,0,1,1,0,ellsj001,jeted001,beltc001,mccab002,teixm001,soria001,gardb001,robeb003,johnk003,sabac001,mccab002,teixm001,robeb003,johnk003,jeted001,gardb001,ellsj001,beltc001,soria001,20140401,0,HOU03,v,HOU,0,1,0,regular,y,y
HOU201404010,HOU,4,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,4,portb001,value,34,33,6,9,2,0,2,6,0,0,0,1,0,11,1,0,0,0,1,27,0,37,6,1,0,0,2,2,3,0,3,2,0,0,0,0,0,0,0,27,10,0,1,0,0,0,0,0,fowld001,grosr001,altuj001,castj006,guzmj005,cartc002,domim001,hoesl001,villj001,felds001,castj006,guzmj005,altuj001,domim001,villj001,grosr001,fowld001,hoesl001,cartc002,20140401,0,HOU03,h,NYA,1,0,0,regular,y,y
MIA201404010,COL,0,0,0,2,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,7,weisw001,value,37,34,3,9,4,0,0,3,0,1,0,2,0,8,1,0,0,0,0,24,0,29,5,2,0,0,4,3,1,0,4,0,0,0,0,1,1,0,0,24,14,1,1,0,0,0,1,0,stubd001,cuddm001,gonzc001,tulot001,mornj001,rosaw001,arenn001,lemad001,andeb004,andeb004,rosaw001,mornj001,lemad001,arenn001,tulot001,gonzc001,stubd001,cuddm001,,20140401,0,MIA02,v,MIA,0,1,0,regular,y,y
MIA201404010,MIA,0,2,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,1,redmm001,value,29,27,4,5,2,0,0,4,0,1,0,1,0,4,1,0,0,0,0,27,0,37,9,4,0,0,3,3,2,0,8,0,0,0,0,1,1,0,0,27,9,0,0,0,0,0,1,0,yelic001,bakej001,stanm004,mcgec001,joneg002,saltj001,ozunm001,hecha001,eovan001,eovan001,saltj001,joneg002,bakej001,mcgec001,hecha001,yelic001,ozunm001,stanm004,,20140401,0,MIA02,h,COL,1,0,0,regular,y,y
MIL201404010,ATL,0,0,0,0,2,1,0,1,1,,,,,,,,,,,,,,,,,,,,5,gonzf801,value,37,34,5,9,2,0,3,5,0,1,0,2,0,11,1,0,0,0,0,27,0,35,6,0,0,1,2,2,4,0,9,0,0,0,0,0,1,0,0,27,13,1,2,0,0,0,1,0,heywj001,uptob001,freef001,johnc003,uptoj001,uggld001,gatte001,simma001,wooda002,wooda002,gatte001,freef001,uggld001,johnc003,simma001,uptoj001,uptob001,heywj001,,20140401,0,MIL06,v,MIL,1,0,0,regular,y,y
MIL201404010,MIL,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,6,roenr001,value,35,31,2,6,0,0,1,2,0,0,0,4,0,9,1,0,2,0,0,27,0,37,9,2,0,3,5,5,2,0,11,0,0,0,0,1,1,0,0,27,7,0,0,0,0,0,1,0,gomec002,seguj002,braur002,ramia001,lucrj001,davik003,weekr001,reynm001,lohsk001,lohsk001,lucrj001,reynm001,weekr001,ramia001,seguj002,davik003,gomec002,braur002,,20140401,0,MIL06,h,ATL,0,1,0,regular,y,y
SDN201404010,LAN,2,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,7,mattd001,value,37,34,3,7,1,0,1,3,0,0,0,3,0,6,1,0,0,0,0,27,0,36,6,0,0,1,2,2,4,0,9,0,1,0,0,0,0,0,0,27,8,1,2,0,0,1,0,0,crawc002,puigy001,ramih003,gonza003,ethia001,uribj002,ellia001,gordd002,greiz001,greiz001,ellia001,gonza003,gordd002,uribj002,ramih003,crawc002,ethia001,puigy001,,20140401,0,SAN02,v,SDN,1,0,0,regular,y,y
SDN201404010,SDN,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,7,blacb001,value,36,32,2,6,0,0,1,1,0,0,0,4,0,9,0,0,2,0,1,27,0,37,7,1,0,1,3,3,3,0,6,0,0,0,0,0,1,0,0,27,8,2,0,0,0,0,1,0,cabre001,smits002,headc001,alony001,gyorj001,venaw001,denoc001,grany001,kenni001,kenni001,grany001,alony001,gyorj001,headc001,cabre001,smits002,venaw001,denoc001,,20140401,0,SAN02,h,LAN,0,1,0,regular,y,y
TBA201404010,TOR,3,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,6,gibbj001,value,37,32,4,6,1,0,1,4,0,0,0,5,0,7,1,0,1,0,0,27,0,36,7,4,0,0,2,2,4,0,8,0,0,0,0,0,2,1,0,27,8,0,1,0,0,0,2,1,cabrm002,rasmc001,bautj002,encae001,linda001,navad001,lawrb002,goinr001,diazj004,hutcd001,navad001,encae001,goinr001,lawrb002,diazj004,cabrm002,rasmc001,bautj002,linda001,20140401,0,STP01,v,TBA,1,0,0,regular,y,y
TBA201404010,TBA,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,7,maddj801,value,36,32,2,7,4,0,0,2,0,0,0,4,0,8,2,1,1,0,0,27,0,37,6,1,0,1,4,4,5,0,7,0,1,0,0,0,1,0,0,27,13,0,1,0,0,1,1,0,joycm001,myerw001,zobrb001,longe001,lonej001,jennd002,forsl001,hanir001,escoy001,cobba001,hanir001,lonej001,zobrb001,longe001,escoy001,joycm001,jennd002,myerw001,forsl001,20140401,0,STP01,h,TOR,0,1,0,regular,y,y
TEX201404010,PHI,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,6,sandr001,value,35,33,2,8,2,0,0,2,1,0,0,1,1,11,0,1,0,0,2,25,0,40,10,3,0,0,3,3,5,1,6,1,1,0,2,0,1,0,0,25,10,0,1,0,0,1,1,0,reveb001,rollj001,utlec001,byrdm001,howar001,ruizc001,maybj001,nix-j001,hernc005,burna001,ruizc001,howar001,hernc005,nix-j001,rollj001,maybj001,reveb001,byrdm001,utlec001,20140401,0,ARL02,v,TEX,0,1,0,regular,y,y
