gid,visteam,hometeam,site,date,number,starttime,daynight,innings,tiebreaker,usedh,htbf,timeofgame,attendance,fieldcond,precip,sky,temp,winddir,windspeed,oscorer,forfeit,suspend,umphome,ump1b,ump2b,ump3b,umplf,umprf,wp,lp,save,gametype,vruns,hruns,wteam,lteam,line,batteries,lineups,box,pbp,season
MIL201404020,ATL,MIL,MIL06,20140402,0,12:12PM,day,,,false,,156,21712,dry,none,dome,70,unknown,0,odrit701,,,schrp901,littw901,barrt901,gibsg901,,,haraa001,garzm001,kimbc001,regular,1,0,ATL,MIL,y,both,y,y,y,2014
NYN201404020,WAS,NYN,NYC20,20140402,0,7:11PM,night,,,false,,180,29146,unknown,unknown,cloudy,51,tolf,4,sprej701,,,fagac901,timmt901,ticht901,welkt901,,,gonzg003,colob001,,regular,5,1,WAS,NYN,y,both,y,y,y,2014
OAK201404021,CLE,OAK,OAK01,20140402,1,12:38PM,day,,,true,,185,15134,unknown,unknown,cloudy,57,torf,5,feldd701,,,wegnm901,muchm901,wintm901,morag901,,,kazms001,klubc001,,regular,1,6,OAK,CLE,y,both,y,y,y,2014
OAK201404022,CLE,OAK,OAK01,20140402,2,6:07PM,night,,,true,,213,12198,unknown,unknown,cloudy,56,torf,8,dybdc701,,,fleta901,wintm901,morag901,muchm901,,,allec002,johnj010,axfoj001,regular,6,4,CLE,OAK,y,both,y,y,y,2014
PIT201404020,CHN,PIT,PIT08,20140402,0,7:08PM,night,,,false,,355,29762,unknown,unknown,cloudy,60,rtol,3,webbb701,,,davib902,hoyej901,tumpj901,hirsj901,,,pimes001,villc001,,regular,3,4,PIT,CHN,y,both,y,y,y,2014
SDN201404020,LAN,SDN,SAN02,20140402,0,7:13PM,night,,,false,,182,27498,unknown,unknown,cloudy,60,ltor,12,zaveb701,,,reynj901,barbs901,culbf901,gonzm901,,,hared001,rosst001,,regular,5,1,LAN,SDN,y,both,y,y,y,2014
TBA201404020,TOR,TBA,STP01,20140402,0,7:11PM,night,,,true,,175,10808,dry,none,dome,72,unknown,0,clodt701,,,wolfj901,rackd901,gormb901,welkb901,,,buehm001,moorm003,cecib001,regular,3,0,TOR,TBA,y,both,y,y,y,2014
TEX201404020,PHI,TEX,ARL02,20140402,0,7:11PM,night,,,true,,182,28218,unknown,unknown,unknown,78,tolf,17,porzg701,,,hudsm901,blasc901,joycj901,eddid901,,,rosis001,papej001,,regular,3,4,TEX,PHI,y,both,y,y,y,2014
ARI201404030,SFN,ARI,PHO01,20140403,0,12:40PM,day,,,false,,191,19131,unknown,unknown,sunny,64,unknown,4,rausg701,,,hobep901,hallt901,coope901,guccc901,,,machj002,harrw002,,regular,8,5,SFN,ARI,y,both,y,y,y,2014
BAL201404030,BOS,BAL,BAL12,20140403,0,7:08PM,night,,,true,,175,20880,unknown,unknown,unknown,58,torf,1,eiger701,,,hicke901,barrl901,demud901,kulpr901,,,doubf001,chenw001,uehak001,regular,4,3,BOS,BAL,y,both,y,y,y,2014
CHA201404030,MIN,CHA,CHI12,20140403,0,1:12PM,day,,,true,,222,11056,wet,drizzle,unknown,37,ltor,24,frisd701,,,buckc901,gibsh902,scotd901,iassd901,,,thiec001,lindm001,perkg001,regular,10,9,MIN,CHA,y,both,y,y,y,2014
CIN201404030,SLN,CIN,CIN09,20140403,0,4:17PM,day,,,false,,221,16857,unknown,unknown,overcast,60,fromcf,4,camem701,,,barkl901,rippm901,cedeg901,danlk901,,,lynnl001,bailh001,roset001,regular,7,6,SLN,CIN,y,both,y,y,y,2014
HOU201404030,NYA,HOU,HOU03,20140403,0,7:11PM,night,,,true,,197,26348,dry,none,dome,73,unknown,0,wilkt701,,,knigb901,wolcq901,davig901,cuzzp901,,,novai001,oberb001,robed002,regular,4,2,NYA,HOU,y,both,y,y,y,2014
MIA201404030,COL,MIA,MIA02,20140403,0,12:42PM,day,,,false,,194,15378,dry,none,dome,76,unknown,0,jernr701,,,estam901,laynj901,wendh902,dimum901,,,ramoa001,belim001,cishs001,regular,5,8,MIA,COL,y,both,y,y,y,2014
NYN201404030,WAS,NYN,NYC20,20140403,0,1:11PM,day,,,false,,201,20561,unknown,unknown,cloudy,58,fromcf,7,freed701,,,timmt901,ticht901,welkt901,fagac901,,,roart001,wheez001,,regular,8,2,WAS,NYN,y,both,y,y,y,2014
OAK201404030,SEA,OAK,OAK01,20140403,0,7:07PM,night,,,true,,242,11236,unknown,unknown,cloudy,55,torf,7,ducam701,,,barbs901,culbf901,gonzm901,reynj901,,,pomed001,noesh001,,regular,2,3,OAK,SEA,y,both,y,y,y,2014
PIT201404030,CHN,PIT,PIT08,20140403,0,12:37PM,day,,,false,,159,11418,unknown,unknown,unknown,57,tocf,7,patte701,,,hoyej901,tumpj901,hirsj901,davib902,,,hammj002,rodrw002,strop001,regular,3,2,CHN,PIT,y,both,y,y,y,2014
TBA201404030,TOR,TBA,STP01,20140403,0,7:12PM,night,,,true,,201,9571,dry,none,dome,72,unknown,0,mathb701,,,rackd901,gormb901,welkb901,wolfj901,,,archc001,morrb001,,regular,2,7,TBA,TOR,y,both,y,y,y,2014
BOS201404040,MIL,BOS,BOS07,20140404,0,2:12PM,day,,,true,,199,36728,unknown,unknown,cloudy,43,fromrf,13,shalm701,,,ticht901,welkt901,fagac901,timmt901,,,kintb001,mujie001,,regular,6,2,MIL,BOS,y,both,y,y,y,2014
CHN201404040,PHI,CHN,CHI11,20140404,0,1:23PM,day,,,false,,196,38283,unknown,unknown,overcast,38,torf,23,frisd701,,,gibsh902,scotd901,iassd901,buckc901,,,carmf001,woodt004,,regular,7,2,PHI,CHN,y,both,y,y,y,2014
CLE201404040,MIN,CLE,CLE08,20140404,0,5:18PM,night,,,true,,181,41274,unknown,unknown,overcast,46,ltor,32,maveb701,,,conrc901,bakej902,mealj901,emmep901,,,outmj001,pelfm001,,regular,2,7,CLE,MIN,y,both,y,y,y,2014
COL201404040,ARI,COL,DEN02,20140404,0,2:11PM,day,,,false,,193,49130,unknown,unknown,cloudy,48,torf,3,einsd701,,,muchm901,wintm901,wegnm901,fleta901,,,nicaj001,delgr001,,regular,2,12,COL,ARI,y,both,y,y,y,2014
DET201404040,BAL,DET,DET05,20140404,0,1:18PM,day,,,true,,187,23625,unknown,unknown,overcast,42,tolf,1,marod701,,,rippm901,cedeg901,danlk901,barkl901,,,smyld001,gonzm003,,regular,4,10,DET,BAL,y,both,y,y,y,2014
HOU201404040,ANA,HOU,HOU03,20140404,0,7:10PM,night,,,true,,215,15611,unknown,unknown,cloudy,73,fromcf,14,porzg701,,,hallt901,coope901,guccc901,hobep901,,,richg002,harrl002,,regular,11,1,ANA,HOU,y,both,y,y,y,2014
KCA201404040,CHA,KCA,KAN06,20140404,0,3:11PM,day,,,true,,217,40103,unknown,unknown,overcast,46,ltor,16,boycd701,,,littw901,barrt901,gibsg901,schrp901,,,guthj001,johne003,hollg001,regular,5,7,KCA,CHA,y,both,y,y,y,2014
LAN201404040,SFN,LAN,LOS03,20140404,0,1:15PM,day,,,false,,205,53493,unknown,unknown,cloudy,64,ltor,6,munse701,,,porta901,westj901,fostm901,drakr901,,,huffd001,ryu-h001,,regular,8,4,SFN,LAN,y,both,y,y,y,2014
MIA201404040,SDN,MIA,MIA02,20140404,0,7:11PM,night,,,false,,157,17783,unknown,unknown,cloudy,78,fromcf,12,jernr701,,,wolcq901,davig901,cuzzp901,knigb901,,,koeht001,stule002,handb001,regular,2,8,MIA,SDN,y,both,y,y,y,2014
NYN201404040,CIN,NYN,NYC20,20140404,0,7:13PM,night,,,false,,179,35845,wet,rain,unknown,41,fromrf,12,karph701,,,tumpj901,hirsj901,davib902,hoyej901,,,mejij001,leakm001,valvj001,regular,3,4,NYN,CIN,y,both,y,y,y,2014
PIT201404040,SLN,PIT,PIT08,20140404,0,8:10PM,night,,,false,,187,23342,unknown,unknown,unknown,61,rtol,12,krizt701,,,gormb901,welkb901,wolfj901,rackd901,,,coleg001,mills001,,regular,2,12,PIT,SLN,y,both,y,y,y,2014
TBA201404040,TEX,TBA,STP01,20140404,0,7:11PM,night,,,true,,190,14304,dry,none,dome,72,unknown,0,clodt701,,,laynj901,wendh902,dimum901,estam901,,,odorj001,saunj001,,regular,1,8,TBA,TEX,y,both,y,y,y,2014
TOR201404040,NYA,TOR,TOR02,20140404,0,7:33PM,night,,,true,,206,48197,dry,none,dome,68,unknown,0,uttes701,,,barrl901,demud901,kulpr901,hicke901,,,tanam001,mcgod001,,regular,7,3,NYA,TOR,y,both,y,y,y,2014
WAS201404040,ATL,WAS,WAS11,20140404,0,1:10PM,day,,,false,,183,42834,unknown,unknown,overcast,55,rtol,5,tritb701,,,blasc901,joycj901,eddid901,hudsm901,,,avill001,clipt001,kimbc001,regular,2,1,ATL,WAS,y,both,y,y,y,2014
BOS201404050,MIL,BOS,BOS07,20140405,0,7:10PM,night,,,true,,263,35729,unknown,unknown,unknown,48,ltor,13,shalm701,,,welkt901,fagac901,timmt901,ticht901,,,thort001,badeb001,rodrf003,regular,7,6,MIL,BOS,y,both,y,y,y,2014
CHN201404050,PHI,CHN,CHI11,20140405,0,1:21PM,day,,,false,,173,30651,unknown,unknown,sunny,39,fromrf,8,frisd701,,,scotd901,iassd901,buckc901,gibsh902,,,lee-c003,samaj001,papej001,regular,2,0,PHI,CHN,y,both,y,y,y,2014
CLE201404050,MIN,CLE,CLE08,20140405,0,1:06PM,day,,,true,,170,14153,unknown,unknown,cloudy,36,ltor,24,maveb701,,,bakej902,mealj901,emmep901,conrc901,,,gibsk002,carrc003,,regular,7,3,MIN,CLE,y,both,y,y,y,2014
COL201404050,ARI,COL,DEN02,20140405,0,6:11PM,night,,,false,,189,33078,unknown,unknown,unknown,53,torf,3,platd701,,,wintm901,wegnm901,fleta901,muchm901,,,kahnt001,mccab001,,regular,4,9,COL,ARI,y,both,y,y,y,2014
DET201404050,BAL,DET,DET05,20140405,0,1:10PM,day,,,true,,200,32041,unknown,unknown,sunny,41,tolf,10,kleir701,,,cedeg901,danlk901,barkl901,rippm901,,,porcr001,norrb001,nathj001,regular,6,7,DET,BAL,y,both,y,y,y,2014
HOU201404050,ANA,HOU,HOU03,20140405,0,6:13PM,night,,,true,,182,28515,dry,none,dome,73,unknown,0,blour701,,,coope901,guccc901,hobep901,hallt901,,,skagt001,keucd001,,regular,5,1,ANA,HOU,y,both,y,y,y,2014
KCA201404050,CHA,KCA,KAN06,20140405,0,1:10PM,day,,,true,,179,21463,unknown,unknown,sunny,53,rtol,8,boycd701,,,barrt901,gibsg901,schrp901,littw901,,,daviw001,downs001,hollg001,regular,3,4,KCA,CHA,y,both,y,y,y,2014
LAN201404050,SFN,LAN,LOS03,20140405,0,1:10PM,day,,,false,,222,49520,unknown,unknown,cloudy,65,ltor,7,munse701,,,westj901,fostm901,drakr901,porta901,,,bumgm001,mahop002,,regular,7,2,SFN,LAN,y,both,y,y,y,2014
MIA201404050,SDN,MIA,MIA02,20140405,0,7:10PM,night,,,false,,169,35188,unknown,unknown,cloudy,77,fromcf,11,jernr701,,,davig901,cuzzp901,knigb901,wolcq901,,,fernj003,casha001,,regular,0,5,MIA,SDN,y,both,y,y,y,2014
NYN201404050,CIN,NYN,NYC20,20140405,0,1:12PM,day,,,false,,168,25424,unknown,unknown,cloudy,53,ltor,27,karph701,,,hirsj901,davib902,hoyej901,tumpj901,,,torrc001,hoovj002,,regular,3,6,NYN,CIN,y,both,y,y,y,2014
OAK201404050,SEA,OAK,OAK01,20140405,0,1:07PM,day,,,true,,142,30290,unknown,unknown,cloudy,66,tolf,4,dybdc701,,,culbf901,gonzm901,reynj901,barbs901,,,hernf002,strad003,rodnf001,regular,3,1,SEA,OAK,y,both,y,y,y,2014
PIT201404050,SLN,PIT,PIT08,20140405,0,7:08PM,night,,,false,,178,30092,unknown,unknown,cloudy,45,tocf,8,webbb701,,,wolfj901,rackd901,welkb901,gormb901,,,kellj001,lirif001,,regular,6,1,SLN,PIT,y,both,y,y,y,2014
TBA201404050,TEX,TBA,STP01,20140405,0,7:12PM,night,,,true,,168,30364,dry,none,dome,72,unknown,0,clodt701,,,wendh902,dimum901,estam901,laynj901,,,gomeb001,cottn001,balfg001,regular,4,5,TBA,TEX,y,both,y,y,y,2014
TOR201404050,NYA,TOR,TOR02,20140405,0,1:09PM,day,,,true,,165,45446,dry,none,dome,68,unknown,0,lajor701,,,demud901,kulpr901,hicke901,barrl901,,,dickr001,pinem001,sants001,regular,0,4,TOR,NYA,y,both,y,y,y,2014
WAS201404050,ATL,WAS,WAS11,20140405,0,7:06PM,night,,,false,,216,37841,unknown,unknown,unknown,51,fromlf,11,tritb701,,,joycj901,eddid901,hudsm901,blasc901,,,tehej001,stras001,,regular,6,2,ATL,WAS,y,both,y,y,y,2014
BOS201404060,MIL,BOS,BOS07,20140406,0,1:38PM,day,,,true,,177,35958,unknown,unknown,sunny,48,ltor,10,scogc701,,,fagac901,timmt901,ticht901,welkt901,,,gally001,lestj001,,regular,4,0,MIL,BOS,y,both,y,y,y,2014
CHN201404060,PHI,CHN,CHI11,20140406,0,1:22PM,day,,,false,,194,26712,unknown,unknown,overcast,47,rtol,9,frisd701,,,iassd901,buckc901,gibsh902,scotd901,,,villc001,burna001,,regular,3,8,CHN,PHI,y,both,y,y,y,2014
CLE201404060,MIN,CLE,CLE08,20140406,0,1:06PM,day,,,true,,235,13104,unknown,unknown,sunny,43,fromlf,5,brosc701,,,mealj901,emmep901,conrc901,bakej902,,,swara001,woodb004,perkg001,regular,10,7,MIN,CLE,y,both,y,y,y,2014
COL201404060,ARI,COL,DEN02,20140406,0,2:10PM,day,,,false,,149,29779,unknown,unknown,cloudy,45,tolf,10,einsd701,,,fleta901,muchm901,wintm901,morag901,,,milew001,andeb004,reeda001,regular,5,3,ARI,COL,y,both,y,y,y,2014
DET201404060,BAL,DET,DET05,20140406,0,1:08PM,day,,,true,,154,34261,unknown,unknown,sunny,50,rtol,5,marod701,,,danlk901,barkl901,rippm901,cedeg901,,,tillc001,verlj001,huntt002,regular,3,1,BAL,DET,y,both,y,y,y,2014
HOU201404060,ANA,HOU,HOU03,20140406,0,1:14PM,day,,,true,,172,14786,dry,none,dome,73,unknown,0,porzg701,,,guccc901,hobep901,hallt901,coope901,,,felds001,weavj003,qualc001,regular,4,7,HOU,ANA,y,both,y,y,y,2014
KCA201404060,CHA,KCA,KAN06,20140406,0,1:10PM,day,,,true,,169,29760,unknown,unknown,overcast,58,rtol,4,boycd701,,,gibsg901,schrp901,littw901,barrt901,,,salec001,shiej002,,regular,5,1,CHA,KCA,y,both,y,y,y,2014
LAN201404060,SFN,LAN,LOS03,20140406,0,5:08PM,night,,,false,,171,48367,unknown,unknown,sunny,76,tocf,10,hartd701,,,fostm901,drakr901,porta901,westj901,,,greiz001,cainm001,,regular,2,6,LAN,SFN,y,both,y,y,y,2014
MIA201404060,SDN,MIA,MIA02,20140406,0,1:10PM,day,,,false,,164,22496,dry,none,dome,81,unknown,0,jernr701,,,cuzzp901,knigb901,wolcq901,davig901,,,kenni001,eovan001,streh001,regular,4,2,SDN,MIA,y,both,y,y,y,2014
NYN201404060,CIN,NYN,NYC20,20140406,0,1:11PM,day,,,false,,155,26928,unknown,unknown,sunny,50,tocf,1,karph701,,,davib902,hoyej901,tumpj901,hirsj901,,,simoa001,niesj001,parrm001,regular,2,1,CIN,NYN,y,both,y,y,y,2014
OAK201404060,SEA,OAK,OAK01,20140406,0,1:07PM,day,,,true,,177,32852,unknown,unknown,cloudy,68,torf,4,dybdc701,,,gonzm901,reynj901,barbs901,culbf901,,,grays001,ramie004,johnj010,regular,3,6,OAK,SEA,y,both,y,y,y,2014
PIT201404060,SLN,PIT,PIT08,20140406,0,1:36PM,day,,,false,,149,25704,unknown,unknown,cloudy,51,ltor,6,patte701,,,rackd901,welkb901,gormb901,wolfj901,,,watst001,waina001,grilj001,regular,1,2,PIT,SLN,y,both,y,y,y,2014
TBA201404060,TEX,TBA,STP01,20140406,0,1:42PM,day,,,true,,181,22569,dry,none,dome,72,unknown,0,mathb701,,,dimum901,estam901,laynj901,wendh902,,,darvy001,peraj002,sorij001,regular,3,0,TEX,TBA,y,both,y,y,y,2014
TOR201404060,NYA,TOR,TOR02,20140406,0,1:07PM,day,,,true,,177,34067,dry,none,dome,68,unknown,0,moreh701,,,kulpr901,hicke901,barrl901,demud901,,,sabac001,hutcd001,robed002,regular,6,4,NYA,TOR,y,both,y,y,y,2014
WAS201404060,ATL,WAS,WAS11,20140406,0,1:36PM,day,,,false,,164,34327,unknown,unknown,sunny,50,tolf,7,tritb701,,,eddid901,hudsm901,blasc901,joycj901,,,blevj001,wooda002,sorir001,regular,1,2,WAS,ATL,y,both,y,y,y,2014
BOS201404070,TEX,BOS,BOS07,20140407,0,7:10PM,night,,,true,,187,35842,unknown,unknown,unknown,53,rtol,5,scogc701,,,emmep901,conrc901,bakej902,mealj901,,,lackj001,schet001,,regular,1,5,BOS,TEX,y,both,y,y,y,2014
COL201404070,CHA,COL,DEN02,20140407,0,6:41PM,night,,,false,,162,22550,unknown,unknown,cloudy,48,fromlf,12,einsd701,,,drakr901,porta901,westj901,fostm901,,,lylej001,paulf001,,regular,1,8,COL,CHA,y,both,y,y,y,2014
HOU201404070,ANA,HOU,HOU03,20140407,0,1:09PM,day,,,true,,164,17936,unknown,unknown,sunny,65,fromcf,7,blour701,,,hobep901,hallt901,coope901,guccc901,,,wilsc004,cosaj001,,regular,9,1,ANA,HOU,y,both,y,y,y,2014
KCA201404070,TBA,KCA,KAN06,20140407,0,7:10PM,night,,,true,,176,12087,unknown,unknown,cloudy,61,ltor,16,boycd701,,,knigb901,wolcq901,davig901,cuzzp901,,,vargj001,moorm003,hollg001,regular,2,4,KCA,TBA,y,both,y,y,y,2014
MIN201404070,OAK,MIN,MIN04,20140407,0,3:16PM,day,,,true,,185,35837,unknown,unknown,cloudy,58,ltor,16,wongg701,,,millb901,carav901,hamaa901,gibsg901,,,kazms001,corrk001,,regular,8,3,OAK,MIN,y,both,y,y,y,2014
NYA201404070,BAL,NYA,NYC21,20140407,0,1:11PM,day,,,true,,185,48142,unknown,unknown,unknown,52,rtol,11,karph701,,,timmt901,ticht901,welkt901,littw901,,,kuroh001,jimeu001,kells001,regular,2,4,NYA,BAL,y,both,y,y,y,2014
SLN201404070,CIN,SLN,STL10,20140407,0,3:27PM,day,,,false,,179,47492,wet,rain,unknown,47,ltor,18,muelg701,,,buckc901,gibsh902,scotd901,iassd901,,,wachm001,cingt001,,regular,3,5,SLN,CIN,y,both,y,y,y,2014
ATL201404080,NYN,ATL,ATL02,20140408,0,7:26PM,night,,,false,,187,47144,unknown,unknown,unknown,61,ltor,8,stamm701,,,barkl901,rippm901,cedeg901,danlk901,,,colob001,haraa001,,regular,4,0,NYN,ATL,y,both,y,y,y,2014
