gid,team,inn1,inn2,inn3,inn4,inn5,inn6,inn7,inn8,inn9,inn10,inn11,inn12,inn13,inn14,inn15,inn16,inn17,inn18,inn19,inn20,inn21,inn22,inn23,inn24,inn25,inn26,inn27,inn28,lob,mgr,stattype,b_pa,b_ab,b_r,b_h,b_d,b_t,b_hr,b_rbi,b_sh,b_sf,b_hbp,b_w,b_iw,b_k,b_sb,b_cs,b_gdp,b_xi,b_roe,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,d_po,d_a,d_e,d_dp,d_tp,d_pb,d_wp,d_sb,d_cs,start_l1,start_l2,start_l3,start_l4,start_l5,start_l6,start_l7,start_l8,start_l9,start_f1,start_f2,start_f3,start_f4,start_f5,start_f6,start_f7,start_f8,start_f9,start_f10,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp
MIL201604050,SFN,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,6,bochb002,value,35,33,2,7,1,0,1,2,0,0,0,2,1,5,1,1,0,0,0,27,0,32,6,2,0,0,1,1,0,0,6,0,0,0,1,0,0,0,0,27,12,0,1,0,0,0,0,0,spand001,panij002,poseb001,pench001,beltb001,duffm002,crawb001,cuetj001,pagaa001,cuetj001,poseb001,beltb001,panij002,duffm002,crawb001,pagaa001,spand001,pench001,,20160405,0,MIL06,v,MIL,1,0,0,regular,y,y
MIL201604050,MIL,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,4,counc001,value,32,31,1,6,2,0,0,0,1,0,0,0,0,6,0,0,1,0,0,27,0,35,7,1,0,1,2,2,2,1,5,0,1,0,0,0,1,1,0,27,8,0,0,0,0,1,1,1,santd002,genns001,braur002,lucrj001,cartc002,florr003,hilla001,villj001,nelsj004,nelsj004,lucrj001,cartc002,genns001,hilla001,villj001,braur002,florr003,santd002,,20160405,0,MIL06,h,SFN,0,1,0,regular,y,y
NYA201604050,HOU,0,0,0,1,0,1,0,3,0,,,,,,,,,,,,,,,,,,,,6,hinca001,value,38,34,5,6,2,0,1,4,0,0,1,3,0,10,3,0,0,0,1,27,0,33,4,1,0,1,3,3,4,0,8,0,0,0,0,0,1,0,0,27,11,0,2,0,0,0,1,0,altuj001,sprig001,corrc001,rasmc001,gomec002,valbl001,tuckp001,gonzm002,castj006,keucd001,castj006,gonzm002,altuj001,valbl001,corrc001,rasmc001,gomec002,sprig001,tuckp001,20160405,0,NYC21,v,NYA,1,0,0,regular,y,y
NYA201604050,NYA,0,2,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,3,giraj001,value,33,29,3,4,1,0,1,3,0,0,0,4,0,8,1,0,2,0,0,27,0,38,6,2,0,1,5,2,3,0,10,1,0,0,0,0,3,0,0,27,11,1,0,0,0,0,3,0,ellsj001,hicka001,rodra001,teixm001,beltc001,mccab002,headc001,casts001,gregd001,tanam001,mccab002,teixm001,casts001,headc001,gregd001,hicka001,ellsj001,beltc001,rodra001,20160405,0,NYC21,h,HOU,0,1,0,regular,y,y
OAK201604050,CHA,0,0,0,0,3,1,0,0,1,,,,,,,,,,,,,,,,,,,,8,ventr001,value,40,38,5,11,0,0,2,5,0,0,0,2,0,7,0,0,1,0,1,27,0,39,10,3,0,0,4,4,0,0,10,2,1,0,0,0,0,0,0,27,6,0,0,0,0,1,0,0,eatoa002,rollj001,abrej003,frazt001,cabrm002,garca003,lawrb002,avila001,jacka001,quinj001,avila001,abrej003,lawrb002,frazt001,rollj001,cabrm002,jacka001,eatoa002,garca003,20160405,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK201604050,OAK,0,0,1,0,1,0,0,2,0,,,,,,,,,,,,,,,,,,,,8,melvb001,value,39,37,4,10,3,0,0,4,0,0,2,0,0,10,0,0,0,0,0,27,0,40,11,0,0,2,5,5,2,0,7,0,0,0,0,0,0,0,0,27,10,0,1,0,0,0,0,0,crisc001,lowrj001,reddj001,valed001,davik003,butlb003,phegj001,alony001,semim001,bassc001,phegj001,alony001,lowrj001,valed001,semim001,davik003,crisc001,reddj001,butlb003,20160405,0,OAK01,h,CHA,0,1,0,regular,y,y
PIT201604050,SLN,0,0,2,2,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,7,mathm001,value,45,38,5,8,2,1,1,4,2,0,2,3,0,13,0,0,2,0,1,31,0,44,12,1,1,0,6,5,2,0,12,0,0,0,0,1,0,0,0,31,13,1,1,0,0,0,0,0,carpm002,piscs001,hollm001,gricr001,moliy001,mossb001,gyorj001,diaza003,wachm001,wachm001,moliy001,mossb001,gyorj001,carpm002,diaza003,hollm001,gricr001,piscs001,,20160405,0,PIT08,v,PIT,0,1,0,regular,y,y
PIT201604050,PIT,0,2,1,0,2,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,7,hurdc001,value,44,41,6,12,1,1,0,6,0,1,0,2,0,12,0,0,1,0,1,33,0,45,8,2,1,1,5,4,3,0,13,2,0,0,2,0,0,0,0,33,11,2,2,0,0,0,0,0,jasoj001,mccua001,freed001,marts002,cervf001,polag001,harrj002,mercj002,niesj001,niesj001,cervf001,jasoj001,harrj002,freed001,mercj002,marts002,mccua001,polag001,,20160405,0,PIT08,h,SLN,1,0,0,regular,y,y
SDN201604050,LAN,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,5,robed001,value,35,33,3,6,2,1,0,3,0,0,0,2,0,10,1,0,1,0,1,27,0,29,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,27,9,0,0,0,0,0,0,0,utlec001,seagc001,turnj001,gonza003,puigy001,crawc002,pedej001,barna001,kazms001,kazms001,barna001,gonza003,utlec001,turnj001,seagc001,crawc002,pedej001,puigy001,,20160405,0,SAN02,v,SDN,1,0,0,regular,y,y
SDN201604050,SDN,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,2,greea001,value,29,29,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,27,0,35,6,2,1,0,3,3,2,0,10,0,1,0,0,0,1,0,0,27,7,1,1,0,0,1,1,0,jay-j001,spanc001,kempm001,myerw001,norrd001,solay001,ramia003,uptob001,shiej002,shiej002,norrd001,myerw001,spanc001,solay001,ramia003,uptob001,jay-j001,kempm001,,20160405,0,SAN02,h,LAN,0,1,0,regular,y,y
TBA201604050,TOR,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,11,gibbj001,value,40,36,2,9,0,1,0,1,0,0,0,4,0,11,2,0,0,0,1,24,0,31,7,1,0,2,3,3,0,0,9,1,0,0,0,0,0,1,0,24,8,0,0,0,0,0,0,1,pillk001,donaj001,bautj002,encae001,tulot001,smoaj001,saunm001,martr004,goinr001,sanca006,martr004,smoaj001,goinr001,donaj001,tulot001,saunm001,pillk001,bautj002,encae001,20160405,0,STP01,v,TBA,0,1,0,regular,y,y
