gid,team,inn1,inn2,inn3,inn4,inn5,inn6,inn7,inn8,inn9,inn10,inn11,inn12,inn13,inn14,inn15,inn16,inn17,inn18,inn19,inn20,inn21,inn22,inn23,inn24,inn25,inn26,inn27,inn28,lob,mgr,stattype,b_pa,b_ab,b_r,b_h,b_d,b_t,b_hr,b_rbi,b_sh,b_sf,b_hbp,b_w,b_iw,b_k,b_sb,b_cs,b_gdp,b_xi,b_roe,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,d_po,d_a,d_e,d_dp,d_tp,d_pb,d_wp,d_sb,d_cs,start_l1,start_l2,start_l3,start_l4,start_l5,start_l6,start_l7,start_l8,start_l9,start_f1,start_f2,start_f3,start_f4,start_f5,start_f6,start_f7,start_f8,start_f9,start_f10,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp
KCA202104010,TEX,5,1,2,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,13,woodc001,value,50,40,10,15,3,0,0,9,0,0,1,9,0,16,1,0,0,0,0,24,0,51,15,0,0,3,14,14,8,0,8,2,0,0,0,2,0,0,1,24,10,3,0,0,1,0,0,0,kinei001,dahld001,gallj002,solan001,lowen001,holtb002,white006,tavel001,trevj001,gibsk002,trevj001,lowen001,solan001,holtb002,kinei001,dahld001,tavel001,gallj002,white006,20210401,0,KAN06,v,KCA,0,1,0,regular,y,y
KCA202104010,KCA,5,0,2,3,0,0,3,1,,,,,,,,,,,,,,,,,,,,,13,mathm001,value,51,38,14,15,0,0,3,13,0,2,2,8,0,8,0,0,0,1,1,27,0,50,15,3,0,0,10,9,9,0,16,1,2,0,0,0,1,0,1,27,5,0,1,0,1,2,1,0,merrw001,benia002,santc002,peres002,solej001,dozih001,isbek001,taylm002,lopen001,kellb003,peres002,santc002,merrw001,dozih001,lopen001,benia002,taylm002,isbek001,solej001,20210401,0,KAN06,h,TEX,1,0,0,regular,y,y
MIA202104010,TBA,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,8,cashk001,value,36,32,1,5,1,0,1,1,0,0,1,3,0,12,0,0,0,0,0,27,0,31,3,0,0,0,0,0,1,0,9,0,0,0,0,0,1,0,0,27,7,0,0,0,0,0,1,0,tsuty001,meada001,arozr001,loweb001,diazy001,kierk001,adamw002,zunim001,glast001,glast001,zunim001,tsuty001,loweb001,diazy001,adamw002,meada001,kierk001,arozr001,,20210401,0,MIA02,v,MIA,1,0,0,regular,y,y
MIA202104010,MIA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,4,mattd001,value,31,30,0,3,0,0,0,0,0,0,0,1,0,9,1,0,0,0,0,27,0,36,5,1,0,1,1,1,3,0,12,1,0,0,0,0,0,0,0,27,5,0,0,0,0,0,0,0,dickc002,marts002,aguij001,duvaa001,andeb006,chisj001,alfaj002,rojam002,alcas001,alcas001,alfaj002,aguij001,chisj001,andeb006,rojam002,dickc002,marts002,duvaa001,,20210401,0,MIA02,h,TBA,0,1,0,regular,y,y
MIL202104010,MIN,0,0,2,1,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,12,baldr001,value,47,39,5,10,2,1,1,4,1,0,0,7,0,17,1,0,0,0,0,27,2,44,11,1,0,0,6,1,2,0,9,2,0,0,0,0,0,0,0,27,10,2,0,0,0,0,0,0,arral001,donaj001,polaj001,sanom001,keplm001,buxtb001,garvm001,simma001,maedk001,maedk001,garvm001,sanom001,polaj001,arral001,simma001,cavej001,buxtb001,keplm001,,20210401,0,MIL06,v,MIL,0,1,0,regular,y,y
MIL202104010,MIL,0,0,1,0,1,0,0,0,3,1,,,,,,,,,,,,,,,,,,,11,counc001,value,44,40,6,11,1,0,0,6,0,0,2,2,0,9,0,0,0,0,3,30,0,47,10,2,1,1,5,5,7,0,17,0,2,0,1,0,1,0,0,30,6,0,0,0,0,2,1,0,wongk001,hiurk001,yelic001,garca003,shawt001,cainl001,narvo001,urial001,woodb005,woodb005,narvo001,hiurk001,wongk001,shawt001,urial001,yelic001,cainl001,garca003,,20210401,0,MIL06,h,MIN,1,0,0,regular,y,y
NYA202104010,TOR,0,1,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,5,montc001,value,38,36,3,8,1,0,1,3,0,0,0,2,0,13,0,1,1,0,0,30,0,41,6,0,0,1,2,2,6,0,13,0,0,0,0,0,2,0,0,30,10,0,1,0,0,0,2,0,semim001,biggc002,bichb001,hernt002,guerv002,gurrl001,tellr001,gricr001,jansd001,ryu-h001,jansd001,guerv002,semim001,biggc002,bichb001,gurrl001,gricr001,hernt002,tellr001,20210401,0,NYC21,v,NYA,1,0,0,regular,y,y
NYA202104010,NYA,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,9,boona001,value,41,35,2,6,0,0,1,2,0,0,0,6,0,13,2,0,1,0,0,30,0,38,8,1,0,1,3,2,2,0,13,0,0,0,0,0,0,1,0,30,7,0,1,0,0,0,0,1,lemad001,judga001,hicka001,stanm004,torrg001,urshg001,sancg002,brucj001,frazc001,coleg001,sancg002,brucj001,lemad001,urshg001,torrg001,frazc001,hicka001,judga001,stanm004,20210401,0,NYC21,h,TOR,0,1,0,regular,y,y
OAK202104010,HOU,0,0,0,1,0,2,0,2,3,,,,,,,,,,,,,,,,,,,,8,baked002,value,43,33,8,9,3,0,2,7,0,2,2,6,0,5,0,0,1,0,0,27,0,35,6,2,0,0,1,0,3,0,10,1,1,0,0,1,1,0,0,27,8,2,2,0,0,1,1,0,altuj001,branm003,brega001,tuckk001,corrc001,alvay001,gurry001,stram002,maldm001,greiz001,maldm001,gurry001,altuj001,brega001,corrc001,branm003,stram002,tuckk001,alvay001,20210401,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK202104010,OAK,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,7,melvb001,value,35,30,1,6,2,0,0,1,0,1,1,3,0,10,1,0,2,0,0,27,0,43,9,3,0,2,8,8,6,0,5,2,1,0,0,2,0,0,0,27,8,0,1,0,0,1,0,0,canhm001,laurr001,olsom001,chapm001,morem001,lowrj001,murps001,pindc001,andre001,bassc001,murps001,olsom001,lowrj001,chapm001,andre001,canhm001,laurr001,pindc001,morem001,20210401,0,OAK01,h,HOU,0,1,0,regular,y,y
PHI202104010,ATL,0,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,8,snitb801,value,40,37,2,7,2,0,1,2,0,0,1,2,0,10,0,0,0,0,1,29,0,43,9,2,0,0,3,2,4,1,13,1,0,0,1,1,1,0,0,29,11,1,0,0,0,0,1,0,acunr001,albio001,freef001,ozunm001,darnt001,swand001,rilea001,pachc001,friem001,friem001,darnt001,freef001,albio001,rilea001,swand001,ozunm001,pachc001,acunr001,,20210401,0,PHI13,v,PHI,0,1,0,regular,y,y
PHI202104010,PHI,1,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,11,giraj001,value,43,36,3,9,2,0,0,3,1,1,1,4,1,13,1,0,0,0,1,30,0,40,7,2,0,1,2,2,2,0,10,1,0,0,0,0,0,0,0,30,7,1,1,0,0,0,0,0,mccua001,hoskr001,harpb003,realj001,bohma001,gregd001,seguj002,hasea001,nolaa001,nolaa001,realj001,hoskr001,seguj002,bohma001,gregd001,mccua001,hasea001,harpb003,,20210401,0,PHI13,h,ATL,1,0,0,regular,y,y
SDN202104010,ARI,1,0,0,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,7,lovut001,value,41,40,7,12,3,0,4,7,0,0,0,1,0,12,0,0,0,0,1,24,0,39,10,1,1,2,8,8,5,0,10,1,0,0,0,1,0,0,0,24,6,0,1,0,0,0,0,0,rojaj001,martk001,walkc002,perad001,cabra002,escoe001,smitp002,vogts001,bumgm001,bumgm001,vogts001,walkc002,escoe001,cabra002,rojaj001,perad001,martk001,smitp002,,20210401,0,SAN02,v,SDN,0,1,0,regular,y,y
SDN202104010,SDN,0,2,3,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,7,tingj801,value,39,32,8,10,1,1,2,8,0,1,1,5,0,10,0,0,1,0,0,27,0,41,12,3,0,4,7,4,1,0,12,0,0,0,0,0,0,0,0,27,6,1,0,0,0,0,0,0,phamt001,tatif002,machm001,hosme001,myerw001,cronj001,profj001,carav001,darvy001,darvy001,carav001,hosme001,cronj001,machm001,tatif002,profj001,phamt001,myerw001,,20210401,0,SAN02,h,ARI,1,0,0,regular,y,y
SEA202104010,SFN,0,2,0,1,2,0,0,1,1,0,,,,,,,,,,,,,,,,,,,6,kaplg001,value,43,39,7,10,3,0,4,6,0,0,0,4,1,7,0,0,1,0,1,27,3,43,5,3,0,0,8,6,9,0,9,1,0,0,0,1,0,0,0,27,7,1,0,0,0,0,0,0,slata001,yastm001,solad001,longe001,beltb001,florw001,poseb001,crawb001,dubom001,gausk001,poseb001,beltb001,solad001,longe001,crawb001,slata001,dubom001,yastm001,florw001,20210401,0,SEA03,v,SEA,0,1,0,regular,y,y
SEA202104010,SEA,0,0,0,0,0,0,1,6,0,1,,,,,,,,,,,,,,,,,,,8,servs002,value,43,32,8,5,3,0,0,7,0,1,1,9,0,9,0,0,0,0,1,30,0,43,10,3,0,4,7,6,4,1,7,0,1,0,0,0,0,0,0,30,11,1,1,0,0,1,0,0,hanim001,frant002,seagk001,white005,tramt001,moord002,fralj001,murpt002,crawj002,gonzm005,murpt002,white005,moord002,seagk001,crawj002,fralj001,tramt001,hanim001,frant002,20210401,0,SEA03,h,SFN,1,0,0,regular,y,y
ANA202104020,CHA,0,0,4,3,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,6,larut101,value,45,40,12,13,2,0,2,12,0,0,0,5,0,11,0,0,0,0,0,27,0,40,8,1,1,2,8,6,5,1,12,0,0,0,0,0,0,0,0,27,9,1,1,0,0,0,0,0,andet001,robel002,abrej003,moncy001,vauga001,grany001,eatoa002,mercy001,madrn001,keucd001,grany001,abrej003,madrn001,moncy001,andet001,vauga001,robel002,eatoa002,mercy001,20210402,0,ANA01,v,ANA,1,0,0,regular,y,y
ANA202104020,ANA,1,0,0,3,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,5,maddj801,value,40,35,8,8,1,1,2,6,0,0,0,5,1,12,0,0,1,0,1,27,0,45,13,2,0,2,12,12,5,0,11,0,2,0,0,0,0,0,0,27,12,1,0,0,0,2,0,0,fletd002,ohtas001,troum001,renda001,uptoj001,pujoa001,iglej001,stasm001,fowld001,heana001,stasm001,pujoa001,fletd002,renda001,iglej001,uptoj001,troum001,fowld001,ohtas001,20210402,0,ANA01,h,CHA,0,1,0,regular,y,y
BOS202104020,BAL,0,0,0,0,0,2,0,1,0,,,,,,,,,,,,,,,,,,,,6,hydeb801,value,36,34,3,9,2,0,0,3,0,0,0,2,0,7,0,0,2,0,1,27,0,31,2,1,0,0,0,0,2,0,8,0,0,0,0,0,0,0,1,27,3,1,0,0,1,0,0,0,mullc002,manct001,santa003,mounr001,ruizr002,haysa001,franm004,galvf001,sevep001,meanj001,sevep001,manct001,ruizr002,franm004,galvf001,haysa001,mullc002,santa003,mounr001,20210402,0,BOS07,v,BOS,1,0,0,regular,y,y
BOS202104020,BOS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,4,coraa001,value,31,29,0,2,1,0,0,0,0,0,0,2,0,8,0,0,0,0,1,27,0,36,9,2,0,0,3,2,2,0,7,0,0,0,0,0,0,0,0,27,14,1,2,0,0,0,0,0,herne001,verda001,martj006,bogax001,dever001,renfh001,gonzm002,vazqc001,dalbb001,eovan001,vazqc001,dalbb001,herne001,dever001,bogax001,gonzm002,verda001,renfh001,martj006,20210402,0,BOS07,h,BAL,0,1,0,regular,y,y
COL202104020,LAN,2,2,0,3,1,0,2,1,0,,,,,,,,,,,,,,,,,,,,9,robed001,value,47,41,11,16,5,2,0,11,2,1,1,2,0,7,0,0,0,0,1,27,0,37,8,0,0,4,6,6,2,0,13,0,0,0,0,0,0,0,0,27,7,1,1,0,0,0,0,0,bettm001,seagc001,turnj001,bellc002,muncm001,smitw003,polla001,lux-g001,bauet001,bauet001,smitw003,muncm001,lux-g001,turnj001,seagc001,polla001,bellc002,bettm001,,20210402,0,DEN02,v,COL,1,0,0,regular,y,y
COL202104020,COL,0,0,0,0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,4,blacb001,value,37,35,6,8,0,0,4,6,0,0,0,2,0,13,0,0,0,0,1,27,0,47,16,5,2,0,11,11,2,0,7,1,1,0,2,1,0,0,0,27,9,0,0,0,0,1,0,0,tapir001,fuenj001,stort001,blacc001,cronc002,mcmar001,owinc001,nuned001,senza001,senza001,nuned001,cronc002,mcmar001,fuenj001,stort001,tapir001,owinc001,blacc001,,20210402,0,DEN02,h,LAN,0,1,0,regular,y,y
MIA202104020,TBA,0,0,0,0,0,1,1,0,4,,,,,,,,,,,,,,,,,,,,3,cashk001,value,36,32,6,8,0,1,3,6,0,1,0,3,0,7,0,0,1,0,0,27,0,39,10,2,1,0,4,4,3,0,7,0,0,0,0,0,1,0,0,27,7,1,1,0,0,0,1,0,tsuty001,meada001,arozr001,loweb001,diazy001,wendj002,margm001,mejif001,yarbr001,yarbr001,mejif001,tsuty001,loweb001,diazy001,wendj002,meada001,margm001,arozr001,,20210402,0,MIA02,v,MIA,1,0,0,regular,y,y
MIA202104020,MIA,0,0,0,0,0,0,3,1,0,,,,,,,,,,,,,,,,,,,,8,mattd001,value,39,36,4,10,2,1,0,3,0,0,0,3,0,7,1,0,0,0,0,27,0,36,8,0,1,3,6,6,3,0,7,0,0,0,0,1,0,0,0,27,10,0,2,0,0,0,0,0,rojam002,marts002,aguij001,coopg002,andeb006,duvaa001,chisj001,alfaj002,lopep002,lopep002,alfaj002,aguij001,chisj001,andeb006,rojam002,duvaa001,marts002,coopg002,,20210402,0,MIA02,h,TBA,0,1,0,regular,y,y
OAK202104020,HOU,0,0,3,2,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,9,baked002,value,45,40,9,14,4,0,2,8,0,0,0,5,1,11,0,0,2,0,1,27,0,39,8,1,1,1,5,5,3,0,7,2,1,0,0,1,0,0,0,27,8,0,1,0,0,1,0,0,altuj001,branm003,brega001,tuckk001,corrc001,alvay001,gurry001,stram002,maldm001,javic001,maldm001,gurry001,altuj001,brega001,corrc001,branm003,stram002,tuckk001,alvay001,20210402,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK202104020,OAK,0,0,0,2,0,0,2,1,0,,,,,,,,,,,,,,,,,,,,7,melvb001,value,39,33,5,8,1,1,1,5,0,1,2,3,0,7,0,0,1,0,0,27,0,45,14,4,0,2,9,8,5,1,11,0,0,0,0,0,0,0,0,27,4,1,2,0,0,0,0,0,canhm001,laurr001,olsom001,chapm001,morem001,lowrj001,andre001,tom-k001,garca006,luzaj001,garca006,olsom001,lowrj001,chapm001,andre001,canhm001,laurr001,tom-k001,morem001,20210402,0,OAK01,h,HOU,0,1,0,regular,y,y
SDN202104020,ARI,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,9,lovut001,value,38,36,2,8,1,0,1,2,0,0,0,2,0,12,1,0,1,0,2,24,0,36,9,3,0,1,4,4,7,0,8,0,0,0,0,1,0,2,0,24,12,0,1,0,0,0,0,2,locat001,martk001,walkc002,escoe001,cabra002,kellc002,rojaj001,mathw001,kellm002,kellm002,kellc002,walkc002,escoe001,cabra002,rojaj001,mathw001,martk001,locat001,,20210402,0,SAN02,v,SDN,0,1,0,regular,y,y
SDN202104020,SDN,0,1,2,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,8,tingj801,value,36,28,4,9,3,0,1,4,0,1,0,7,0,8,0,2,1,0,0,27,0,38,8,1,0,1,2,2,2,0,12,0,0,0,0,0,1,0,0,27,8,2,1,0,0,0,1,0,phamt001,tatif002,machm001,hosme001,myerw001,cronj001,campl002,profj001,snelb001,snelb001,campl002,hosme001,cronj001,machm001,tatif002,profj001,phamt001,myerw001,,20210402,0,SAN02,h,ARI,1,0,0,regular,y,y
SEA202104020,SFN,0,0,1,0,0,2,3,0,0,,,,,,,,,,,,,,,,,,,,6,kaplg001,value,39,35,6,8,1,0,2,6,0,0,0,4,0,13,1,0,0,0,0,27,0,35,6,3,0,0,3,3,4,0,12,0,0,0,0,0,0,0,0,27,7,0,2,0,0,0,0,0,slata001,yastm001,solad001,longe001,ruf-d001,florw001,poseb001,crawb001,dubom001,cuetj001,poseb001,florw001,solad001,longe001,crawb001,slata001,dubom001,yastm001,ruf-d001,20210402,0,SEA03,v,SEA,1,0,0,regular,y,y
SEA202104020,SEA,0,1,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,5,servs002,value,35,31,3,6,3,0,0,3,0,0,0,4,0,12,0,0,2,0,0,27,0,39,8,1,0,2,6,6,4,0,13,0,0,0,0,0,1,0,0,27,7,0,0,0,0,0,1,0,hanim001,frant002,seagk001,white005,tramt001,moord002,fralj001,torrl001,crawj002,kikuy001,torrl001,white005,moord002,seagk001,crawj002,fralj001,tramt001,hanim001,frant002,20210402,0,SEA03,h,SFN,0,1,0,regular,y,y
ANA202104030,CHA,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,9,larut101,value,39,35,3,9,1,0,1,3,0,0,1,3,0,10,0,0,1,0,0,24,0,35,9,0,1,1,5,3,2,0,11,0,1,0,0,0,1,0,0,24,4,2,1,0,0,1,1,0,andet001,eatoa002,abrej003,moncy001,collz001,mercy001,robel002,vauga001,garcl004,lynnl001,collz001,abrej003,garcl004,moncy001,andet001,vauga001,robel002,eatoa002,mercy001,20210403,0,ANA01,v,ANA,0,1,0,regular,y,y
ANA202104030,ANA,0,0,2,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,6,maddj801,value,35,33,5,9,0,1,1,4,0,0,0,2,0,11,1,0,1,0,1,27,0,39,9,1,0,1,3,3,3,0,10,1,0,0,0,0,0,0,0,27,15,0,1,0,0,0,0,0,fletd002,ohtas001,troum001,renda001,walsj001,uptoj001,iglej001,suzuk001,fowld001,cobba001,suzuk001,walsj001,fletd002,renda001,iglej001,uptoj001,troum001,fowld001,ohtas001,20210403,0,ANA01,h,CHA,1,0,0,regular,y,y
BOS202104030,BAL,0,0,0,2,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,5,hydeb801,value,36,34,4,8,1,0,0,4,0,1,0,1,0,11,0,0,0,0,0,27,0,37,7,1,0,0,2,2,2,0,8,1,0,0,0,1,1,0,0,27,8,0,0,0,0,0,1,0,mullc002,manct001,santa003,mounr001,ruizr002,haysa001,franm004,galvf001,sevep001,harvm001,sevep001,manct001,ruizr002,franm004,galvf001,haysa001,mullc002,santa003,mounr001,20210403,0,BOS07,v,BOS,1,0,0,regular,y,y
BOS202104030,BOS,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,8,coraa001,value,37,33,2,7,1,0,0,2,0,1,1,2,0,8,1,0,0,0,0,27,0,36,8,1,0,0,4,3,1,0,11,0,2,0,0,1,0,0,1,27,9,1,0,0,1,2,0,0,herne001,verda001,martj006,bogax001,dever001,gonzm002,dalbb001,cordf003,plawk001,houct001,plawk001,dalbb001,gonzm002,dever001,bogax001,cordf003,herne001,verda001,martj006,20210403,0,BOS07,h,BAL,0,1,0,regular,y,y
CHN202104030,PIT,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,5,sheld801,value,33,32,1,6,0,1,0,1,0,0,0,1,0,12,0,0,0,0,0,24,0,36,7,0,0,2,5,5,4,0,12,0,2,0,0,1,2,0,0,24,5,2,1,0,0,2,2,0,fraza001,hayek001,reynb001,morac001,newmk001,polag001,stalj001,fowld002,andet002,andet002,stalj001,morac001,fraza001,hayek001,newmk001,reynb001,fowld002,polag001,,20210403,0,CHI11,v,CHN,0,1,0,regular,y,y
CHN202104030,CHN,0,2,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,7,rossd001,value,36,31,5,7,0,0,2,5,0,1,0,4,0,12,2,0,0,0,2,27,0,33,6,0,1,0,1,1,1,0,12,0,0,0,0,0,0,0,0,27,6,0,1,0,0,0,0,0,contw001,bryak001,rizza001,baezj001,pedej001,marij002,heywj001,boted002,arrij001,arrij001,contw001,rizza001,boted002,bryak001,baezj001,pedej001,marij002,heywj001,,20210403,0,CHI11,h,PIT,1,0,0,regular,y,y
CIN202104030,SLN,0,1,0,1,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,7,shilm801,value,40,34,6,7,0,0,3,5,0,1,0,5,0,13,0,0,0,0,1,24,0,41,12,1,0,2,9,9,3,0,8,3,1,0,0,0,0,0,0,24,9,0,1,0,0,1,0,0,edmat001,goldp001,arenn001,dejop001,oneit001,moliy001,carld002,willj006,waina001,waina001,moliy001,goldp001,edmat001,arenn001,dejop001,oneit001,carld002,willj006,,20210403,0,CIN09,v,CIN,0,1,0,regular,y,y
