gid,visteam,hometeam,site,date,number,starttime,daynight,innings,tiebreaker,usedh,htbf,timeofgame,attendance,fieldcond,precip,sky,temp,winddir,windspeed,oscorer,forfeit,suspend,umphome,ump1b,ump2b,ump3b,umplf,umprf,wp,lp,save,gametype,vruns,hruns,wteam,lteam,line,batteries,lineups,box,pbp,season
SDN201604040,LAN,SDN,SAN02,20160404,0,4:11PM,day,,,false,,190,44317,unknown,unknown,cloudy,72,ltor,12,zaveb701,,,cedeg901,coope901,wolfj901,johna901,,,kersc001,rosst001,,regular,15,0,LAN,SDN,y,both,y,y,y,2016
TBA201604040,TOR,TBA,STP01,20160404,0,7:10PM,night,,,true,,178,15116,dry,none,dome,72,unknown,0,mathb701,,,emmep901,timmt901,diazl901,everm901,,,dickr001,smyld001,osunr001,regular,5,3,TOR,TBA,y,both,y,y,y,2016
TEX201604040,SEA,TEX,ARL02,20160404,0,3:09PM,day,,,true,,158,49289,unknown,unknown,sunny,83,fromrf,4,wells701,,,joycj901,hudsm901,hoyej901,fairc901,,,hamec001,hernf002,tolls002,regular,2,3,TEX,SEA,y,both,y,y,y,2016
ANA201604050,CHN,ANA,ANA01,20160405,0,7:07PM,night,,,true,,154,37042,unknown,unknown,unknown,76,rtol,8,munse701,,,herna901,barkl901,littw901,barrt901,,,lestj001,heana001,,regular,6,1,CHN,ANA,y,both,y,y,y,2016
ARI201604050,COL,ARI,PHO01,20160405,0,6:42PM,night,,,false,,194,21830,unknown,unknown,sunny,89,torf,4,rausg701,,,onorb901,porta901,tumpj901,kellj901,,,clipt001,bergc001,,regular,6,11,ARI,COL,y,both,y,y,y,2016
CLE201604050,BOS,CLE,CLE08,20160405,0,1:11PM,day,,,true,,193,34493,unknown,unknown,sunny,34,ltor,8,brosc701,,,hirsj901,welkb901,carav901,reybd901,,,pricd001,klubc001,,regular,6,2,BOS,CLE,y,both,y,y,y,2016
KCA201604050,NYN,KCA,KAN06,20160405,0,3:16PM,day,,,true,,171,39782,unknown,unknown,sunny,68,rtol,17,boycd701,,,holbs901,drakr901,torrc901,davig901,,,syndn001,younc003,famij001,regular,2,0,NYN,KCA,y,both,y,y,y,2016
MIA201604050,DET,MIA,MIA02,20160405,0,7:37PM,night,,,false,,227,36911,unknown,unknown,sunny,77,ltor,16,jernr701,,,westj901,danlk901,fleta901,rippm901,,,verhd001,bresc001,grees005,regular,8,7,DET,MIA,y,both,y,y,y,2016
MIL201604050,SFN,MIL,MIL06,20160405,0,7:10PM,night,,,false,,149,24123,dry,none,dome,64,unknown,0,odrit701,,,carlm901,dimum901,wolcq901,gormb901,,,cuetj001,nelsj004,garcj002,regular,2,1,SFN,MIL,y,both,y,y,y,2016
NYA201604050,HOU,NYA,NYC21,20160405,0,1:11PM,day,,,true,,197,47820,unknown,unknown,sunny,36,ltor,18,karph701,,,demud901,gibsg901,hicke901,estam901,,,keucd001,betad001,gregl001,regular,5,3,HOU,NYA,y,both,y,y,y,2016
OAK201604050,CHA,OAK,OAK01,20160405,0,7:08PM,night,,,true,,208,10478,unknown,unknown,cloudy,70,torf,8,feldd701,,,cuzzp901,belld901,morag901,hallt901,,,jonen001,dools001,robed002,regular,5,4,CHA,OAK,y,both,y,y,y,2016
PIT201604050,SLN,PIT,PIT08,20160405,0,7:08PM,night,,,false,,207,26049,unknown,unknown,sunny,40,tolf,7,patte701,,,wendh902,gibsh902,fagac901,laynj901,,,lobsk001,manes001,,regular,5,6,PIT,SLN,y,both,y,y,y,2016
SDN201604050,LAN,SDN,SAN02,20160405,0,7:11PM,night,,,false,,156,28329,unknown,unknown,unknown,70,ltor,6,zaveb701,,,coope901,wolfj901,johna901,cedeg901,,,kazms001,shiej002,jansk001,regular,3,0,LAN,SDN,y,both,y,y,y,2016
TBA201604050,TOR,TBA,STP01,20160405,0,7:10PM,night,,,true,,187,12757,dry,none,dome,72,unknown,0,mathb701,,,timmt901,diazl901,everm901,emmep901,,,coloa001,cecib001,,regular,2,3,TBA,TOR,y,both,y,y,y,2016
TEX201604050,SEA,TEX,ARL02,20160405,0,7:07PM,night,,,true,,210,28386,unknown,unknown,cloudy,81,rtol,12,ruddw701,,,hudsm901,hoyej901,fairc901,joycj901,,,vincn001,barnt002,,regular,10,2,SEA,TEX,y,both,y,y,y,2016
ARI201604060,COL,ARI,PHO01,20160406,0,12:40PM,day,,,false,,159,18572,dry,none,dome,77,unknown,0,rausg701,,,porta901,tumpj901,kellj901,onorb901,,,chatt001,corbp001,mcgej001,regular,4,3,COL,ARI,y,both,y,y,y,2016
ATL201604060,WAS,ATL,ATL02,20160406,0,7:10PM,night,,,false,,173,18531,unknown,unknown,cloudy,65,rtol,10,stamm701,,,kulpr901,nauep901,conrc901,mealj901,,,stras001,norrb001,papej001,regular,3,1,WAS,ATL,y,both,y,y,y,2016
BAL201604060,MIN,BAL,BAL12,20160406,0,7:07PM,night,,,true,,191,12622,unknown,unknown,unknown,48,tolf,7,jacom701,,,wegnm901,fostm901,muchm901,wintm901,,,gally001,gibsk002,britz001,regular,2,4,BAL,MIN,y,both,y,y,y,2016
CIN201604060,PHI,CIN,CIN09,20160406,0,7:11PM,night,,,false,,143,21621,unknown,unknown,overcast,55,rtol,24,camem701,,,randt901,knigb901,ticht901,millb901,,,woodb004,hinod001,,regular,2,3,CIN,PHI,y,both,y,y,y,2016
CLE201604060,BOS,CLE,CLE08,20160406,0,6:22PM,night,,,true,,209,10298,unknown,unknown,unknown,60,tolf,7,maveb701,,,welkb901,carav901,reybd901,hirsj901,,,mcalz001,tazaj001,allec002,regular,6,7,CLE,BOS,y,both,y,y,y,2016
MIA201604060,DET,MIA,MIA02,20160406,0,4:57PM,day,,,false,,202,17883,dry,none,dome,71,unknown,0,jernr701,,,danlk901,fleta901,rippm901,westj901,,,sanca004,fernj003,rodrf003,regular,7,3,DET,MIA,y,both,y,y,y,2016
MIL201604060,SFN,MIL,MIL06,20160406,0,12:41PM,day,,,false,,199,20098,dry,none,dome,66,unknown,0,odrit701,,,dimum901,wolcq901,gormb901,carlm901,,,thort001,lopej002,jeffj001,regular,3,4,MIL,SFN,y,both,y,y,y,2016
NYA201604060,HOU,NYA,NYC21,20160406,0,7:08PM,night,,,true,,225,37493,unknown,unknown,unknown,43,rtol,11,karph701,,,gibsg901,hicke901,estam901,demud901,,,pinem001,mchuc001,novai001,regular,6,16,NYA,HOU,y,both,y,y,y,2016
OAK201604060,CHA,OAK,OAK01,20160406,0,7:09PM,night,,,true,,174,16468,unknown,unknown,cloudy,83,unknown,0,feldd701,,,belld901,morag901,hallt901,cuzzp901,,,grays001,rodoc001,madsr001,regular,1,2,OAK,CHA,y,both,y,y,y,2016
PIT201604060,SLN,PIT,PIT08,20160406,0,7:10PM,night,,,false,,188,14890,unknown,unknown,cloudy,63,rtol,15,webbb701,,,gibsh902,fagac901,laynj901,wendh902,,,nicaj001,leakm001,melam001,regular,1,5,PIT,SLN,y,both,y,y,y,2016
SDN201604060,LAN,SDN,SAN02,20160406,0,6:12PM,night,,,false,,177,30054,unknown,unknown,overcast,65,unknown,7,zaveb701,,,wolfj901,johna901,cedeg901,coope901,,,maedk001,casha001,,regular,7,0,LAN,SDN,y,both,y,y,y,2016
TBA201604060,TOR,TBA,STP01,20160406,0,1:10PM,day,,,true,,167,14257,dry,none,dome,72,unknown,0,mathb701,,,diazl901,everm901,emmep901,timmt901,,,ramie004,floyg001,,regular,3,5,TBA,TOR,y,both,y,y,y,2016
TEX201604060,SEA,TEX,ARL02,20160406,0,1:09PM,day,,,true,,176,26945,unknown,unknown,sunny,74,tocf,11,porzg701,,,hoyej901,fairc901,joycj901,hudsm901,,,benoj001,tolls002,,regular,9,5,SEA,TEX,y,both,y,y,y,2016
ANA201604070,TEX,ANA,ANA01,20160407,0,7:07PM,night,,,true,,191,39089,unknown,unknown,unknown,64,tocf,4,munse701,,,wolcq901,gormb901,carlm901,dimum901,,,streh001,dysos001,,regular,3,4,ANA,TEX,y,both,y,y,y,2016
ARI201604070,CHN,ARI,PHO01,20160407,0,6:41PM,night,,,false,,209,24656,dry,none,dome,79,unknown,0,rausg701,,,johna901,cedeg901,coope901,wolfj901,,,lackj001,delar003,,regular,14,6,CHN,ARI,y,both,y,y,y,2016
BAL201604070,MIN,BAL,BAL12,20160407,0,7:07PM,night,,,true,,152,11142,unknown,unknown,cloudy,51,tocf,5,eiger701,,,fostm901,muchm901,wintm901,wegnm901,,,jimeu001,hughp001,odayd001,regular,2,4,BAL,MIN,y,both,y,y,y,2016
CIN201604070,PHI,CIN,CIN09,20160407,0,12:36PM,day,,,false,,184,10784,unknown,unknown,overcast,43,tolf,17,rothr701,,,knigb901,ticht901,millb901,randt901,,,stepr002,mortc002,,regular,6,10,CIN,PHI,y,both,y,y,y,2016
NYA201604070,HOU,NYA,NYC21,20160407,0,4:17PM,day,,,true,,180,30003,unknown,unknown,unknown,57,rtol,24,karph701,,,hicke901,estam901,demud901,gibsg901,,,shrec001,harrw002,milla002,regular,5,8,NYA,HOU,y,both,y,y,y,2016
OAK201604070,CHA,OAK,OAK01,20160407,0,12:37PM,day,,,true,,186,12577,unknown,unknown,overcast,69,torf,10,dybdc701,,,morag901,hallt901,cuzzp901,belld901,,,latom001,gravk001,,regular,6,1,CHA,OAK,y,both,y,y,y,2016
SFN201604070,LAN,SFN,SFO03,20160407,0,1:40PM,day,,,false,,187,41940,unknown,unknown,unknown,67,ltor,9,younj701,,,tumpj901,kellj901,onorb901,porta901,,,hestc001,wooda002,,regular,6,12,SFN,LAN,y,both,y,y,y,2016
WAS201604070,MIA,WAS,WAS11,20160407,0,4:06PM,day,,,false,,212,41650,unknown,unknown,unknown,61,torf,11,vincd701,,,barkl901,littw901,barrt901,basnt901,,,pheld001,roart001,ramoa001,regular,6,4,MIA,WAS,y,both,y,y,y,2016
ANA201604080,TEX,ANA,ANA01,20160408,0,7:07PM,night,,,true,,210,35207,unknown,unknown,unknown,61,tocf,3,franm701,,,gormb901,carlm901,dimum901,wolcq901,,,grifa002,shoem001,,regular,7,3,TEX,ANA,y,both,y,y,y,2016
ARI201604080,CHN,ARI,PHO01,20160408,0,6:40PM,night,,,false,,168,27539,dry,none,dome,74,unknown,0,johnr701,,,cedeg901,coope901,wolfj901,johna901,,,ziegb001,cahit001,,regular,2,3,ARI,CHN,y,both,y,y,y,2016
ATL201604080,SLN,ATL,ATL02,20160408,0,7:35PM,night,,,false,,180,24824,unknown,unknown,cloudy,59,ltor,20,mustr701,,,muchm901,wintm901,wegnm901,fostm901,,,siegk001,oflae001,roset001,regular,7,4,SLN,ATL,y,both,y,y,y,2016
BAL201604080,TBA,BAL,BAL12,20160408,0,7:07PM,night,,,true,,166,17304,unknown,unknown,cloudy,50,torf,6,jacom701,,,estam901,demud901,gibsg901,hicke901,,,tillc001,archc001,,regular,1,6,BAL,TBA,y,both,y,y,y,2016
CHA201604080,CLE,CHA,CHI12,20160408,0,3:26PM,day,,,true,,165,38019,unknown,unknown,unknown,39,torf,18,roseb701,,,ticht901,millb901,randt901,knigb901,,,salad001,dankj001,,regular,7,1,CLE,CHA,y,both,y,y,y,2016
CIN201604080,PIT,CIN,CIN09,20160408,0,7:10PM,night,,,false,,204,17194,unknown,unknown,unknown,41,tolf,19,camem701,,,fleta901,rippm901,westj901,danlk901,,,voger001,hoovj002,melam001,regular,6,5,PIT,CIN,y,both,y,y,y,2016
COL201604080,SDN,COL,DEN02,20160408,0,2:14PM,day,,,false,,228,49360,unknown,unknown,cloudy,62,rtol,6,smytd701,,,fairc901,joycj901,hudsm901,hoyej901,,,erlir001,lylej001,,regular,13,6,SDN,COL,y,both,y,y,y,2016
DET201604080,NYA,DET,DET05,20160408,0,1:10PM,day,,,true,,164,45049,unknown,unknown,cloudy,38,rtol,11,marod701,,,everm901,emmep901,timmt901,diazl901,,,zimmj003,sevel001,,regular,0,4,DET,NYA,y,both,y,y,y,2016
KCA201604080,MIN,KCA,KAN06,20160408,0,7:16PM,night,,,true,,194,27166,unknown,unknown,sunny,58,ltor,17,boycd701,,,carav901,reybd901,hirsj901,welkb901,,,sorij001,jepsk001,daviw001,regular,3,4,KCA,MIN,y,both,y,y,y,2016
MIL201604080,HOU,MIL,MIL06,20160408,0,7:11PM,night,,,false,,188,30100,dry,none,dome,63,unknown,0,odrit701,,,hallt901,cuzzp901,belld901,morag901,,,andec001,felds001,jeffj001,regular,4,6,MIL,HOU,y,both,y,y,y,2016
NYN201604080,PHI,NYN,NYC20,20160408,0,1:12PM,day,,,false,,189,44099,unknown,unknown,unknown,47,torf,21,sprej701,,,nauep901,conrc901,mealj901,kulpr901,,,degrj001,eickj001,,regular,2,7,NYN,PHI,y,both,y,y,y,2016
SEA201604080,OAK,SEA,SEA03,20160408,0,7:10PM,night,,,true,,175,47065,unknown,unknown,cloudy,67,fromcf,6,radoe701,,,drakr901,torrc901,davig901,holbs901,,,dools001,cishs001,madsr001,regular,3,2,OAK,SEA,y,both,y,y,y,2016
SFN201604080,LAN,SFN,SFO03,20160408,0,7:18PM,night,,,false,,178,41742,unknown,unknown,overcast,60,rtol,8,dybdc701,,,kellj901,onorb901,porta901,tumpj901,,,garcj002,blanj001,,regular,2,3,SFN,LAN,y,both,y,y,y,2016
TOR201604080,BOS,TOR,TOR02,20160408,0,7:27PM,night,,,true,,204,48871,dry,none,dome,68,unknown,0,lajor701,,,fagac901,laynj901,wendh902,gibsh902,,,barnm001,stord001,kimbc001,regular,8,7,BOS,TOR,y,both,y,y,y,2016
ANA201604090,TEX,ANA,ANA01,20160409,0,6:08PM,night,,,true,,173,38106,unknown,unknown,unknown,64,tolf,3,munse701,,,carlm901,dimum901,wolcq901,gormb901,,,hamec001,richg002,tolls002,regular,4,1,TEX,ANA,y,both,y,y,y,2016
ARI201604090,CHN,ARI,PHO01,20160409,0,5:10PM,night,,,false,,166,32185,unknown,unknown,unknown,82,tolf,6,johnr701,,,coope901,wolfj901,johna901,cedeg901,,,hendk001,greiz001,rondh001,regular,4,2,CHN,ARI,y,both,y,y,y,2016
ATL201604090,SLN,ATL,ATL02,20160409,0,7:10PM,night,,,false,,210,33471,unknown,unknown,sunny,60,ltor,15,stamm701,,,wintm901,wegnm901,fostm901,muchm901,,,martc006,tehej001,,regular,12,2,SLN,ATL,y,both,y,y,y,2016
CHA201604090,CLE,CHA,CHI12,20160409,0,1:10PM,day,,,true,,163,20192,unknown,unknown,sunny,32,fromrf,13,frisd701,,,millb901,randt901,knigb901,ticht901,,,salec001,shawb001,,regular,3,7,CHA,CLE,y,both,y,y,y,2016
CIN201604090,PIT,CIN,CIN09,20160409,0,1:11PM,day,,,false,,180,22799,unknown,unknown,cloudy,38,ltor,19,camem701,,,rippm901,westj901,danlk901,fleta901,,,igler001,coleg001,,regular,1,5,CIN,PIT,y,both,y,y,y,2016
COL201604090,SDN,COL,DEN02,20160409,0,6:12PM,night,,,false,,204,35177,unknown,unknown,unknown,62,tocf,8,einsd701,,,joycj901,hudsm901,hoyej901,fairc901,,,pomed001,delaj001,,regular,16,3,SDN,COL,y,both,y,y,y,2016
DET201604090,NYA,DET,DET05,20160409,0,1:10PM,day,,,true,,200,32419,unknown,unknown,cloudy,31,ltor,18,kleir701,,,emmep901,timmt901,diazl901,everm901,,,sabac001,pelfm001,,regular,8,4,NYA,DET,y,both,y,y,y,2016
KCA201604090,MIN,KCA,KAN06,20160409,0,6:15PM,night,,,true,,184,31001,unknown,unknown,sunny,60,rtol,14,boycd701,,,reybd901,hirsj901,welkb901,carav901,,,kenni001,milot001,,regular,0,7,KCA,MIN,y,both,y,y,y,2016
MIL201604090,HOU,MIL,MIL06,20160409,0,6:11PM,night,,,false,,190,28127,dry,none,dome,63,unknown,0,odrit701,,,cuzzp901,belld901,morag901,hallt901,,,fistd001,peraw001,gregl001,regular,6,4,HOU,MIL,y,both,y,y,y,2016
NYN201604090,PHI,NYN,NYC20,20160409,0,7:10PM,night,,,false,,164,37083,unknown,unknown,unknown,41,fromlf,8,sprej701,,,conrc901,mealj901,kulpr901,nauep901,,,velav001,colob001,gomej002,regular,1,0,PHI,NYN,y,both,y,y,y,2016
SEA201604090,OAK,SEA,SEA03,20160409,0,6:10PM,night,,,true,,174,36424,unknown,unknown,sunny,67,unknown,1,padud701,,,torrc901,davig901,holbs901,drakr901,,,hillr001,karnn001,,regular,6,1,OAK,SEA,y,both,y,y,y,2016
SFN201604090,LAN,SFN,SFO03,20160409,0,1:46PM,day,,,false,,202,41224,unknown,unknown,overcast,60,tocf,4,thomc701,,,onorb901,porta901,tumpj901,kellj901,,,hatcc002,kontg001,jansk001,regular,3,2,LAN,SFN,y,both,y,y,y,2016
TOR201604090,BOS,TOR,TOR02,20160409,0,1:09PM,day,,,true,,168,47138,dry,none,dome,68,unknown,0,lajor701,,,laynj901,wendh902,gibsh902,fagac901,,,porcr001,dickr001,,regular,8,4,BOS,TOR,y,both,y,y,y,2016
ANA201604100,TEX,ANA,ANA01,20160410,0,12:38PM,day,,,true,,163,35097,unknown,unknown,unknown,67,rtol,10,munse701,,,dimum901,wolcq901,gormb901,carlm901,,,weavj003,perem004,streh001,regular,1,3,ANA,TEX,y,both,y,y,y,2016
ARI201604100,CHN,ARI,PHO01,20160410,0,1:10PM,day,,,false,,201,33258,dry,none,dome,73,unknown,0,johnr701,,,wolfj901,johna901,cedeg901,coope901,,,arrij001,mills001,,regular,7,3,CHN,ARI,y,both,y,y,y,2016
ATL201604100,SLN,ATL,ATL02,20160410,0,1:35PM,day,,,false,,235,23214,unknown,unknown,overcast,55,rtol,10,mustr701,,,wegnm901,fostm901,muchm901,wintm901,,,oh--s001,johnj010,roset001,regular,12,7,SLN,ATL,y,both,y,y,y,2016
BAL201604100,TBA,BAL,BAL12,20160410,0,1:36PM,day,,,true,,173,23101,unknown,unknown,sunny,44,fromlf,5,hetrd701,,,demud901,gibsg901,hicke901,estam901,,,bracb001,odorj001,britz001,regular,3,5,BAL,TBA,y,both,y,y,y,2016
CIN201604100,PIT,CIN,CIN09,20160410,0,1:11PM,day,,,false,,184,27207,unknown,unknown,sunny,53,rtol,9,rothr701,,,westj901,danlk901,fleta901,rippm901,,,ohler001,camia001,,regular,1,2,CIN,PIT,y,both,y,y,y,2016
COL201604100,SDN,COL,DEN02,20160410,0,2:11PM,day,,,false,,158,27587,unknown,unknown,unknown,62,torf,2,platd701,,,hudsm901,hoyej901,fairc901,joycj901,,,bettc001,shiej002,mcgej001,regular,3,6,COL,SDN,y,both,y,y,y,2016
KCA201604100,MIN,KCA,KAN06,20160410,0,1:16PM,day,,,true,,203,35317,unknown,unknown,overcast,68,ltor,10,boycd701,,,hirsj901,welkb901,carav901,reybd901,,,daviw001,may-t001,,regular,3,4,KCA,MIN,y,both,y,y,y,2016
MIL201604100,HOU,MIL,MIL06,20160410,0,1:10PM,day,,,false,,188,28441,dry,none,dome,65,unknown,0,odrit701,,,belld901,morag901,hallt901,cuzzp901,,,nelsj004,keucd001,jeffj001,regular,2,3,MIL,HOU,y,both,y,y,y,2016
NYN201604100,PHI,NYN,NYC20,20160410,0,1:11PM,day,,,false,,177,37233,unknown,unknown,sunny,45,ltor,7,sprej701,,,mealj901,kulpr901,nauep901,conrc901,,,hellj001,harvm001,gomej002,regular,5,2,PHI,NYN,y,both,y,y,y,2016
SEA201604100,OAK,SEA,SEA03,20160410,0,1:10PM,day,,,true,,183,30834,unknown,unknown,unknown,57,unknown,1,radoe701,,,davig901,holbs901,drakr901,torrc901,,,axfoj001,vincn001,dools001,regular,2,1,OAK,SEA,y,both,y,y,y,2016
SFN201604100,LAN,SFN,SFO03,20160410,0,1:07PM,day,,,false,,187,41656,unknown,unknown,overcast,58,tolf,10,thomc701,,,porta901,tumpj901,kellj901,onorb901,,,cuetj001,colel001,garcj002,regular,6,9,SFN,LAN,y,both,y,y,y,2016
TOR201604100,BOS,TOR,TOR02,20160410,0,1:07PM,day,,,true,,147,46158,dry,none,dome,68,unknown,0,lajor701,,,wendh902,gibsh902,fagac901,laynj901,,,estrm001,wrigs001,osunr001,regular,0,3,TOR,BOS,y,both,y,y,y,2016
WAS201604100,MIA,WAS,WAS11,20160410,0,1:36PM,day,,,false,,172,24593,unknown,unknown,sunny,43,tolf,2,vincd701,,,littw901,barrt901,basnt901,barkl901,,,rossj002,koeht001,papej001,regular,2,4,WAS,MIA,y,both,y,y,y,2016
BOS201604110,BAL,BOS,BOS07,20160411,0,2:05PM,day,,,true,,206,37160,unknown,unknown,unknown,57,tocf,22,shalm701,,,culbf901,buckc901,reynj901,gonzm901,,,bracb001,kimbc001,britz001,regular,9,7,BAL,BOS,y,both,y,y,y,2016
CHN201604110,CIN,CHN,CHI11,20160411,0,7:06PM,night,,,false,,183,40882,unknown,unknown,cloudy,48,ltor,12,frisd701,,,tumpj901,kellj901,onorb901,porta901,,,warra001,cingt001,rondh001,regular,3,5,CHN,CIN,y,both,y,y,y,2016
DET201604110,PIT,DET,DET05,20160411,0,1:10PM,day,,,true,,197,26271,unknown,unknown,overcast,56,fromrf,9,klonc701,,,kulpr901,morag901,nauep901,mealj901,,,niesj001,verlj001,melam001,regular,7,4,PIT,DET,y,both,y,y,y,2016
HOU201604110,KCA,HOU,HOU03,20160411,0,7:12PM,night,,,true,,179,43332,dry,none,dome,73,unknown,0,blour701,,,johna901,cedeg901,coope901,wolfj901,,,mchuc001,younc003,,regular,2,8,HOU,KCA,y,both,y,y,y,2016
MIN201604110,CHA,MIN,MIN04,20160411,0,3:16PM,day,,,true,,185,40638,unknown,unknown,cloudy,42,fromlf,21,wongg701,,,danlk901,fleta901,rippm901,westj901,,,quinj001,gibsk002,robed002,regular,4,1,CHA,MIN,y,both,y,y,y,2016
NYN201604110,MIA,NYN,NYC20,20160411,0,7:11PM,night,,,false,,225,24318,unknown,unknown,unknown,57,tolf,15,karph701,,,bakej902,timmt901,everm901,emmep901,,,narvc001,matzs001,,regular,10,3,MIA,NYN,y,both,y,y,y,2016
OAK201604110,ANA,OAK,OAK01,20160411,0,7:07PM,night,,,true,,185,13371,unknown,unknown,cloudy,63,torf,11,thomc701,,,vanol901,marqa901,guccc901,rackd901,,,tropn001,grays001,streh001,regular,4,1,ANA,OAK,y,both,y,y,y,2016
PHI201604110,SDN,PHI,PHI13,20160411,0,3:09PM,day,,,false,,171,45229,unknown,unknown,unknown,66,tolf,17,macom701,,,barrt901,herna901,barkl901,littw901,,,quack001,nolaa001,rodnf001,regular,4,3,SDN,PHI,y,both,y,y,y,2016
SEA201604110,TEX,SEA,SEA03,20160411,0,7:10PM,night,,,true,,180,13468,unknown,unknown,unknown,57,fromlf,2,radoe701,,,nelsj901,eddid901,diazl901,blasc901,,,lewic001,iwakh001,,regular,7,3,TEX,SEA,y,both,y,y,y,2016
SLN201604110,MIL,SLN,STL10,20160411,0,3:18PM,day,,,false,,180,47608,unknown,unknown,cloudy,50,torf,13,muelg701,,,welkb901,carav901,millb901,hirsj901,,,wachm001,jungt001,,regular,1,10,SLN,MIL,y,both,y,y,y,2016
WAS201604110,ATL,WAS,WAS11,20160411,0,7:05PM,night,,,false,,185,18119,unknown,unknown,sunny,72,tocf,10,tritb701,,,scotd901,iassd901,davib902,barrl901,,,schem001,norrb001,papej001,regular,4,6,WAS,ATL,y,both,y,y,y,2016
BOS201604120,BAL,BOS,BOS07,20160412,0,7:11PM,night,,,true,,203,31114,unknown,unknown,cloudy,53,ltor,12,shalm701,,,buckc901,reynj901,gonzm901,culbf901,,,wrigm001,buchc001,,regular,9,5,BAL,BOS,y,both,y,y,y,2016
COL201604120,SFN,COL,DEN02,20160412,0,6:41PM,night,,,false,,164,20814,unknown,unknown,overcast,61,fromrf,6,platd701,,,holbs901,drakr901,torrc901,davig901,,,samaj001,chatt001,,regular,7,2,SFN,COL,y,both,y,y,y,2016
DET201604120,PIT,DET,DET05,20160412,0,1:10PM,day,,,true,,196,26489,unknown,unknown,cloudy,43,tocf,13,klonc701,,,morag901,nauep901,mealj901,kulpr901,,,sanca004,nicaj001,,regular,2,8,DET,PIT,y,both,y,y,y,2016
HOU201604120,KCA,HOU,HOU03,20160412,0,7:11PM,night,,,true,,197,21027,dry,none,dome,73,unknown,0,wilkt701,,,cedeg901,coope901,wolfj901,johna901,,,medlk001,fierm001,daviw001,regular,3,2,KCA,HOU,y,both,y,y,y,2016
LAN201604120,ARI,LAN,LOS03,20160412,0,1:15PM,day,,,false,,180,53279,unknown,unknown,sunny,72,torf,3,whitj701,,,wolcq901,gormb901,carlm901,dimum901,,,clipt001,hatcc002,ziegb001,regular,4,2,ARI,LAN,y,both,y,y,y,2016
NYN201604120,MIA,NYN,NYC20,20160412,0,7:10PM,night,,,false,,197,28923,unknown,unknown,cloudy,56,fromlf,13,karph701,,,timmt901,everm901,emmep901,bakej902,,,pheld001,hendj001,ramoa001,regular,2,1,MIA,NYN,y,both,y,y,y,2016
