date,homeTeam,awayTeam,homeScore,awayScore
2024-05-12,BOS,WAS,3.0,2.0
2024-05-12,BAL,ARI,2.0,9.0
2024-05-12,ANA,KCA,2.0,4.0
2024-05-12,MIL,SLN,3.0,4.0
2024-05-13,MIL,PIT,6.0,8.0
2024-05-13,TEX,CLE,0.0,7.0
2024-05-13,SFN,LAN,4.0,6.0
2024-05-13,SEA,KCA,6.0,2.0
2024-05-13,NYN,PHI,4.0,5.0
2024-05-13,HOU,OAK,9.0,2.0
2024-05-13,SDN,COL,4.0,5.0
2024-05-13,BOS,TBA,3.0,5.0
2024-05-13,BAL,TOR,2.0,3.0
2024-05-13,DET,MIA,6.0,5.0
2024-05-13,ATL,CHN,2.0,0.0
2024-05-13,ARI,CIN,6.0,5.0
2024-05-13,ANA,SLN,5.0,10.0
2024-05-14,TEX,CLE,4.0,7.0
2024-05-14,SEA,KCA,2.0,4.0
2024-05-14,SDN,COL,3.0,6.0
2024-05-14,NYN,PHI,0.0,4.0
2024-05-14,MIN,NYA,1.0,5.0
2024-05-14,MIL,PIT,4.0,3.0
2024-05-14,HOU,OAK,2.0,1.0
2024-05-14,SFN,LAN,2.0,10.0
2024-05-14,CHA,WAS,4.0,0.0
2024-05-14,CHA,WAS,3.0,6.0
2024-05-14,BOS,TBA,5.0,4.0
2024-05-14,ATL,CHN,7.0,0.0
2024-05-14,ARI,CIN,2.0,6.0
2024-05-14,ANA,SLN,6.0,7.0
2024-05-14,DET,MIA,0.0,1.0
2024-05-15,TEX,CLE,4.0,0.0
2024-05-15,SFN,LAN,4.0,1.0
2024-05-15,SEA,KCA,4.0,2.0
2024-05-15,SDN,COL,0.0,8.0
2024-05-15,PHI,NYN,10.0,5.0
2024-05-15,MIN,NYA,0.0,4.0
2024-05-15,MIL,PIT,10.0,2.0
2024-05-15,CHA,WAS,2.0,0.0
2024-05-15,DET,MIA,0.0,2.0
2024-05-15,BOS,TBA,3.0,4.0
2024-05-15,BAL,TOR,3.0,2.0
2024-05-15,ATL,CHN,1.0,7.0
2024-05-15,ARI,CIN,2.0,1.0
2024-05-15,ANA,SLN,7.0,2.0
2024-05-15,HOU,OAK,3.0,0.0
2024-05-16,MIN,NYA,0.0,5.0
2024-05-16,PHI,NYN,5.0,6.0
2024-05-16,LAN,CIN,2.0,7.0
2024-05-16,HOU,OAK,8.0,1.0
2024-05-16,CHN,PIT,4.0,5.0
2024-05-16,BOS,TBA,5.0,7.0
2024-05-17,TOR,TBA,3.0,4.0
2024-05-17,TEX,ANA,3.0,9.0
2024-05-17,SLN,BOS,10.0,6.0
2024-05-17,SFN,COL,10.0,5.0
2024-05-17,PHI,WAS,4.0,2.0
2024-05-17,MIA,NYN,8.0,0.0
2024-05-17,LAN,CIN,7.0,3.0
2024-05-17,NYA,CHA,4.0,2.0
2024-05-17,HOU,MIL,5.0,4.0
2024-05-17,CLE,MIN,3.0,2.0
2024-05-17,CHN,PIT,3.0,9.0
2024-05-17,BAL,SEA,9.0,2.0
2024-05-17,ATL,SDN,1.0,3.0
2024-05-17,ARI,DET,0.0,13.0
2024-05-17,KCA,OAK,6.0,2.0
2024-05-18,NYA,CHA,6.0,1.0
2024-05-18,TOR,TBA,4.0,5.0
2024-05-18,TEX,ANA,3.0,2.0
2024-05-18,SLN,BOS,7.0,2.0
2024-05-18,SFN,COL,14.0,4.0
2024-05-18,PHI,WAS,4.0,3.0
2024-05-18,MIA,NYN,10.0,9.0
2024-05-18,BAL,SEA,3.0,4.0
2024-05-18,KCA,OAK,5.0,3.0
2024-05-18,HOU,MIL,2.0,4.0
2024-05-18,CLE,MIN,11.0,4.0
2024-05-18,CHN,PIT,1.0,0.0
2024-05-18,ARI,DET,3.0,8.0
2024-05-18,LAN,CIN,4.0,0.0
2024-05-19,NYA,CHA,7.0,2.0
2024-05-19,TOR,TBA,5.0,2.0
2024-05-19,TEX,ANA,1.0,4.0
2024-05-19,SLN,BOS,3.0,11.0
2024-05-19,SFN,COL,4.0,1.0
2024-05-19,PHI,WAS,11.0,5.0
2024-05-19,MIA,NYN,3.0,7.0
2024-05-19,LAN,CIN,3.0,2.0
2024-05-19,KCA,OAK,8.0,4.0
2024-05-19,HOU,MIL,9.0,4.0
2024-05-19,CLE,MIN,5.0,2.0
2024-05-19,CHN,PIT,2.0,3.0
2024-05-19,BAL,SEA,6.0,3.0
2024-05-19,ATL,SDN,1.0,9.0
2024-05-19,ARI,DET,6.0,4.0
2024-05-20,WAS,MIN,12.0,3.0
2024-05-20,TOR,CHA,9.0,3.0
2024-05-20,TBA,BOS,0.0,5.0
2024-05-20,SLN,BAL,6.0,3.0
2024-05-20,NYA,SEA,4.0,5.0
2024-05-20,MIA,MIL,3.0,2.0
2024-05-20,LAN,ARI,6.0,4.0
2024-05-20,KCA,DET,8.0,3.0
2024-05-20,HOU,ANA,7.0,9.0
2024-05-20,CLE,NYN,3.0,1.0
2024-05-20,ATL,SDN,3.0,0.0
2024-05-20,ATL,SDN,5.0,6.0
2024-05-21,WAS,MIN,0.0,10.0
2024-05-21,TOR,CHA,0.0,5.0
2024-05-21,TBA,BOS,2.0,5.0
2024-05-21,SLN,BAL,3.0,1.0
2024-05-21,PIT,SFN,7.0,6.0
2024-05-21,PHI,TEX,5.0,2.0
2024-05-21,OAK,COL,5.0,4.0
2024-05-21,CIN,SDN,2.0,0.0
2024-05-21,MIA,MIL,5.0,7.0
2024-05-21,LAN,ARI,3.0,7.0
2024-05-21,KCA,DET,10.0,3.0
2024-05-21,HOU,ANA,6.0,5.0
2024-05-21,CLE,NYN,7.0,6.0
2024-05-21,CHN,ATL,4.0,3.0
2024-05-21,NYA,SEA,3.0,6.0
2024-05-22,PHI,TEX,11.0,4.0
2024-05-22,WAS,MIN,2.0,3.0
2024-05-22,TOR,CHA,9.0,2.0
2024-05-22,TBA,BOS,5.0,8.0
2024-05-22,SLN,BAL,5.0,4.0
2024-05-22,PIT,SFN,5.0,9.0
2024-05-22,OAK,COL,3.0,4.0
2024-05-22,KCA,DET,8.0,3.0
2024-05-22,MIA,MIL,1.0,0.0
2024-05-22,LAN,ARI,0.0,6.0
2024-05-22,NYA,SEA,7.0,3.0
2024-05-22,HOU,ANA,1.0,2.0
2024-05-22,CLE,NYN,6.0,3.0
2024-05-22,CIN,SDN,3.0,7.0
2024-05-22,CHN,ATL,2.0,9.0
2024-05-23,PIT,SFN,6.0,7.0
2024-05-23,PHI,TEX,5.0,2.0
2024-05-23,OAK,COL,10.0,9.0
2024-05-23,NYA,SEA,5.0,0.0
2024-05-23,DET,TOR,1.0,9.0
2024-05-23,CIN,SDN,4.0,6.0
2024-05-23,CHN,ATL,0.0,3.0
2024-05-23,CHA,BAL,6.0,8.0
2024-05-24,TBA,KCA,1.0,8.0
2024-05-24,SDN,NYA,0.0,8.0
2024-05-24,WAS,SEA,6.0,1.0
2024-05-24,PIT,ATL,11.0,5.0
2024-05-24,OAK,HOU,3.0,6.0
2024-05-24,NYN,SFN,7.0,8.0
2024-05-24,MIN,TEX,3.0,2.0
2024-05-24,BOS,MIL,2.0,7.0
2024-05-24,COL,PHI,3.0,2.0
2024-05-24,CIN,LAN,9.0,6.0
2024-05-24,CHA,BAL,4.0,6.0
2024-05-24,ARI,MIA,0.0,3.0
2024-05-24,ANA,CLE,4.0,10.0
2024-05-24,DET,TOR,6.0,2.0
2024-05-25,OAK,HOU,3.0,1.0
2024-05-25,WAS,SEA,3.0,1.0
2024-05-25,TBA,KCA,4.0,7.0
2024-05-25,SLN,CHN,7.0,6.0
2024-05-25,SDN,NYA,1.0,4.0
2024-05-25,PIT,ATL,4.0,1.0
2024-05-25,NYN,SFN,2.0,7.0
2024-05-25,ARI,MIA,3.0,2.0
2024-05-25,DET,TOR,2.0,1.0
2024-05-25,COL,PHI,4.0,8.0
2024-05-25,CIN,LAN,3.0,1.0
2024-05-25,CHA,BAL,3.0,5.0
2024-05-25,BOS,MIL,3.0,6.0
2024-05-25,MIN,TEX,5.0,3.0
2024-05-25,ANA,CLE,3.0,4.0
2024-05-26,WAS,SEA,5.0,9.0
2024-05-26,TBA,KCA,4.0,1.0
2024-05-26,SDN,NYA,5.0,2.0
2024-05-26,PIT,ATL,1.0,8.0
2024-05-26,OAK,HOU,2.0,5.0
2024-05-26,NYN,SFN,4.0,3.0
2024-05-26,MIN,TEX,2.0,6.0
2024-05-26,SLN,CHN,4.0,3.0
2024-05-26,COL,PHI,5.0,2.0
2024-05-26,CIN,LAN,4.0,1.0
2024-05-26,CHA,BAL,1.0,4.0
2024-05-26,BOS,MIL,2.0,1.0
2024-05-26,ARI,MIA,1.0,3.0
2024-05-26,ANA,CLE,4.0,5.0
2024-05-26,DET,TOR,14.0,11.0
2024-05-27,SFN,PHI,8.0,4.0
2024-05-27,SEA,HOU,3.0,2.0
2024-05-27,SDN,MIA,2.0,1.0
2024-05-27,MIN,KCA,6.0,5.0
2024-05-27,MIL,CHN,5.0,1.0
2024-05-27,COL,CLE,8.0,6.0
2024-05-27,CHA,TOR,1.0,5.0
2024-05-27,BAL,BOS,11.0,3.0
2024-05-27,ATL,WAS,4.0,8.0
2024-05-27,CIN,SLN,3.0,1.0
2024-05-28,NYN,LAN,0.0,3.0
2024-05-28,TEX,ARI,4.0,2.0
2024-05-28,TBA,OAK,0.0,3.0
2024-05-28,SFN,PHI,1.0,0.0
2024-05-28,SEA,HOU,4.0,2.0
2024-05-28,SDN,MIA,4.0,0.0
2024-05-28,NYN,LAN,2.0,5.0
2024-05-28,MIL,CHN,3.0,6.0
2024-05-28,COL,CLE,7.0,13.0
2024-05-28,CIN,SLN,1.0,7.0
2024-05-28,CHA,TOR,2.0,7.0
2024-05-28,BAL,BOS,3.0,8.0
2024-05-28,ATL,WAS,2.0,0.0
2024-05-28,ANA,NYA,4.0,3.0
2024-05-28,MIN,KCA,4.0,2.0
2024-05-29,SDN,MIA,1.0,9.0
2024-05-29,TEX,ARI,6.0,1.0
2024-05-29,TBA,OAK,4.0,3.0
2024-05-29,SFN,PHI,1.0,6.0
2024-05-29,SEA,HOU,2.0,1.0
2024-05-29,NYN,LAN,3.0,10.0
2024-05-29,MIL,CHN,10.0,6.0
2024-05-29,MIN,KCA,1.0,6.0
2024-05-29,DET,PIT,8.0,0.0
2024-05-29,COL,CLE,7.0,4.0
2024-05-29,CIN,SLN,3.0,5.0
2024-05-29,CHA,TOR,1.0,3.0
2024-05-29,BAL,BOS,6.0,1.0
2024-05-29,ATL,WAS,2.0,7.0
2024-05-29,ANA,NYA,1.0,2.0
2024-05-29,DET,PIT,2.0,10.0
2024-05-30,TBA,OAK,6.0,5.0
2024-05-30,SEA,HOU,0.0,4.0
2024-05-30,NYN,ARI,3.0,2.0
2024-05-30,MIN,KCA,7.0,6.0
2024-05-30,ANA,NYA,3.0,8.0
2024-05-30,BOS,DET,0.0,5.0
2024-05-30,ATL,WAS,1.0,3.0
2024-05-30,MIL,CHN,6.0,4.0
2024-05-31,NYN,ARI,10.0,9.0
2024-05-31,PHI,SLN,4.0,2.0
2024-05-31,MIL,CHA,12.0,5.0
2024-05-31,TOR,PIT,5.0,3.0
2024-05-31,SFN,NYA,2.0,6.0
2024-05-31,SEA,ANA,5.0,4.0
2024-05-31,MIA,TEX,8.0,2.0
2024-05-31,BAL,TBA,3.0,1.0
2024-05-31,KCA,SDN,8.0,11.0
2024-05-31,HOU,MIN,1.0,6.0
2024-05-31,CLE,WAS,7.0,1.0
2024-05-31,CHN,CIN,4.0,5.0
2024-05-31,BOS,DET,7.0,3.0
2024-05-31,ATL,OAK,4.0,2.0
2024-05-31,LAN,COL,1.0,4.0
2024-06-01,TOR,PIT,1.0,8.0
2024-06-01,SFN,NYA,3.0,7.0
2024-06-01,SEA,ANA,9.0,0.0
2024-06-01,PHI,SLN,6.0,1.0
2024-06-01,NYN,ARI,5.0,10.0
2024-06-01,MIL,CHA,4.0,3.0
2024-06-01,MIA,TEX,0.0,7.0
2024-06-01,LAN,COL,4.0,1.0
2024-06-01,KCA,SDN,3.0,7.0
2024-06-01,HOU,MIN,5.0,2.0
2024-06-01,CLE,WAS,3.0,2.0
2024-06-01,CHN,CIN,7.0,5.0
2024-06-01,BOS,DET,6.0,3.0
2024-06-01,BAL,TBA,9.0,5.0
2024-06-01,ATL,OAK,9.0,11.0
2024-06-02,SFN,NYA,5.0,7.0
2024-06-02,SEA,ANA,5.0,1.0
2024-06-02,PHI,SLN,4.0,5.0
2024-06-02,TOR,PIT,5.0,4.0
2024-06-02,MIL,CHA,6.0,3.0
2024-06-02,MIA,TEX,0.0,6.0
2024-06-02,LAN,COL,4.0,0.0
2024-06-02,NYN,ARI,4.0,5.0
2024-06-02,HOU,MIN,3.0,4.0
2024-06-02,CLE,WAS,2.0,5.0
2024-06-02,CHN,CIN,2.0,5.0
2024-06-02,BOS,DET,4.0,8.0
2024-06-02,BAL,TBA,3.0,4.0
2024-06-02,ATL,OAK,3.0,1.0
2024-06-02,KCA,SDN,4.0,3.0
2024-06-03,WAS,NYN,7.0,8.0
2024-06-03,TOR,BAL,2.0,7.0
2024-06-03,TEX,DET,1.0,2.0
2024-06-03,PHI,MIL,3.0,1.0
2024-06-03,HOU,SLN,7.0,4.0
2024-06-03,COL,CIN,3.0,13.0
2024-06-03,ARI,SFN,4.0,2.0
2024-06-03,ANA,SDN,2.0,1.0
2024-06-04,TOR,BAL,1.0,10.0
2024-06-04,TEX,DET,1.0,3.0
2024-06-04,WAS,NYN,3.0,6.0
2024-06-04,PIT,LAN,1.0,0.0
2024-06-04,PHI,MIL,2.0,1.0
2024-06-04,OAK,SEA,3.0,4.0
2024-06-04,NYA,MIN,5.0,1.0
2024-06-04,BOS,ATL,3.0,8.0
2024-06-04,HOU,SLN,8.0,5.0
2024-06-04,COL,CIN,1.0,4.0
2024-06-04,CLE,KCA,8.0,5.0
2024-06-04,CHN,CHA,7.0,6.0
2024-06-04,ARI,SFN,8.0,5.0
2024-06-04,ANA,SDN,4.0,2.0
2024-06-04,MIA,TBA,5.0,9.0
2024-06-05,OAK,SEA,2.0,1.0
2024-06-05,TOR,BAL,3.0,2.0
2024-06-05,TEX,DET,9.0,1.0
2024-06-05,PIT,LAN,10.0,6.0
2024-06-05,PHI,MIL,2.0,0.0
2024-06-05,NYA,MIN,9.0,5.0
2024-06-05,WAS,NYN,1.0,9.0
2024-06-05,HOU,SLN,2.0,4.0
2024-06-05,ANA,SDN,3.0,2.0
2024-06-05,ARI,SFN,3.0,9.0
2024-06-05,MIA,TBA,3.0,5.0
2024-06-05,CHN,CHA,7.0,6.0
2024-06-05,COL,CIN,7.0,12.0
2024-06-05,BOS,ATL,9.0,0.0
2024-06-06,WAS,ATL,2.0,5.0
2024-06-06,TOR,BAL,6.0,5.0
2024-06-06,SLN,COL,2.0,3.0
2024-06-06,PIT,LAN,7.0,11.0
2024-06-06,SDN,ARI,3.0,4.0
2024-06-06,NYA,MIN,8.0,5.0
2024-06-06,CLE,KCA,3.0,4.0
2024-06-06,CIN,CHN,8.0,4.0
2024-06-06,CHA,BOS,2.0,14.0
2024-06-06,OAK,SEA,0.0,3.0
2024-06-07,PIT,MIN,3.0,0.0
2024-06-07,WAS,ATL,2.0,1.0
2024-06-07,TEX,SFN,2.0,5.0
2024-06-07,TBA,BAL,3.0,6.0
2024-06-07,SLN,COL,8.0,5.0
2024-06-07,SDN,ARI,10.0,3.0
2024-06-07,OAK,TOR,2.0,1.0
2024-06-07,DET,MIL,0.0,10.0
2024-06-07,MIA,CLE,3.0,2.0
2024-06-07,KCA,SEA,10.0,9.0
2024-06-07,CIN,CHN,3.0,2.0
2024-06-07,CHA,BOS,7.0,2.0
2024-06-07,ANA,HOU,1.0,7.0
2024-06-07,NYA,LAN,1.0,2.0
2024-06-08,PIT,MIN,4.0,0.0
2024-06-08,WAS,ATL,7.0,3.0
2024-06-08,TEX,SFN,1.0,3.0
2024-06-08,TBA,BAL,0.0,5.0
2024-06-08,SLN,COL,5.0,6.0
2024-06-08,SDN,ARI,13.0,1.0
2024-06-08,OAK,TOR,0.0,7.0
2024-06-08,NYN,PHI,2.0,7.0
2024-06-08,NYA,LAN,3.0,11.0
2024-06-08,MIA,CLE,0.0,8.0
2024-06-08,KCA,SEA,8.0,4.0
2024-06-08,DET,MIL,4.0,5.0
2024-06-08,CIN,CHN,4.0,3.0
2024-06-08,CHA,BOS,6.0,1.0
2024-06-08,ANA,HOU,1.0,6.0
2024-06-09,WAS,ATL,8.0,5.0
2024-06-09,TEX,SFN,7.0,2.0
2024-06-09,TBA,BAL,2.0,9.0
2024-06-09,SLN,COL,5.0,1.0
2024-06-09,PIT,MIN,5.0,11.0
2024-06-09,PHI,NYN,5.0,6.0
2024-06-09,OAK,TOR,4.0,6.0
2024-06-09,SDN,ARI,3.0,9.0
2024-06-09,MIA,CLE,3.0,6.0
2024-06-09,KCA,SEA,5.0,6.0
2024-06-09,DET,MIL,10.0,2.0
2024-06-09,CIN,CHN,2.0,4.0
2024-06-09,CHA,BOS,4.0,6.0
2024-06-09,ANA,HOU,9.0,7.0
2024-06-09,NYA,LAN,6.0,4.0
2024-06-10,TBA,BAL,2.0,5.0
2024-06-10,SFN,HOU,4.0,3.0
2024-06-10,SEA,CHA,8.0,4.0
2024-06-10,MIN,COL,5.0,0.0
2024-06-10,MIL,TOR,3.0,1.0
2024-06-10,KCA,NYA,2.0,4.0
2024-06-10,SDN,OAK,6.0,1.0
2024-06-11,MIN,COL,4.0,5.0
2024-06-11,SLN,PIT,1.0,2.0
2024-06-11,TBA,CHN,5.0,2.0
2024-06-11,SEA,CHA,4.0,3.0
2024-06-11,NYN,MIA,2.0,4.0
2024-06-11,MIL,TOR,0.0,3.0
2024-06-11,SFN,HOU,1.0,3.0
2024-06-11,KCA,NYA,1.0,10.0
2024-06-11,LAN,TEX,15.0,2.0
2024-06-11,ARI,ANA,9.0,4.0
2024-06-11,BAL,ATL,4.0,0.0
2024-06-11,SDN,OAK,4.0,3.0
2024-06-11,DET,WAS,4.0,5.0
2024-06-11,CIN,CLE,3.0,5.0
2024-06-11,BOS,PHI,1.0,4.0
2024-06-12,SLN,PIT,4.0,2.0
2024-06-12,SFN,HOU,5.0,3.0
2024-06-12,SEA,CHA,2.0,1.0
2024-06-12,SDN,OAK,5.0,4.0
2024-06-12,NYN,MIA,10.0,4.0
2024-06-12,MIN,COL,17.0,9.0
2024-06-12,MIL,TOR,5.0,4.0
2024-06-12,TBA,CHN,3.0,4.0
2024-06-12,KCA,NYA,5.0,11.0
2024-06-12,DET,WAS,5.0,7.0
2024-06-12,CIN,CLE,4.0,2.0
2024-06-12,BOS,PHI,8.0,6.0
2024-06-12,BAL,ATL,4.0,2.0
2024-06-12,ARI,ANA,3.0,8.0
2024-06-12,LAN,TEX,2.0,3.0
2024-06-13,TBA,CHN,3.0,2.0
2024-06-13,SLN,PIT,4.0,3.0
2024-06-13,SEA,CHA,2.0,3.0
2024-06-13,NYN,MIA,3.0,2.0
2024-06-13,MIN,OAK,6.0,2.0
2024-06-13,LAN,TEX,1.0,3.0
2024-06-13,DET,WAS,7.0,2.0
2024-06-13,BOS,PHI,9.0,3.0
2024-06-13,BAL,ATL,3.0,6.0
2024-06-13,ARI,ANA,11.0,1.0
2024-06-13,KCA,NYA,4.0,3.0
2024-06-14,MIL,CIN,5.0,6.0
2024-06-14,TOR,CLE,1.0,3.0
2024-06-14,SFN,ANA,6.0,8.0
2024-06-14,SEA,TEX,3.0,2.0
2024-06-14,NYN,SDN,2.0,1.0
2024-06-14,WAS,MIA,8.0,1.0
2024-06-14,MIN,OAK,6.0,5.0
2024-06-14,LAN,KCA,4.0,3.0
2024-06-14,COL,PIT,2.0,5.0
2024-06-14,CHN,SLN,0.0,3.0
2024-06-14,BOS,NYA,1.0,8.0
2024-06-14,BAL,PHI,3.0,5.0
2024-06-14,ATL,TBA,7.0,3.0
2024-06-14,ARI,CHA,7.0,1.0
2024-06-14,HOU,DET,4.0,0.0
2024-06-15,TOR,CLE,5.0,0.0
2024-06-15,SFN,ANA,3.0,4.0
2024-06-15,SEA,TEX,7.0,5.0
2024-06-15,NYN,SDN,5.0,1.0
2024-06-15,MIL,CIN,3.0,1.0
2024-06-15,LAN,KCA,2.0,7.0
2024-06-15,WAS,MIA,4.0,0.0
2024-06-15,COL,PIT,16.0,4.0
2024-06-15,CHN,SLN,5.0,1.0
2024-06-15,BOS,NYA,8.0,4.0
2024-06-15,BAL,PHI,6.0,2.0
2024-06-15,ATL,TBA,9.0,2.0
2024-06-15,ARI,CHA,2.0,9.0
2024-06-15,HOU,DET,5.0,13.0
2024-06-16,WAS,MIA,3.0,1.0
2024-06-16,TOR,CLE,7.0,6.0
2024-06-16,SFN,ANA,13.0,6.0
2024-06-16,SEA,TEX,5.0,0.0
2024-06-16,NYN,SDN,11.0,6.0
2024-06-16,MIN,OAK,8.0,7.0
2024-06-16,MIN,OAK,6.0,2.0
2024-06-16,MIL,CIN,5.0,4.0
2024-06-16,HOU,DET,4.0,1.0
2024-06-16,COL,PIT,2.0,8.0
2024-06-16,CHN,SLN,1.0,2.0
2024-06-16,BOS,NYA,9.0,3.0
2024-06-16,BAL,PHI,8.0,3.0
2024-06-16,ATL,TBA,6.0,8.0
2024-06-16,ARI,CHA,12.0,5.0
2024-06-16,LAN,KCA,3.0,0.0
2024-06-17,TOR,BOS,3.0,7.0
2024-06-17,TEX,NYN,2.0,14.0
2024-06-17,PIT,CIN,4.0,1.0
2024-06-17,PHI,SDN,9.0,2.0
2024-06-17,MIA,SLN,6.0,7.0
2024-06-17,CHN,SFN,6.0,7.0
2024-06-17,ANA,MIL,5.0,3.0
2024-06-17,COL,LAN,5.0,9.0
2024-06-17,ATL,DET,2.0,1.0
2024-06-18,WAS,ARI,0.0,5.0
2024-06-18,TOR,BOS,3.0,4.0
2024-06-18,TEX,NYN,6.0,7.0
2024-06-18,PIT,CIN,1.0,2.0
2024-06-18,OAK,KCA,7.0,5.0
2024-06-18,NYA,BAL,4.0,2.0
2024-06-18,MIN,TBA,7.0,6.0
2024-06-18,PHI,SDN,4.0,3.0
2024-06-18,COL,LAN,9.0,11.0
2024-06-18,CLE,SEA,5.0,8.0
2024-06-18,CHN,SFN,5.0,2.0
2024-06-18,CHA,HOU,2.0,0.0
2024-06-18,ATL,DET,2.0,1.0
2024-06-18,ANA,MIL,3.0,6.0
2024-06-18,MIA,SLN,9.0,8.0
2024-06-19,NYA,BAL,6.0,7.0
2024-06-19,TOR,BOS,3.0,7.0
2024-06-19,TEX,NYN,5.0,3.0
2024-06-19,PIT,CIN,1.0,0.0
2024-06-19,PHI,SDN,2.0,5.0
2024-06-19,OAK,KCA,5.0,1.0
2024-06-19,MIN,TBA,2.0,3.0
2024-06-19,ATL,DET,7.0,0.0
2024-06-19,COL,LAN,7.0,6.0
2024-06-19,CLE,SEA,8.0,0.0
2024-06-19,CHN,SFN,6.0,5.0
2024-06-19,CHA,HOU,1.0,4.0
2024-06-19,ANA,MIL,0.0,2.0
2024-06-19,WAS,ARI,3.0,1.0
2024-06-19,MIA,SLN,4.0,3.0
2024-06-20,SLN,SFN,6.0,5.0
2024-06-20,SDN,MIL,7.0,6.0
2024-06-20,WAS,ARI,2.0,5.0
2024-06-20,OAK,KCA,2.0,3.0
2024-06-20,NYA,BAL,5.0,17.0
2024-06-20,MIN,TBA,6.0,7.0
2024-06-20,COL,LAN,3.0,5.0
2024-06-20,CLE,SEA,6.0,3.0
2024-06-20,CHA,HOU,3.0,5.0
2024-06-21,TEX,KCA,6.0,2.0
2024-06-21,SDN,MIL,9.0,5.0
2024-06-21,PIT,TBA,3.0,10.0
2024-06-21,PHI,ARI,4.0,5.0
2024-06-21,OAK,MIN,6.0,5.0
2024-06-21,MIA,SEA,3.0,2.0
2024-06-21,NYA,ATL,1.0,8.0
2024-06-21,HOU,BAL,14.0,11.0
2024-06-21,DET,CHA,2.0,1.0
2024-06-21,COL,WAS,5.0,11.0
2024-06-21,CLE,TOR,7.0,1.0
2024-06-21,CIN,BOS,5.0,2.0
2024-06-21,CHN,NYN,1.0,11.0
2024-06-21,LAN,ANA,2.0,3.0
2024-06-22,OAK,MIN,2.0,10.0
2024-06-22,TEX,KCA,6.0,0.0
2024-06-22,SLN,SFN,9.0,4.0
2024-06-22,SDN,MIL,6.0,4.0
2024-06-22,PIT,TBA,4.0,3.0
2024-06-22,PHI,ARI,12.0,1.0
2024-06-22,NYA,ATL,8.0,3.0
2024-06-22,CIN,BOS,3.0,4.0
2024-06-22,LAN,ANA,7.0,2.0
2024-06-22,HOU,BAL,5.0,1.0
2024-06-22,DET,CHA,1.0,5.0
2024-06-22,COL,WAS,8.0,7.0
2024-06-22,CLE,TOR,6.0,3.0
2024-06-22,CHN,NYN,8.0,1.0
2024-06-22,MIA,SEA,0.0,9.0
2024-06-23,OAK,MIN,0.0,3.0
2024-06-23,SLN,SFN,5.0,3.0
2024-06-23,SDN,MIL,2.0,6.0
2024-06-23,PIT,TBA,1.0,3.0
2024-06-23,PHI,ARI,4.0,1.0
2024-06-23,TEX,KCA,4.0,0.0
2024-06-23,NYA,ATL,1.0,3.0
2024-06-23,HOU,BAL,8.0,1.0
2024-06-23,DET,CHA,11.0,2.0
2024-06-23,COL,WAS,1.0,2.0
2024-06-23,CLE,TOR,6.0,5.0
2024-06-23,CIN,BOS,4.0,7.0
2024-06-23,CHN,NYN,2.0,5.0
2024-06-23,MIA,SEA,6.0,4.0
2024-06-24,TBA,SEA,4.0,3.0
2024-06-24,SLN,ATL,4.0,3.0
2024-06-24,SFN,CHN,5.0,4.0
2024-06-24,SDN,WAS,7.0,6.0
2024-06-24,MIL,TEX,6.0,3.0
2024-06-24,KCA,MIA,4.0,1.0
2024-06-24,DET,PHI,1.0,8.0
2024-06-24,CIN,PIT,11.0,5.0
2024-06-24,CHA,LAN,0.0,3.0
2024-06-24,BOS,TOR,7.0,6.0
2024-06-24,BAL,CLE,2.0,3.0
2024-06-24,ANA,OAK,5.0,1.0
2024-06-25,SFN,CHN,5.0,1.0
2024-06-25,TBA,SEA,11.0,3.0
2024-06-25,SDN,WAS,9.0,7.0
2024-06-25,NYN,NYA,9.0,7.0
2024-06-25,MIL,TEX,3.0,1.0
2024-06-25,KCA,MIA,1.0,2.0
2024-06-25,HOU,COL,5.0,2.0
2024-06-25,ARI,MIN,5.0,4.0
2024-06-25,CIN,PIT,5.0,9.0
2024-06-25,CHA,LAN,3.0,4.0
2024-06-25,BOS,TOR,4.0,9.0
2024-06-25,BAL,CLE,8.0,10.0
2024-06-25,ANA,OAK,7.0,5.0
2024-06-25,DET,PHI,4.0,1.0
2024-06-26,TBA,SEA,2.0,5.0
2024-06-26,SLN,ATL,4.0,1.0
2024-06-26,SLN,ATL,2.0,6.0
2024-06-26,SFN,CHN,4.0,3.0
2024-06-26,SDN,WAS,8.0,5.0
2024-06-26,NYN,NYA,12.0,2.0
2024-06-26,MIL,TEX,6.0,5.0
2024-06-26,KCA,MIA,5.0,1.0
2024-06-26,DET,PHI,2.0,6.0
2024-06-26,CIN,PIT,1.0,6.0
2024-06-26,CHA,LAN,0.0,4.0
2024-06-26,BOS,TOR,1.0,4.0
2024-06-26,BAL,CLE,4.0,2.0
2024-06-26,ARI,MIN,3.0,8.0
2024-06-26,ANA,OAK,5.0,2.0
2024-06-26,HOU,COL,7.0,1.0
2024-06-27,TOR,NYA,9.0,2.0
2024-06-27,SLN,CIN,4.0,11.0
2024-06-27,SFN,CHN,3.0,5.0
2024-06-27,PHI,MIA,4.0,7.0
2024-06-27,KCA,CLE,2.0,1.0
2024-06-27,CHA,ATL,1.0,0.0
2024-06-27,BAL,TEX,11.0,2.0
2024-06-27,ARI,MIN,6.0,13.0
2024-06-27,ANA,DET,5.0,0.0
