date,homeTeam,awayTeam,homeScore,awayScore
2024-06-28,TBA,WAS,3.0,1.0
2024-06-28,SLN,CIN,1.0,0.0
2024-06-28,TOR,NYA,5.0,16.0
2024-06-28,SFN,LAN,5.0,3.0
2024-06-28,SEA,MIN,3.0,2.0
2024-06-28,PHI,MIA,2.0,0.0
2024-06-28,NYN,HOU,7.0,2.0
2024-06-28,ATL,PIT,6.0,1.0
2024-06-28,KCA,CLE,10.0,3.0
2024-06-28,CHA,COL,5.0,3.0
2024-06-28,BOS,SDN,2.0,9.0
2024-06-28,BAL,TEX,2.0,1.0
2024-06-28,ARI,OAK,4.0,9.0
2024-06-28,ANA,DET,5.0,2.0
2024-06-28,MIL,CHN,4.0,2.0
2024-06-29,PHI,MIA,2.0,3.0
2024-06-29,TOR,NYA,9.0,3.0
2024-06-29,TBA,WAS,1.0,8.0
2024-06-29,SLN,CIN,4.0,9.0
2024-06-29,SFN,LAN,7.0,14.0
2024-06-29,SEA,MIN,1.0,5.0
2024-06-29,NYN,HOU,6.0,9.0
2024-06-29,BOS,SDN,1.0,11.0
2024-06-29,KCA,CLE,2.0,7.0
2024-06-29,CHA,COL,11.0,3.0
2024-06-29,MIL,CHN,3.0,5.0
2024-06-29,BAL,TEX,6.0,5.0
2024-06-29,ATL,PIT,2.0,1.0
2024-06-29,ARI,OAK,3.0,0.0
2024-06-29,ANA,DET,6.0,5.0
2024-06-30,TOR,NYA,1.0,8.0
2024-06-30,TBA,WAS,5.0,0.0
2024-06-30,SLN,CIN,2.0,0.0
2024-06-30,SFN,LAN,10.0,4.0
2024-06-30,SEA,MIN,3.0,5.0
2024-06-30,PHI,MIA,7.0,6.0
2024-06-30,MIL,CHN,7.0,1.0
2024-06-30,NYN,HOU,5.0,10.0
2024-06-30,CHA,COL,4.0,5.0
2024-06-30,BOS,SDN,4.0,1.0
2024-06-30,BAL,TEX,2.0,11.0
2024-06-30,ATL,PIT,2.0,4.0
2024-06-30,ARI,OAK,5.0,1.0
2024-06-30,ANA,DET,6.0,7.0
2024-06-30,KCA,CLE,6.0,2.0
2024-07-01,TOR,HOU,1.0,3.0
2024-07-01,COL,MIL,8.0,7.0
2024-07-01,WAS,NYN,7.0,9.0
2024-07-02,OAK,ANA,7.0,5.0
2024-07-02,PIT,SLN,4.0,7.0
2024-07-02,NYA,CIN,4.0,5.0
2024-07-02,TEX,SDN,7.0,0.0
2024-07-02,WAS,NYN,2.0,7.0
2024-07-02,SEA,BAL,0.0,2.0
2024-07-02,MIN,DET,5.0,3.0
2024-07-02,TOR,HOU,7.0,6.0
2024-07-02,LAN,ARI,6.0,5.0
2024-07-02,KCA,TBA,1.0,5.0
2024-07-02,COL,MIL,3.0,4.0
2024-07-02,CLE,CHA,7.0,6.0
2024-07-02,CHN,PHI,4.0,6.0
2024-07-02,MIA,BOS,3.0,8.0
2024-07-02,ATL,SFN,3.0,5.0
2024-07-03,TOR,HOU,2.0,9.0
2024-07-03,TEX,SDN,4.0,6.0
2024-07-03,SEA,BAL,1.0,4.0
2024-07-03,PIT,SLN,5.0,4.0
2024-07-03,OAK,ANA,5.0,0.0
2024-07-03,NYA,CIN,2.0,3.0
2024-07-03,MIN,DET,2.0,9.0
2024-07-03,WAS,NYN,7.0,5.0
2024-07-03,LAN,ARI,4.0,12.0
2024-07-03,KCA,TBA,4.0,2.0
2024-07-03,COL,MIL,0.0,3.0
2024-07-03,CLE,CHA,2.0,8.0
2024-07-03,CHN,PHI,3.0,5.0
2024-07-03,ATL,SFN,3.0,1.0
2024-07-03,MIA,BOS,2.0,7.0
2024-07-04,WAS,NYN,1.0,0.0
2024-07-04,TOR,HOU,3.0,5.0
2024-07-04,TEX,SDN,1.0,3.0
2024-07-04,SEA,BAL,7.0,3.0
2024-07-04,PIT,SLN,2.0,3.0
2024-07-04,OAK,ANA,5.0,0.0
2024-07-04,NYA,CIN,4.0,8.0
2024-07-04,MIN,DET,12.0,3.0
2024-07-04,LAN,ARI,3.0,9.0
2024-07-04,KCA,TBA,8.0,10.0
2024-07-04,COL,MIL,4.0,3.0
2024-07-04,CLE,CHA,8.0,4.0
2024-07-04,CHN,PHI,10.0,2.0
2024-07-04,ATL,SFN,2.0,4.0
2024-07-04,MIA,BOS,5.0,6.0
2024-07-05,OAK,BAL,2.0,3.0
2024-07-05,WAS,SLN,6.0,7.0
2024-07-05,TEX,TBA,3.0,0.0
2024-07-05,SEA,TOR,2.0,1.0
2024-07-05,SDN,ARI,10.0,8.0
2024-07-05,PIT,NYN,14.0,2.0
2024-07-05,MIN,HOU,12.0,13.0
2024-07-05,NYA,BOS,3.0,5.0
2024-07-05,LAN,MIL,8.0,5.0
2024-07-05,COL,KCA,4.0,2.0
2024-07-05,CLE,SFN,2.0,4.0
2024-07-05,CIN,DET,4.0,5.0
2024-07-05,CHN,ANA,5.0,1.0
2024-07-05,ATL,PHI,6.0,8.0
2024-07-05,MIA,CHA,2.0,3.0
2024-07-06,TEX,TBA,4.0,3.0
2024-07-06,WAS,SLN,14.0,6.0
2024-07-06,SEA,TOR,4.0,5.0
2024-07-06,PIT,NYN,2.0,5.0
2024-07-06,OAK,BAL,19.0,8.0
2024-07-06,NYA,BOS,14.0,4.0
2024-07-06,MIN,HOU,9.0,3.0
2024-07-06,SDN,ARI,5.0,7.0
2024-07-06,LAN,MIL,5.0,3.0
2024-07-06,COL,KCA,3.0,1.0
2024-07-06,CLE,SFN,5.0,4.0
2024-07-06,CIN,DET,3.0,5.0
2024-07-06,CHN,ANA,0.0,7.0
2024-07-06,ATL,PHI,5.0,1.0
2024-07-06,MIA,CHA,4.0,3.0
2024-07-07,TEX,TBA,13.0,2.0
2024-07-07,SEA,TOR,4.0,5.0
2024-07-07,SDN,ARI,1.0,9.0
2024-07-07,PIT,NYN,2.0,3.0
2024-07-07,OAK,BAL,3.0,6.0
2024-07-07,NYA,BOS,0.0,3.0
2024-07-07,MIN,HOU,3.0,2.0
2024-07-07,COL,KCA,1.0,10.0
2024-07-07,LAN,MIL,2.0,9.0
2024-07-07,CLE,SFN,5.0,4.0
2024-07-07,CIN,DET,1.0,5.0
2024-07-07,CHN,ANA,5.0,0.0
2024-07-07,ATL,PHI,6.0,0.0
2024-07-07,WAS,SLN,3.0,8.0
2024-07-07,MIA,CHA,7.0,4.0
2024-07-08,PIT,NYN,8.0,2.0
2024-07-08,CHA,MIN,6.0,8.0
2024-07-08,WAS,SLN,0.0,6.0
2024-07-08,DET,CLE,1.0,0.0
2024-07-08,ANA,TEX,4.0,9.0
2024-07-08,ARI,ATL,4.0,5.0
2024-07-08,CIN,COL,6.0,0.0
2024-07-09,TBA,NYA,5.0,3.0
2024-07-09,SFN,TOR,4.0,3.0
2024-07-09,SDN,SEA,3.0,8.0
2024-07-09,NYN,WAS,7.0,5.0
2024-07-09,MIL,PIT,2.0,12.0
2024-07-09,HOU,MIA,4.0,3.0
2024-07-09,PHI,LAN,10.0,1.0
2024-07-09,CIN,COL,12.0,6.0
2024-07-09,BOS,OAK,12.0,9.0
2024-07-09,BAL,CHN,2.0,9.0
2024-07-09,ARI,ATL,2.0,6.0
2024-07-09,ANA,TEX,4.0,5.0
2024-07-09,DET,CLE,8.0,9.0
2024-07-10,NYN,WAS,6.0,2.0
2024-07-10,SLN,KCA,5.0,8.0
2024-07-10,TBA,NYA,1.0,2.0
2024-07-10,SLN,KCA,4.0,6.0
2024-07-10,SFN,TOR,6.0,10.0
2024-07-10,SDN,SEA,0.0,2.0
2024-07-10,PHI,LAN,4.0,3.0
2024-07-10,MIL,PIT,9.0,0.0
2024-07-10,ARI,ATL,7.0,5.0
2024-07-10,DET,CLE,5.0,4.0
2024-07-10,CIN,COL,5.0,6.0
2024-07-10,CHA,MIN,2.0,3.0
2024-07-10,CHA,MIN,3.0,1.0
2024-07-10,BOS,OAK,2.0,5.0
2024-07-10,BAL,CHN,0.0,4.0
2024-07-10,ANA,TEX,7.0,2.0
2024-07-10,HOU,MIA,9.0,1.0
2024-07-11,NYN,WAS,7.0,0.0
2024-07-11,PHI,LAN,5.0,1.0
2024-07-11,MIL,PIT,0.0,1.0
2024-07-11,TBA,NYA,5.0,4.0
2024-07-11,SFN,TOR,3.0,5.0
2024-07-11,HOU,MIA,6.0,3.0
2024-07-11,BOS,OAK,7.0,0.0
2024-07-11,CIN,COL,8.0,1.0
2024-07-11,DET,CLE,10.0,1.0
2024-07-11,BAL,CHN,0.0,8.0
2024-07-11,ARI,ATL,1.0,0.0
2024-07-11,ANA,SEA,0.0,11.0
2024-07-12,TBA,CLE,2.0,0.0
2024-07-12,SLN,CHN,1.0,5.0
2024-07-12,SFN,MIN,7.0,1.0
2024-07-12,SDN,ATL,1.0,6.0
2024-07-12,PHI,OAK,2.0,6.0
2024-07-12,NYN,COL,7.0,6.0
2024-07-12,HOU,TEX,6.0,3.0
2024-07-12,MIL,WAS,2.0,5.0
2024-07-12,CIN,MIA,7.0,4.0
2024-07-12,CHA,PIT,1.0,4.0
2024-07-12,BOS,KCA,1.0,6.0
2024-07-12,BAL,NYA,1.0,4.0
2024-07-12,ARI,TOR,5.0,4.0
2024-07-12,ANA,SEA,6.0,5.0
2024-07-12,DET,LAN,3.0,4.0
2024-07-13,NYN,COL,7.0,3.0
2024-07-13,SLN,CHN,5.0,4.0
2024-07-13,SLN,CHN,11.0,3.0
2024-07-13,SFN,MIN,2.0,4.0
2024-07-13,SDN,ATL,4.0,0.0
2024-07-13,PHI,OAK,11.0,5.0
2024-07-13,MIL,WAS,5.0,6.0
2024-07-13,TBA,CLE,2.0,4.0
2024-07-13,DET,LAN,11.0,9.0
2024-07-13,CIN,MIA,10.0,6.0
2024-07-13,CHA,PIT,2.0,6.0
2024-07-13,BOS,KCA,5.0,0.0
2024-07-13,BAL,NYA,1.0,6.0
2024-07-13,ARI,TOR,12.0,1.0
2024-07-13,ANA,SEA,2.0,1.0
2024-07-13,HOU,TEX,1.0,2.0
2024-07-14,TBA,CLE,2.0,0.0
2024-07-14,SFN,MIN,3.0,2.0
2024-07-14,SDN,ATL,3.0,6.0
2024-07-14,PHI,OAK,3.0,18.0
2024-07-14,NYN,COL,5.0,8.0
2024-07-14,MIL,WAS,9.0,3.0
2024-07-14,HOU,TEX,2.0,4.0
2024-07-14,SLN,CHN,3.0,8.0
2024-07-14,CIN,MIA,2.0,3.0
2024-07-14,CHA,PIT,4.0,9.0
2024-07-14,BOS,KCA,5.0,4.0
2024-07-14,BAL,NYA,6.0,5.0
2024-07-14,ARI,TOR,7.0,8.0
2024-07-14,ANA,SEA,3.0,2.0
2024-07-14,DET,LAN,4.0,3.0
2024-07-16,ALS,NLS,5.0,3.0
2024-07-19,WAS,CIN,8.0,5.0
2024-07-19,TOR,DET,4.0,5.0
2024-07-19,TEX,BAL,1.0,9.0
2024-07-19,SEA,HOU,0.0,3.0
2024-07-19,PIT,PHI,8.0,7.0
2024-07-19,OAK,ANA,13.0,3.0
2024-07-19,MIA,NYN,6.0,4.0
2024-07-19,LAN,BOS,4.0,1.0
2024-07-19,KCA,CHA,7.0,1.0
2024-07-19,COL,SFN,7.0,3.0
2024-07-19,CLE,SDN,7.0,0.0
2024-07-19,CHN,ARI,2.0,5.0
2024-07-19,NYA,TBA,6.0,1.0
2024-07-20,NYA,TBA,1.0,9.0
2024-07-20,TOR,DET,3.0,7.0
2024-07-20,TEX,BAL,4.0,8.0
2024-07-20,SEA,HOU,2.0,4.0
2024-07-20,WAS,CIN,5.0,4.0
2024-07-20,OAK,ANA,8.0,2.0
2024-07-20,MIN,MIL,4.0,8.0
2024-07-20,PIT,PHI,4.0,1.0
2024-07-20,LAN,BOS,7.0,6.0
2024-07-20,KCA,CHA,6.0,1.0
2024-07-20,COL,SFN,4.0,3.0
2024-07-20,CLE,SDN,0.0,7.0
2024-07-20,CHN,ARI,0.0,3.0
2024-07-20,ATL,SLN,5.0,9.0
2024-07-20,ATL,SLN,3.0,2.0
2024-07-20,MIA,NYN,0.0,1.0
2024-07-21,WAS,CIN,5.0,2.0
2024-07-21,TEX,BAL,3.0,2.0
2024-07-21,SEA,HOU,6.0,4.0
2024-07-21,PIT,PHI,0.0,6.0
2024-07-21,OAK,ANA,5.0,8.0
2024-07-21,NYA,TBA,4.0,6.0
2024-07-21,MIN,MIL,7.0,8.0
2024-07-21,TOR,DET,5.0,4.0
2024-07-21,LAN,BOS,9.0,6.0
2024-07-21,KCA,CHA,4.0,1.0
2024-07-21,COL,SFN,2.0,3.0
2024-07-21,CLE,SDN,1.0,2.0
2024-07-21,CHN,ARI,2.0,1.0
2024-07-21,ATL,SLN,2.0,6.0
2024-07-21,MIA,NYN,4.0,2.0
2024-07-22,TEX,CHA,4.0,3.0
2024-07-22,SEA,ANA,1.0,3.0
2024-07-22,PIT,SLN,2.0,1.0
2024-07-22,OAK,HOU,4.0,0.0
2024-07-22,NYA,TBA,9.0,1.0
2024-07-22,MIN,PHI,7.0,2.0
2024-07-22,MIA,NYN,4.0,6.0
2024-07-22,KCA,ARI,10.0,4.0
2024-07-22,COL,BOS,9.0,8.0
2024-07-22,CLE,DET,2.0,8.0
2024-07-22,CHN,MIL,3.0,1.0
2024-07-22,ATL,CIN,1.0,4.0
2024-07-22,LAN,SFN,3.0,2.0
2024-07-23,OAK,HOU,8.0,2.0
2024-07-23,TOR,TBA,2.0,4.0
2024-07-23,TEX,CHA,3.0,2.0
2024-07-23,SEA,ANA,1.0,5.0
2024-07-23,WAS,SDN,0.0,4.0
2024-07-23,PIT,SLN,1.0,2.0
2024-07-23,NYA,NYN,2.0,3.0
2024-07-23,KCA,ARI,2.0,6.0
2024-07-23,MIA,BAL,6.0,3.0
2024-07-23,LAN,SFN,5.0,2.0
2024-07-23,COL,BOS,0.0,6.0
2024-07-23,CLE,DET,5.0,4.0
2024-07-23,CHN,MIL,0.0,1.0
2024-07-23,MIN,PHI,0.0,3.0
2024-07-24,WAS,SDN,3.0,12.0
2024-07-24,TOR,TBA,6.0,3.0
2024-07-24,TEX,CHA,10.0,2.0
2024-07-24,PIT,SLN,5.0,0.0
2024-07-24,OAK,HOU,1.0,8.0
2024-07-24,NYA,NYN,3.0,12.0
2024-07-24,MIN,PHI,5.0,4.0
2024-07-24,SEA,ANA,1.0,2.0
2024-07-24,LAN,SFN,3.0,8.0
2024-07-24,KCA,ARI,6.0,8.0
2024-07-24,COL,BOS,20.0,7.0
2024-07-24,CLE,DET,2.0,1.0
2024-07-24,CHN,MIL,2.0,3.0
2024-07-24,ATL,CIN,4.0,9.0
2024-07-24,MIA,BAL,6.0,3.0
2024-07-25,WAS,SDN,0.0,3.0
2024-07-25,TOR,TBA,0.0,13.0
2024-07-25,TEX,CHA,2.0,1.0
2024-07-25,NYN,ATL,3.0,2.0
2024-07-25,MIA,BAL,6.0,7.0
2024-07-25,CLE,DET,0.0,3.0
2024-07-25,ANA,OAK,5.0,6.0
2024-07-25,LAN,SFN,6.0,4.0
2024-07-26,NYN,ATL,8.0,4.0
2024-07-26,TOR,TEX,6.0,5.0
2024-07-26,TBA,CIN,2.0,3.0
2024-07-26,SLN,WAS,8.0,10.0
2024-07-26,SFN,COL,11.0,4.0
2024-07-26,PHI,CLE,1.0,3.0
2024-07-26,MIL,MIA,2.0,6.0
2024-07-26,CHA,SEA,0.0,10.0
2024-07-26,HOU,LAN,5.0,0.0
2024-07-26,DET,MIN,3.0,9.0
2024-07-26,KCA,CHN,6.0,0.0
2024-07-26,BOS,NYA,9.0,7.0
2024-07-26,BAL,SDN,4.0,6.0
2024-07-26,ARI,PIT,4.0,3.0
2024-07-26,ANA,OAK,4.0,5.0
2024-07-27,TOR,TEX,7.0,3.0
2024-07-27,SLN,WAS,3.0,14.0
2024-07-27,SFN,COL,5.0,0.0
2024-07-27,SFN,COL,4.0,1.0
2024-07-27,PHI,CLE,8.0,0.0
2024-07-27,NYN,ATL,0.0,4.0
2024-07-27,MIL,MIA,3.0,7.0
2024-07-27,TBA,CIN,4.0,0.0
2024-07-27,HOU,LAN,7.0,6.0
2024-07-27,DET,MIN,7.0,2.0
2024-07-27,CHA,SEA,3.0,6.0
2024-07-27,BOS,NYA,8.0,11.0
2024-07-27,BAL,SDN,4.0,9.0
2024-07-27,ARI,PIT,9.0,5.0
2024-07-27,ANA,OAK,1.0,3.0
2024-07-27,KCA,CHN,4.0,9.0
2024-07-28,TOR,TEX,7.0,3.0
2024-07-28,TBA,CIN,2.0,1.0
2024-07-28,SLN,WAS,4.0,3.0
2024-07-28,SFN,COL,5.0,4.0
2024-07-28,PHI,CLE,3.0,4.0
2024-07-28,NYN,ATL,2.0,9.0
2024-07-28,MIL,MIA,6.0,2.0
2024-07-28,HOU,LAN,2.0,6.0
2024-07-28,DET,MIN,0.0,5.0
2024-07-28,CHA,SEA,3.0,6.0
2024-07-28,BOS,NYA,2.0,8.0
2024-07-28,BAL,SDN,8.0,6.0
2024-07-28,ARI,PIT,5.0,6.0
2024-07-28,ANA,OAK,8.0,6.0
2024-07-28,KCA,CHN,3.0,7.0
2024-07-29,HOU,PIT,3.0,5.0
2024-07-29,SLN,TEX,3.0,6.0
2024-07-29,PHI,NYA,4.0,14.0
2024-07-29,NYN,MIN,15.0,2.0
2024-07-29,MIL,ATL,8.0,3.0
2024-07-29,DET,CLE,4.0,8.0
2024-07-29,BAL,TOR,4.0,8.0
2024-07-29,CHA,KCA,5.0,8.0
2024-07-29,BOS,SEA,14.0,7.0
2024-07-29,BAL,TOR,11.0,5.0
2024-07-29,ARI,WAS,9.0,8.0
2024-07-29,CIN,CHN,7.0,1.0
2024-07-30,TBA,MIA,9.0,3.0
2024-07-30,SLN,TEX,8.0,1.0
2024-07-30,SDN,LAN,6.0,5.0
2024-07-30,PHI,NYA,6.0,7.0
2024-07-30,NYN,MIN,2.0,0.0
2024-07-30,MIL,ATL,1.0,5.0
2024-07-30,HOU,PIT,2.0,6.0
2024-07-30,SFN,OAK,2.0,5.0
2024-07-30,CIN,CHN,6.0,3.0
2024-07-30,CHA,KCA,3.0,4.0
2024-07-30,BOS,SEA,6.0,10.0
2024-07-30,BAL,TOR,6.0,2.0
2024-07-30,ARI,WAS,17.0,0.0
2024-07-30,ANA,COL,10.0,7.0
2024-07-30,DET,CLE,0.0,5.0
2024-07-31,TBA,MIA,2.0,6.0
2024-07-31,SLN,TEX,10.0,1.0
2024-07-31,SFN,OAK,1.0,0.0
2024-07-31,SDN,LAN,8.0,1.0
2024-07-31,PHI,NYA,5.0,6.0
2024-07-31,NYN,MIN,3.0,8.0
2024-07-31,MIL,ATL,2.0,6.0
2024-07-31,CHA,KCA,3.0,10.0
2024-07-31,CIN,CHN,4.0,13.0
2024-07-31,BOS,SEA,3.0,2.0
2024-07-31,BAL,TOR,10.0,4.0
2024-07-31,ARI,WAS,5.0,4.0
2024-07-31,ANA,COL,1.0,2.0
2024-07-31,HOU,PIT,5.0,4.0
2024-08-01,DET,KCA,1.0,7.0
2024-08-01,CLE,BAL,10.0,3.0
2024-08-01,ANA,COL,4.0,5.0
2024-08-01,ATL,MIA,4.0,2.0
2024-08-01,CHN,SLN,5.0,4.0
2024-08-02,ANA,NYN,1.0,5.0
2024-08-02,WAS,MIL,3.0,8.0
2024-08-02,TEX,BOS,6.0,11.0
2024-08-02,SEA,PHI,10.0,2.0
2024-08-02,SDN,COL,2.0,5.0
2024-08-02,OAK,LAN,6.0,5.0
2024-08-02,NYA,TOR,5.0,8.0
2024-08-02,PIT,ARI,8.0,9.0
2024-08-02,HOU,TBA,3.0,2.0
2024-08-02,DET,KCA,2.0,9.0
2024-08-02,CLE,BAL,8.0,4.0
2024-08-02,CIN,SFN,0.0,3.0
2024-08-02,CHN,SLN,6.0,3.0
2024-08-02,ATL,MIA,5.0,3.0
2024-08-02,MIN,CHA,10.0,2.0
2024-08-03,OAK,LAN,0.0,10.0
2024-08-03,WAS,MIL,6.0,4.0
2024-08-03,TEX,BOS,7.0,4.0
2024-08-03,SEA,PHI,6.0,5.0
2024-08-03,SDN,COL,3.0,2.0
2024-08-03,PIT,ARI,4.0,2.0
2024-08-03,NYA,TOR,8.0,3.0
2024-08-03,CIN,SFN,6.0,4.0
2024-08-03,HOU,TBA,1.0,6.0
2024-08-03,DET,KCA,6.0,5.0
2024-08-03,CLE,BAL,4.0,7.0
2024-08-03,ATL,MIA,3.0,4.0
2024-08-03,ANA,NYN,5.0,4.0
2024-08-03,MIN,CHA,6.0,2.0
2024-08-03,CHN,SLN,4.0,5.0
2024-08-04,WAS,MIL,4.0,3.0
2024-08-04,NYA,TOR,4.0,3.0
2024-08-04,TEX,BOS,2.0,7.0
2024-08-04,SEA,PHI,0.0,6.0
2024-08-04,SDN,COL,10.0,2.0
2024-08-04,PIT,ARI,5.0,6.0
2024-08-04,OAK,LAN,2.0,3.0
2024-08-04,HOU,TBA,0.0,1.0
2024-08-04,DET,KCA,2.0,3.0
2024-08-04,CLE,BAL,5.0,9.0
2024-08-04,CIN,SFN,2.0,8.0
2024-08-04,CHN,SLN,6.0,2.0
2024-08-04,ATL,MIA,0.0,7.0
2024-08-04,ANA,NYN,3.0,2.0
2024-08-04,MIN,CHA,13.0,7.0
2024-08-05,WAS,SFN,1.0,4.0
2024-08-05,TEX,HOU,4.0,3.0
2024-08-05,SLN,NYN,0.0,6.0
2024-08-05,OAK,CHA,5.0,1.0
2024-08-05,LAN,PHI,5.0,3.0
2024-08-05,KCA,BOS,5.0,9.0
2024-08-05,CLE,ARI,6.0,7.0
2024-08-05,CHN,MIN,0.0,3.0
2024-08-05,MIA,CIN,3.0,10.0
2024-08-06,SEA,DET,2.0,4.0
2024-08-06,TOR,BAL,5.0,2.0
2024-08-06,TEX,HOU,2.0,4.0
2024-08-06,WAS,SFN,11.0,5.0
2024-08-06,SLN,TBA,4.0,3.0
2024-08-06,PIT,SDN,0.0,6.0
2024-08-06,COL,NYN,6.0,3.0
2024-08-06,MIA,CIN,2.0,8.0
2024-08-06,LAN,PHI,2.0,6.0
2024-08-06,KCA,BOS,5.0,6.0
2024-08-06,CHN,MIN,7.0,3.0
2024-08-06,ATL,MIL,0.0,10.0
2024-08-06,OAK,CHA,1.0,5.0
2024-08-07,OAK,CHA,3.0,2.0
2024-08-07,TOR,BAL,3.0,7.0
2024-08-07,WAS,SFN,4.0,7.0
2024-08-07,TEX,HOU,4.0,6.0
2024-08-07,SLN,TBA,5.0,2.0
2024-08-07,SEA,DET,2.0,6.0
2024-08-07,PIT,SDN,8.0,9.0
2024-08-07,NYA,ANA,2.0,8.0
2024-08-07,CHN,MIN,8.0,2.0
2024-08-07,MIA,CIN,6.0,4.0
2024-08-07,LAN,PHI,4.0,9.0
2024-08-07,KCA,BOS,8.0,4.0
2024-08-07,COL,NYN,3.0,5.0
2024-08-07,CLE,ARI,3.0,5.0
2024-08-07,CLE,ARI,3.0,7.0
2024-08-07,ATL,MIL,5.0,8.0
2024-08-07,NYA,ANA,5.0,2.0
2024-08-08,WAS,SFN,5.0,9.0
2024-08-08,TOR,BAL,7.0,6.0
2024-08-08,SLN,TBA,4.0,6.0
2024-08-08,SEA,DET,4.0,3.0
2024-08-08,PIT,SDN,6.0,7.0
2024-08-08,NYA,ANA,4.0,9.0
2024-08-08,MIA,CIN,4.0,10.0
2024-08-08,COL,NYN,1.0,9.0
2024-08-08,ATL,MIL,7.0,16.0
2024-08-08,ARI,PHI,4.0,6.0
2024-08-09,WAS,ANA,3.0,2.0
2024-08-09,TOR,OAK,3.0,1.0
2024-08-09,TBA,BAL,1.0,4.0
2024-08-09,SFN,DET,3.0,2.0
2024-08-09,SEA,NYN,6.0,0.0
2024-08-09,MIN,CLE,6.0,3.0
2024-08-09,MIN,CLE,4.0,2.0
2024-08-09,CHA,CHN,6.0,7.0
2024-08-09,MIA,SDN,2.0,6.0
2024-08-09,LAN,PIT,9.0,5.0
2024-08-09,KCA,SLN,5.0,8.0
2024-08-09,COL,ATL,6.0,5.0
2024-08-09,BOS,HOU,4.0,8.0
2024-08-09,ARI,PHI,3.0,2.0
2024-08-09,MIL,CIN,8.0,3.0
2024-08-10,NYA,TEX,8.0,0.0
2024-08-10,WAS,ANA,5.0,4.0
2024-08-10,TOR,OAK,0.0,1.0
2024-08-10,TBA,BAL,5.0,7.0
2024-08-10,SFN,DET,3.0,1.0
2024-08-10,SEA,NYN,4.0,0.0
2024-08-10,NYA,TEX,4.0,9.0
2024-08-10,MIN,CLE,1.0,2.0
2024-08-10,ARI,PHI,11.0,1.0
2024-08-10,MIA,SDN,8.0,9.0
2024-08-10,LAN,PIT,4.0,1.0
2024-08-10,KCA,SLN,8.0,3.0
2024-08-10,COL,ATL,8.0,11.0
2024-08-10,CHA,CHN,1.0,3.0
2024-08-10,BOS,HOU,4.0,5.0
2024-08-10,MIL,CIN,1.0,0.0
2024-08-11,WAS,ANA,4.0,6.0
2024-08-11,TOR,OAK,4.0,8.0
2024-08-11,TBA,BAL,2.0,1.0
2024-08-11,SFN,DET,4.0,5.0
2024-08-11,SEA,NYN,12.0,1.0
2024-08-11,NYA,TEX,8.0,7.0
2024-08-11,MIL,CIN,3.0,4.0
2024-08-11,MIA,SDN,7.0,6.0
2024-08-11,LAN,PIT,6.0,5.0
2024-08-11,COL,ATL,9.0,8.0
2024-08-11,BOS,HOU,2.0,10.0
2024-08-11,ARI,PHI,12.0,5.0
2024-08-11,MIN,CLE,3.0,5.0
2024-08-12,MIL,LAN,2.0,5.0
2024-08-12,SFN,ATL,0.0,1.0
2024-08-12,SDN,PIT,2.0,1.0
2024-08-12,MIN,KCA,8.0,3.0
2024-08-12,CLE,CHN,9.0,8.0
2024-08-12,TBA,HOU,1.0,6.0
2024-08-12,CHA,NYA,12.0,2.0
2024-08-12,ANA,TOR,2.0,4.0
2024-08-12,CIN,SLN,6.0,1.0
2024-08-12,BOS,TEX,5.0,4.0
2024-08-12,ARI,COL,5.0,4.0
2024-08-13,TBA,HOU,2.0,3.0
2024-08-13,SDN,PIT,3.0,0.0
2024-08-13,PHI,MIA,0.0,5.0
2024-08-13,NYN,OAK,4.0,9.0
2024-08-13,MIN,KCA,13.0,3.0
2024-08-13,MIL,LAN,2.0,7.0
2024-08-13,DET,SEA,15.0,1.0
2024-08-13,SFN,ATL,3.0,4.0
2024-08-13,CIN,SLN,4.0,1.0
2024-08-13,CHA,NYA,1.0,4.0
2024-08-13,BOS,TEX,9.0,4.0
2024-08-13,BAL,WAS,3.0,9.0
2024-08-13,ARI,COL,4.0,3.0
2024-08-13,ANA,TOR,1.0,6.0
2024-08-13,CLE,CHN,2.0,1.0
2024-08-14,TBA,HOU,1.0,2.0
2024-08-14,SFN,ATL,2.0,13.0
2024-08-14,SDN,PIT,8.0,2.0
2024-08-14,PHI,MIA,9.0,5.0
2024-08-14,NYN,OAK,9.0,1.0
2024-08-14,MIN,KCA,1.0,4.0
2024-08-14,MIL,LAN,5.0,4.0
2024-08-14,CIN,SLN,9.0,2.0
2024-08-14,CLE,CHN,6.0,1.0
2024-08-14,CHA,NYA,2.0,10.0
2024-08-14,BOS,TEX,7.0,9.0
2024-08-14,BAL,WAS,4.0,1.0
2024-08-14,ARI,COL,11.0,4.0
2024-08-14,DET,SEA,3.0,2.0
2024-08-14,ANA,TOR,2.0,9.0
2024-08-15,TEX,MIN,2.0,3.0
2024-08-15,PHI,WAS,13.0,3.0
2024-08-15,SFN,ATL,6.0,0.0
2024-08-15,NYN,OAK,6.0,7.0
2024-08-15,DET,SEA,2.0,1.0
2024-08-15,BAL,BOS,5.0,1.0
2024-08-15,MIL,LAN,6.0,4.0
2024-08-16,TEX,MIN,3.0,4.0
2024-08-16,TBA,ARI,5.0,4.0
2024-08-16,SLN,LAN,6.0,7.0
2024-08-16,PIT,SEA,5.0,3.0
2024-08-16,PHI,WAS,3.0,2.0
