gid,team,inn1,inn2,inn3,inn4,inn5,inn6,inn7,inn8,inn9,inn10,inn11,inn12,inn13,inn14,inn15,inn16,inn17,inn18,inn19,inn20,inn21,inn22,inn23,inn24,inn25,inn26,inn27,inn28,lob,mgr,stattype,b_pa,b_ab,b_r,b_h,b_d,b_t,b_hr,b_rbi,b_sh,b_sf,b_hbp,b_w,b_iw,b_k,b_sb,b_cs,b_gdp,b_xi,b_roe,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,d_po,d_a,d_e,d_dp,d_tp,d_pb,d_wp,d_sb,d_cs,start_l1,start_l2,start_l3,start_l4,start_l5,start_l6,start_l7,start_l8,start_l9,start_f1,start_f2,start_f3,start_f4,start_f5,start_f6,start_f7,start_f8,start_f9,start_f10,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp
CIN202403280,WAS,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,3,martd002,value,32,32,2,6,0,0,1,2,0,0,0,0,0,9,0,0,0,0,0,24,0,37,10,3,0,2,8,8,2,0,9,1,0,0,0,0,3,0,0,24,5,0,0,0,0,0,3,0,abrac001,thoml002,winkj002,menej001,gallj002,ruizk001,rosae001,vargi001,garcl006,grayj004,ruizk001,gallj002,garcl006,vargi001,abrac001,winkj002,rosae001,thoml002,menej001,20240328,0,CIN09,v,CIN,0,1,0,regular,y,y
CIN202403280,CIN,0,3,4,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,5,belld002,value,37,34,8,10,3,0,2,8,0,0,1,2,0,9,3,0,0,0,0,27,0,32,6,0,0,1,2,2,0,0,9,0,0,0,0,0,0,0,0,27,8,1,0,0,0,0,0,0,indij001,bensw001,encac001,candj002,fralj001,delae003,stees001,martn003,stept001,montf001,stept001,encac001,indij001,candj002,delae003,stees001,bensw001,fralj001,martn003,20240328,0,CIN09,h,WAS,1,0,0,regular,y,y
HOU202403280,NYA,0,0,0,0,3,1,1,0,0,,,,,,,,,,,,,,,,,,,,10,boona001,value,42,31,5,8,1,0,1,5,0,1,1,9,0,10,0,0,3,0,0,27,0,40,13,1,0,1,4,4,2,0,7,0,0,0,0,0,0,0,0,27,10,0,1,0,0,0,0,0,torrg001,sotoj001,judga001,stanm004,rizza001,volpa001,verda001,trevj001,cabro002,cortn001,trevj001,rizza001,torrg001,cabro002,volpa001,verda001,judga001,sotoj001,stanm004,20240328,0,HOU03,v,HOU,1,0,0,regular,y,y
HOU202403280,HOU,3,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,9,espaj801,value,40,38,4,13,1,0,1,4,0,0,0,2,0,7,0,0,1,0,0,27,0,42,8,1,0,1,5,5,9,0,10,1,0,0,0,1,0,0,0,27,12,0,3,0,0,0,0,0,altuj001,alvay001,tuckk001,brega001,abrej003,mccoc001,diazy004,penaj004,meyej002,valdf001,diazy004,abrej003,altuj001,brega001,penaj004,mccoc001,meyej002,tuckk001,alvay001,20240328,0,HOU03,h,NYA,0,1,0,regular,y,y
KCA202403280,MIN,1,0,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,11,baldr001,value,42,37,4,10,1,0,1,3,0,0,0,5,1,12,0,0,0,0,0,27,0,32,5,2,0,1,1,1,1,0,8,0,0,0,0,0,0,0,0,27,9,0,1,0,0,0,0,0,buxtb001,jeffr002,lewir003,corrc001,santc002,keplm001,farmk001,castw003,margm001,lopep002,jeffr002,santc002,farmk001,lewir003,corrc001,castw003,buxtb001,keplm001,margm001,20240328,0,KAN06,v,KCA,1,0,0,regular,y,y
KCA202403280,KCA,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,4,quatm801,value,32,31,1,5,2,0,1,1,0,0,0,1,0,8,0,0,1,0,0,27,0,42,10,1,0,1,4,4,5,1,12,0,1,0,0,0,0,0,0,27,8,1,0,0,0,1,0,0,garcm003,wittb002,pasqv001,peres002,melem001,renfh001,fraza001,velan001,isbek001,ragac001,peres002,pasqv001,fraza001,garcm003,wittb002,melem001,isbek001,renfh001,velan001,20240328,0,KAN06,h,MIN,0,1,0,regular,y,y
LAN202403280,SLN,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,4,marmo801,value,32,31,1,3,0,0,1,1,0,0,0,1,0,6,1,0,0,0,1,24,0,36,10,2,0,2,7,7,4,0,10,0,0,0,0,1,0,0,0,24,7,0,1,0,0,0,0,0,donob001,goldp001,gormn001,arenn001,contw001,burla001,walkj003,scotv001,winnm001,mikom001,contw001,goldp001,gormn001,arenn001,winnm001,donob001,scotv001,walkj003,burla001,20240328,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN202403280,LAN,2,0,3,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,5,robed001,value,36,31,7,10,2,0,2,7,0,1,0,4,0,10,0,0,1,0,0,27,0,32,3,0,0,1,1,1,1,0,6,0,0,0,0,0,1,0,0,27,2,1,0,0,0,0,1,0,bettm001,ohtas001,freef001,smitw003,muncm001,hernt002,outmj002,heywj001,lux-g001,glast001,smitw003,freef001,lux-g001,muncm001,bettm001,hernt002,outmj002,heywj001,ohtas001,20240328,0,LOS03,h,SLN,1,0,0,regular,y,y
MIA202403280,PIT,0,0,2,0,0,0,2,1,0,0,0,1,,,,,,,,,,,,,,,,,10,sheld801,value,52,44,6,9,2,0,3,6,0,0,0,8,2,17,0,0,0,0,0,36,0,48,8,2,0,0,5,4,4,2,7,2,0,0,0,1,1,0,0,36,20,1,3,0,0,0,1,0,joe-c001,reynb001,hayek001,mccua001,davih001,cruzo001,trioj001,tellr001,taylm002,kellm003,davih001,tellr001,trioj001,hayek001,cruzo001,reynb001,taylm002,joe-c001,mccua001,20240328,0,MIA02,v,MIA,1,0,0,regular,y,y
MIA202403280,MIA,0,2,2,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,7,schus001,value,48,41,5,8,2,0,0,5,0,1,2,4,2,7,1,0,3,0,1,36,0,52,9,2,0,3,6,5,8,2,17,0,0,0,0,0,0,0,0,36,14,1,0,0,0,0,0,0,arral001,bellj005,delab001,chisj001,burgj001,sancj003,andet001,gordn001,fortn001,luzaj001,fortn001,bellj005,arral001,burgj001,andet001,gordn001,chisj001,sancj003,delab001,20240328,0,MIA02,h,PIT,0,1,0,regular,y,y
OAK202403280,CLE,0,1,0,5,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,7,vogts001,value,42,35,8,11,4,1,0,7,0,1,3,3,0,7,0,1,1,0,0,27,0,31,4,1,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,27,7,1,1,0,0,0,0,0,kwans001,ramij003,laurr001,naylj001,fry-d001,freet001,gimea001,hedga001,roccb001,biebs001,hedga001,naylj001,gimea001,ramij003,roccb001,kwans001,freet001,laurr001,fry-d001,20240328,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK202403280,OAK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,4,kotsm001,value,31,30,0,4,1,0,0,0,0,0,0,1,0,13,0,0,1,0,1,27,0,42,11,4,1,0,8,8,3,0,7,3,0,0,0,1,0,1,0,27,9,1,1,0,0,0,0,1,nodar001,geloz001,bledj001,rookb001,brows003,davij006,langs001,butll001,allen002,wooda002,langs001,nodar001,geloz001,davij006,allen002,brows003,bledj001,butll001,rookb001,20240328,0,OAK01,h,CLE,0,1,0,regular,y,y
SDN202403280,SFN,0,0,1,0,0,0,2,0,1,,,,,,,,,,,,,,,,,,,,4,melvb001,value,35,32,4,9,2,0,1,4,1,1,0,1,0,10,0,1,0,0,0,24,0,35,9,1,0,0,6,6,3,1,7,0,0,0,0,0,2,0,0,24,12,1,1,0,0,0,2,0,lee-j001,solej001,wadel001,chapm001,yastm001,estrt001,confm001,bailp001,ahmen001,webbl001,bailp001,wadel001,estrt001,chapm001,ahmen001,confm001,lee-j001,yastm001,solej001,20240328,0,SAN02,v,SDN,0,1,0,regular,y,y
SDN202403280,SDN,0,0,0,0,2,0,4,0,,,,,,,,,,,,,,,,,,,,,5,shilm801,value,35,32,6,9,1,0,0,5,0,0,0,3,1,7,2,0,1,0,0,27,0,35,9,2,0,1,4,4,1,0,10,0,1,0,1,1,0,1,0,27,11,0,1,0,0,1,0,1,bogax001,tatif002,cronj001,machm001,kim-h002,profj001,campl002,wadet002,merrj002,darvy001,campl002,cronj001,bogax001,wadet002,kim-h002,profj001,merrj002,tatif002,machm001,20240328,0,SAN02,h,SFN,1,0,0,regular,y,y
SEA202403280,BOS,0,0,2,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,7,coraa001,value,40,38,6,11,2,1,2,6,0,0,0,2,0,7,3,1,0,0,1,27,0,36,8,2,0,2,4,4,1,0,9,1,0,0,0,0,0,0,0,27,11,0,1,0,0,0,0,0,duraj001,dever001,stort001,casat001,oneit001,yoshm002,rafac001,valde002,wongc001,bellb002,wongc001,casat001,valde002,dever001,stort001,duraj001,rafac001,oneit001,yoshm002,20240328,0,SEA03,v,SEA,1,0,0,regular,y,y
SEA202403280,SEA,0,0,0,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,5,servs002,value,36,34,4,8,2,0,2,4,0,0,1,1,0,9,0,0,1,0,0,27,0,40,11,2,1,2,6,6,2,0,7,0,0,0,0,0,3,1,0,27,6,1,0,0,0,0,3,1,crawj002,rodrj007,polaj001,garvm001,ralec001,hanim001,canzd001,frant002,rojaj001,castl003,ralec001,frant002,polaj001,rojaj001,crawj002,canzd001,rodrj007,hanim001,garvm001,20240328,0,SEA03,h,BOS,0,1,0,regular,y,y
TBA202403280,TOR,0,0,0,1,0,5,2,0,0,,,,,,,,,,,,,,,,,,,,5,schnj801,value,40,32,8,7,1,0,3,8,0,0,1,7,0,7,0,0,2,0,0,27,0,35,8,3,0,1,2,2,2,0,11,0,1,0,0,0,1,1,0,27,9,0,1,0,0,1,1,1,sprig001,guerv002,bichb001,turnj001,varsd001,kirka001,kierk001,kinei001,biggc002,berrj001,kirka001,guerv002,biggc002,kinei001,bichb001,varsd001,kierk001,sprig001,turnj001,20240328,0,STP01,v,TBA,1,0,0,regular,y,y
TBA202403280,TBA,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,6,cashk001,value,35,33,2,8,3,0,1,2,0,0,0,2,0,11,1,1,1,0,0,27,0,40,7,1,0,3,8,8,7,0,7,1,1,0,0,0,0,0,0,27,9,0,2,0,0,1,0,0,diazy001,loweb001,arozr001,ramih004,parei001,palar002,sirij001,cabaj001,pintr003,efliz001,pintr003,diazy001,loweb001,parei001,cabaj001,arozr001,sirij001,palar002,ramih004,20240328,0,STP01,h,TOR,0,1,0,regular,y,y
TEX202403280,CHN,0,1,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,7,counc001,value,40,33,3,6,3,1,0,2,0,1,1,5,1,8,0,0,2,0,0,29,0,42,8,2,0,2,4,3,6,1,10,0,0,0,1,1,0,0,0,29,11,1,1,0,0,0,0,0,happi001,suzus001,bellc002,morec001,swand001,buscm003,hoern001,madrn001,gomey001,steej002,gomey001,buscm003,hoern001,madrn001,swand001,happi001,bellc002,suzus001,morec001,20240328,0,ARL03,v,TEX,0,1,0,regular,y,y
TEX202403280,TEX,0,0,0,1,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,9,bochb002,value,42,34,4,8,2,0,2,4,1,1,0,6,1,10,0,0,0,0,0,30,0,40,6,3,1,0,3,3,5,1,8,1,1,0,0,1,0,0,0,30,13,1,2,0,0,1,0,0,semim001,seagc001,jungj001,garca005,langw001,heimj001,durae002,carte001,tavel001,eovan001,heimj001,durae002,semim001,jungj001,seagc001,carte001,tavel001,garca005,langw001,20240328,0,ARL03,h,CHN,1,0,0,regular,y,y
ARI202403290,COL,0,1,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,3,blacb001,value,33,33,3,7,1,1,1,2,0,0,0,0,0,11,0,0,0,0,0,24,0,40,14,2,0,3,7,7,4,0,2,0,1,0,0,0,1,1,0,24,11,1,1,0,0,1,1,1,blacc001,bryak001,jonen002,rodgb002,mcmar001,diaze005,tovae001,monte001,doylb001,quanc001,diaze005,monte001,rodgb002,mcmar001,tovae001,jonen002,doylb001,bryak001,blacc001,20240329,0,PHO01,v,ARI,0,1,0,regular,y,y
ARI202403290,ARI,2,0,1,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,9,lovut001,value,40,36,7,14,2,0,3,7,0,0,0,4,0,2,1,1,1,0,0,27,0,33,7,1,1,1,3,3,0,0,11,0,1,0,0,0,0,0,0,27,9,0,0,0,0,1,0,0,carrc005,martk001,gurrl001,walkc002,pedej001,moreg001,suare001,thoma004,perdg001,kellm002,moreg001,walkc002,martk001,suare001,perdg001,gurrl001,thoma004,carrc005,pedej001,20240329,0,PHO01,h,COL,1,0,0,regular,y,y
HOU202403290,NYA,0,0,0,0,0,0,2,4,1,,,,,,,,,,,,,,,,,,,,11,boona001,value,45,39,7,12,3,0,1,5,0,0,1,5,0,9,0,0,1,0,1,27,0,39,7,1,0,0,1,1,6,0,6,0,1,0,0,0,3,0,0,27,5,0,0,0,0,1,3,0,torrg001,sotoj001,judga001,rizza001,stanm004,verda001,volpa001,wella002,cabro002,rodoc001,wella002,rizza001,torrg001,cabro002,volpa001,verda001,judga001,sotoj001,stanm004,20240329,0,HOU03,v,HOU,1,0,0,regular,y,y
HOU202403290,HOU,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,11,espaj801,value,39,33,1,7,1,0,0,1,0,0,0,6,0,6,3,0,0,0,0,27,0,45,12,3,0,1,7,5,5,0,9,1,0,0,0,0,0,0,0,27,8,2,1,0,0,0,0,0,altuj001,alvay001,tuckk001,brega001,abrej003,mccoc001,diazy004,penaj004,meyej002,javic001,diazy004,abrej003,altuj001,brega001,penaj004,mccoc001,meyej002,tuckk001,alvay001,20240329,0,HOU03,h,NYA,0,1,0,regular,y,y
LAN202403290,SLN,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,6,marmo801,value,36,32,3,6,1,0,0,3,0,1,1,2,0,14,0,0,0,0,0,24,0,32,7,1,0,4,6,6,2,0,9,0,0,0,0,0,0,0,0,24,7,0,1,0,0,0,0,0,donob001,goldp001,gormn001,arenn001,contw001,burla001,walkj003,scotv001,winnm001,thomz002,contw001,goldp001,gormn001,arenn001,winnm001,donob001,scotv001,walkj003,burla001,20240329,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN202403290,LAN,1,1,0,3,0,0,1,0,,,,,,,,,,,,,,,,,,,,,2,robed001,value,32,30,6,7,1,0,4,6,0,0,0,2,0,9,0,0,1,0,0,27,0,36,6,1,0,0,3,3,2,0,14,1,0,0,0,1,0,0,0,27,8,0,0,0,0,0,0,0,bettm001,ohtas001,freef001,smitw003,muncm001,hernt002,herne001,taylc001,rojam002,millb005,smitw003,freef001,bettm001,muncm001,rojam002,taylc001,herne001,hernt002,ohtas001,20240329,0,LOS03,h,SLN,1,0,0,regular,y,y
MIA202403290,PIT,0,2,2,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,9,sheld801,value,43,34,7,10,3,0,0,7,0,2,0,7,0,9,0,0,0,0,0,27,0,37,9,1,0,0,2,2,4,0,7,0,1,0,0,0,0,0,0,27,13,2,4,0,0,1,0,0,joe-c001,reynb001,hayek001,mccua001,olive001,davih001,cruzo001,trioj001,taylm002,perem004,davih001,joe-c001,trioj001,hayek001,cruzo001,reynb001,taylm002,olive001,mccua001,20240329,0,MIA02,v,MIA,1,0,0,regular,y,y
MIA202403290,MIA,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,8,schus001,value,37,33,2,9,1,0,0,2,0,0,0,4,0,7,0,0,4,0,1,27,0,43,10,3,0,0,7,7,7,0,9,0,2,0,0,2,0,0,0,27,7,0,1,0,0,2,0,0,arral001,bellj005,burgj001,delab001,chisj001,andet001,garca003,bridj001,bethc001,puk-a001,bethc001,burgj001,arral001,bridj001,andet001,delab001,chisj001,garca003,bellj005,20240329,0,MIA02,h,PIT,0,1,0,regular,y,y
NYN202403290,MIL,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,6,murpp801,value,36,32,3,8,1,0,1,3,0,1,0,3,0,7,1,0,2,0,0,27,0,29,1,0,0,1,1,1,2,0,10,0,1,0,0,0,0,0,0,27,7,0,0,0,0,1,0,0,chouj001,contw002,yelic001,hoskr001,adamw002,perkb002,ortij005,sancg002,monaa001,peraf001,contw002,hoskr001,ortij005,monaa001,adamw002,yelic001,perkb002,chouj001,sancg002,20240329,0,NYC20,v,NYN,1,0,0,regular,y,y
NYN202403290,NYN,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,mendc801,value,29,27,1,1,0,0,1,1,0,0,0,2,0,10,0,0,0,0,0,27,0,36,8,1,0,1,3,3,3,0,7,0,0,0,0,1,1,0,0,27,8,0,2,0,0,0,1,0,nimmb001,lindf001,alonp001,mcnej002,marts002,stewd002,alvaf001,batyb001,badeh001,quinj001,alvaf001,alonp001,mcnej002,batyb001,lindf001,nimmb001,badeh001,marts002,stewd002,20240329,0,NYC20,h,MIL,0,1,0,regular,y,y
OAK202403290,CLE,3,0,0,0,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,7,vogts001,value,40,34,6,9,4,0,1,5,0,0,0,6,0,9,2,2,0,0,1,27,0,36,8,2,0,2,4,4,2,0,5,0,1,0,0,2,0,0,0,27,14,0,1,0,0,1,0,0,kwans001,gimea001,ramij003,naylj001,brenw002,freet001,naylb001,flore001,roccb001,allel003,naylb001,naylj001,gimea001,ramij003,roccb001,kwans001,freet001,brenw002,flore001,20240329,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK202403290,OAK,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,5,kotsm001,value,36,32,4,8,2,0,2,4,0,2,0,2,0,5,0,0,1,0,0,27,0,40,9,4,0,1,6,5,6,0,9,0,1,1,0,0,2,2,0,27,8,2,1,0,0,1,2,2,ruize001,geloz001,davij006,langs001,toroa001,bledj001,hernd006,allen002,butll001,strir001,langs001,davij006,geloz001,hernd006,allen002,ruize001,bledj001,butll001,toroa001,20240329,0,OAK01,h,CLE,0,1,0,regular,y,y
PHI202403290,ATL,0,0,0,0,0,0,2,7,0,,,,,,,,,,,,,,,,,,,,9,snitb801,value,45,40,9,13,6,0,0,8,0,0,0,5,0,10,1,1,0,0,1,27,0,35,5,0,0,1,3,3,3,0,15,0,0,0,0,0,2,0,0,27,7,0,0,0,0,0,2,0,acunr001,albio001,rilea001,olsom001,ozunm001,harrm004,murps001,arcio002,kelej001,stris002,murps001,olsom001,albio001,rilea001,arcio002,kelej001,harrm004,acunr001,ozunm001,20240329,0,PHI13,v,PHI,1,0,0,regular,y,y
PHI202403290,PHI,0,0,0,0,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,5,thomr801,value,35,32,3,5,0,0,1,3,0,0,0,3,0,15,2,0,0,0,0,27,0,45,13,6,0,0,9,9,5,0,10,0,1,0,0,0,1,1,0,27,9,1,0,0,0,1,1,1,schwk001,turnt001,harpb003,realj001,bohma001,stotb001,castn001,marsb002,rojaj003,wheez001,realj001,harpb003,stotb001,bohma001,turnt001,marsb002,rojaj003,castn001,schwk001,20240329,0,PHI13,h,ATL,0,1,0,regular,y,y
SDN202403290,SFN,3,0,0,1,0,0,2,0,2,,,,,,,,,,,,,,,,,,,,7,melvb001,value,42,38,8,13,2,0,2,8,0,0,2,2,0,7,0,0,2,0,0,27,0,34,9,2,0,3,3,3,0,0,5,1,0,0,0,0,0,0,0,27,10,0,2,0,0,0,0,0,lee-j001,solej001,wadel001,chapm001,florw001,confm001,estrt001,bailp001,ahmen001,harrk001,bailp001,florw001,estrt001,chapm001,ahmen001,confm001,lee-j001,wadel001,solej001,20240329,0,SAN02,v,SDN,1,0,0,regular,y,y
SDN202403290,SDN,0,0,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,4,shilm801,value,34,33,3,9,2,0,3,3,0,0,1,0,0,5,0,0,2,0,0,27,0,42,13,2,0,2,8,8,2,0,7,2,2,0,0,0,0,0,0,27,9,1,2,0,0,2,0,0,bogax001,tatif002,cronj001,machm001,kim-h002,profj001,campl002,rosae002,azocj001,musgj001,campl002,cronj001,bogax001,rosae002,kim-h002,profj001,azocj001,tatif002,machm001,20240329,0,SAN02,h,SFN,0,1,0,regular,y,y
SEA202403290,BOS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,7,coraa001,value,34,31,0,4,0,0,0,0,0,0,0,3,0,13,1,0,0,0,0,24,0,30,4,0,0,1,1,1,2,0,14,0,1,0,0,0,1,0,0,24,3,0,0,0,0,1,1,0,duraj001,oneit001,yoshm002,stort001,casat001,rafac001,valde002,dalbb001,mcgur002,piven001,mcgur002,casat001,valde002,dalbb001,stort001,duraj001,rafac001,oneit001,yoshm002,20240329,0,SEA03,v,SEA,0,1,0,regular,y,y
