gid,team,inn1,inn2,inn3,inn4,inn5,inn6,inn7,inn8,inn9,inn10,inn11,inn12,inn13,inn14,inn15,inn16,inn17,inn18,inn19,inn20,inn21,inn22,inn23,inn24,inn25,inn26,inn27,inn28,lob,mgr,stattype,b_pa,b_ab,b_r,b_h,b_d,b_t,b_hr,b_rbi,b_sh,b_sf,b_hbp,b_w,b_iw,b_k,b_sb,b_cs,b_gdp,b_xi,b_roe,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,d_po,d_a,d_e,d_dp,d_tp,d_pb,d_wp,d_sb,d_cs,start_l1,start_l2,start_l3,start_l4,start_l5,start_l6,start_l7,start_l8,start_l9,start_f1,start_f2,start_f3,start_f4,start_f5,start_f6,start_f7,start_f8,start_f9,start_f10,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp
MIA201504070,ATL,7,0,0,0,0,0,1,0,4,,,,,,,,,,,,,,,,,,,,7,gonzf801,value,46,37,12,14,4,0,0,12,2,0,0,7,1,5,1,0,2,0,0,27,0,35,5,0,1,0,2,2,5,0,10,0,0,0,0,0,0,0,0,27,10,0,2,0,0,0,0,0,youne003,petej002,markn001,freef001,bethc001,johnk003,johnc003,simma001,wooda002,wooda002,bethc001,freef001,petej002,johnc003,simma001,johnk003,youne003,markn001,,20150407,0,MIA02,v,MIA,1,0,0,regular,y,y
MIA201504070,MIA,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,6,redmm001,value,35,30,2,5,0,1,0,2,0,0,0,5,0,10,0,0,2,0,0,27,0,46,14,4,0,0,12,12,7,1,5,0,1,0,2,0,1,0,0,27,19,0,2,0,0,1,1,0,gordd002,yelic001,stanm004,morsm001,pradm001,ozunm001,saltj001,hecha001,latom001,latom001,saltj001,morsm001,gordd002,pradm001,hecha001,yelic001,ozunm001,stanm004,,20150407,0,MIA02,h,ATL,0,1,0,regular,y,y
MIL201504070,COL,0,0,0,3,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,9,weisw001,value,41,38,5,12,6,0,0,5,0,1,0,2,0,6,1,0,0,0,0,27,0,33,6,3,0,0,2,2,1,0,7,1,0,0,0,0,0,0,0,27,13,0,1,0,0,0,0,0,blacc001,gonzc001,tulot001,mornj001,arenn001,dickc002,hundn001,lemad001,lylej001,lylej001,hundn001,mornj001,lemad001,arenn001,tulot001,dickc002,blacc001,gonzc001,,20150407,0,MIL06,v,MIL,1,0,0,regular,y,y
MIL201504070,MIL,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,4,roenr001,value,33,31,2,6,3,0,0,1,0,0,1,1,0,7,0,0,1,0,0,27,0,41,12,6,0,0,5,5,2,0,6,0,0,0,0,1,1,0,0,27,10,1,0,0,0,0,1,0,gomec002,lucrj001,linda001,ramia001,davik003,parrg001,seguj002,genns001,garzm001,garzm001,lucrj001,linda001,genns001,ramia001,seguj002,davik003,gomec002,parrg001,,20150407,0,MIL06,h,COL,0,1,0,regular,y,y
OAK201504070,TEX,0,0,1,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,7,banij001,value,37,34,3,8,1,0,0,2,0,0,3,0,0,6,0,0,1,0,0,27,0,33,5,0,1,0,1,1,3,0,7,0,0,0,0,0,0,0,0,27,9,1,3,0,0,0,0,0,martl004,andre001,fielp001,belta001,choos001,rua-r001,morem001,corpc001,odorr001,lewic001,corpc001,fielp001,odorr001,belta001,andre001,rua-r001,martl004,choos001,morem001,20150407,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK201504070,OAK,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,5,melvb001,value,33,30,1,5,0,1,0,1,0,0,0,3,0,7,0,0,3,0,1,27,0,37,8,1,0,0,3,3,0,0,6,3,0,0,0,0,0,0,0,27,11,1,1,0,0,0,0,0,fulds001,sogae001,zobrb001,butlb003,davii001,lawrb002,vogts001,semim001,gentc001,hahnj001,vogts001,davii001,sogae001,lawrb002,semim001,zobrb001,fulds001,gentc001,butlb003,20150407,0,OAK01,h,TEX,0,1,0,regular,y,y
SEA201504070,ANA,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,4,sciom001,value,33,32,2,5,2,0,1,2,0,0,0,1,0,8,0,0,1,0,1,27,0,30,2,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,27,14,0,0,0,0,0,0,0,calhk001,troum001,pujoa001,freed001,cronc002,aybae001,iannc001,cowgc001,giavj001,wilsc004,iannc001,pujoa001,giavj001,freed001,aybae001,cowgc001,troum001,calhk001,cronc002,20150407,0,SEA03,v,SEA,1,0,0,regular,y,y
SEA201504070,SEA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,3,mccll001,value,30,29,0,2,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,27,0,33,5,2,0,1,2,2,1,0,8,0,1,0,0,0,0,0,0,27,12,1,1,0,0,1,0,0,weekr001,jacka001,canor001,cruzn002,seagk001,ruggj001,morrl001,zunim001,millb002,paxtj001,zunim001,morrl001,canor001,seagk001,millb002,ruggj001,jacka001,cruzn002,weekr001,20150407,0,SEA03,h,ANA,0,1,0,regular,y,y
TBA201504070,BAL,4,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,4,showb801,value,37,29,6,6,1,0,1,6,0,1,1,6,0,5,0,0,3,0,0,27,0,37,5,0,1,2,5,5,4,0,11,1,0,0,0,0,2,0,0,27,7,0,0,0,0,0,2,0,deaza001,pears001,snidt001,jonea003,davic003,machm001,flahr001,josec002,cabre001,chenw001,josec002,pears001,flahr001,machm001,cabre001,deaza001,jonea003,snidt001,davic003,20150407,0,STP01,v,TBA,1,0,0,regular,y,y
TBA201504070,TBA,0,0,1,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,5,cashk001,value,37,32,5,5,0,1,2,5,0,0,1,4,0,11,2,0,0,0,0,27,0,37,6,1,0,1,6,6,6,0,5,1,1,0,0,1,0,0,0,27,13,0,3,0,0,1,0,0,guyeb001,souzs001,cabra002,longe001,jennd002,forsl001,river003,beckt001,kierk001,karnn001,river003,forsl001,beckt001,longe001,cabra002,jennd002,kierk001,souzs001,guyeb001,20150407,0,STP01,h,BAL,0,1,0,regular,y,y
ARI201504080,SFN,0,2,0,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,12,bochb002,value,44,40,5,14,4,0,1,5,2,0,0,2,0,4,0,0,0,0,1,27,0,35,5,2,0,0,2,0,2,0,7,1,1,0,0,0,0,0,1,27,16,1,0,0,1,1,0,0,aokin001,duffm002,pagaa001,poseb001,mcgec001,maxwj002,crawb001,sanch002,hestc001,hestc001,sanch002,poseb001,duffm002,mcgec001,crawb001,aokin001,pagaa001,maxwj002,,20150408,0,PHO01,v,ARI,1,0,0,regular,y,y
ARI201504080,ARI,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,6,halec001,value,35,32,2,5,2,0,0,1,0,0,1,2,0,7,0,0,0,0,0,27,0,44,14,4,0,1,5,5,2,0,4,0,0,0,2,0,0,0,0,27,12,1,0,0,0,0,0,0,polla001,owinc001,goldp001,perad001,trumm001,lambj001,lairg001,pennc001,hellj001,hellj001,lairg001,goldp001,owinc001,lambj001,pennc001,perad001,polla001,trumm001,,20150408,0,PHO01,h,SFN,0,1,0,regular,y,y
CHN201504080,SLN,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,7,mathm001,value,34,31,0,4,1,0,0,0,0,0,0,3,0,8,0,0,0,0,0,24,0,28,2,0,1,0,2,1,1,0,11,1,0,0,1,1,0,0,0,24,4,1,0,0,0,0,0,0,carpm002,heywj001,hollm001,adamm002,peraj001,jay-j001,moliy001,wongk001,lynnl001,lynnl001,moliy001,adamm002,wongk001,carpm002,peraj001,hollm001,jay-j001,heywj001,,20150408,0,CHI11,v,CHN,0,1,0,regular,y,y
