gid,date,yearID,homeTeam,awayTeam,homeScore,awayScore,home_roll_runs_5,home_roll_runs_10,home_roll_winpct_10,away_roll_runs_5,away_roll_runs_10,away_roll_winpct_10,temp,windspeed,pred_home_win_prob,pred_home_win_pct
ALS202407160,2024-07-16,2024,ALS,NLS,5,3,4.4,4.333333333333333,0.4444444444444444,3.2,2.7777777777777777,0.3333333333333333,74.0,0.0,0.47819702530001473,47.81970253000147
ANA202404050,2024-04-05,2024,ANA,BOS,6,8,5.6,4.6,0.5,4.6,4.0,0.5,54.0,8.0,0.5403575714595356,54.03575714595355
ANA202404060,2024-04-06,2024,ANA,BOS,2,1,6.0,5.2,0.5,5.6,4.5,0.5,61.0,7.0,0.46758962658962056,46.758962658962055
ANA202404070,2024-04-07,2024,ANA,BOS,2,12,5.6,4.9,0.4,4.8,4.4,0.5,66.0,9.0,0.5176647515139128,51.766475151391276
ANA202404080,2024-04-08,2024,ANA,TBA,7,1,4.6,4.8,0.4,4.8,4.4,0.6,70.0,2.0,0.49185685545335067,49.18568554533507
ANA202404090,2024-04-09,2024,ANA,TBA,4,6,5.4,4.8,0.4,4.0,4.3,0.5,77.0,4.0,0.5382421342564977,53.824213425649766
ANA202404100,2024-04-10,2024,ANA,TBA,2,4,4.2,4.9,0.4,5.0,4.1,0.5,80.0,6.0,0.4926563836244527,49.265638362445266
ANA202404220,2024-04-22,2024,ANA,BAL,2,4,2.4,3.8,0.4,6.6,6.1,0.6,59.0,6.0,0.3933164863909608,39.33164863909608
ANA202404230,2024-04-23,2024,ANA,BAL,7,4,1.8,3.3,0.4,5.2,5.6,0.5,66.0,4.0,0.471540648838345,47.1540648838345
ANA202404240,2024-04-24,2024,ANA,BAL,5,6,3.0,3.8,0.5,5.2,5.9,0.5,67.0,10.0,0.40062001142909154,40.06200114290915
ANA202404260,2024-04-26,2024,ANA,MIN,3,5,3.8,3.9,0.4,5.2,4.3,0.3,64.0,7.0,0.596710512687812,59.67105126878119
ANA202404270,2024-04-27,2024,ANA,MIN,5,16,3.4,3.5,0.3,6.0,4.4,0.2,67.0,9.0,0.4769385807229715,47.693858072297154
ANA202404280,2024-04-28,2024,ANA,MIN,5,11,4.4,3.4,0.4,7.8,5.7,0.3,73.0,6.0,0.5081649170401564,50.81649170401564
ANA202404290,2024-04-29,2024,ANA,PHI,6,5,5.0,3.4,0.4,6.2,6.3,0.5,71.0,7.0,0.4093378055724455,40.933780557244546
ANA202404300,2024-04-30,2024,ANA,PHI,5,7,4.8,3.9,0.5,6.4,6.1,0.5,68.0,10.0,0.40991683331136697,40.9916833311367
ANA202405010,2024-05-01,2024,ANA,PHI,1,2,4.8,4.3,0.5,6.8,5.9,0.5,71.0,6.0,0.4245801200409566,42.45801200409566
ANA202405090,2024-05-09,2024,ANA,KCA,4,10,3.4,4.0,0.3,4.0,4.3,0.6,67.0,11.0,0.4897947574340835,48.97947574340835
ANA202405100,2024-05-10,2024,ANA,KCA,1,2,4.0,3.9,0.3,5.2,5.2,0.7,66.0,6.0,0.44725902812722185,44.72590281272218
ANA202405110,2024-05-11,2024,ANA,KCA,9,3,4.0,3.4,0.2,5.2,4.9,0.6,67.0,10.0,0.4810602633857178,48.10602633857178
ANA202405120,2024-05-12,2024,ANA,KCA,2,4,5.6,3.8,0.3,5.2,4.8,0.7,73.0,6.0,0.48331879868002364,48.33187986800237
ANA202405130,2024-05-13,2024,ANA,SLN,5,10,4.2,3.9,0.3,3.0,2.8,0.7,65.0,8.0,0.481098606221752,48.1098606221752
ANA202405140,2024-05-14,2024,ANA,SLN,6,7,4.2,3.8,0.3,4.0,3.7,0.8,66.0,8.0,0.47258930675054206,47.25893067505421
ANA202405150,2024-05-15,2024,ANA,SLN,7,2,4.6,4.3,0.4,5.2,4.1,0.7,68.0,8.0,0.4717243364497263,47.17243364497263
ANA202405240,2024-05-24,2024,ANA,CLE,4,10,4.4,5.1,0.6,6.4,5.6,0.4,66.0,8.0,0.45759911196164416,45.75991119616442
ANA202405250,2024-05-25,2024,ANA,CLE,3,4,4.8,5.3,0.7,6.2,5.9,0.4,66.0,9.0,0.45310117021499285,45.31011702149929
ANA202405260,2024-05-26,2024,ANA,CLE,4,5,4.6,5.1,0.6,6.0,5.6,0.4,71.0,4.0,0.4856117283785464,48.56117283785464
ANA202405280,2024-05-28,2024,ANA,NYA,4,3,3.6,4.9,0.6,5.2,5.0,0.4,69.0,6.0,0.539250963358451,53.925096335845105
ANA202405290,2024-05-29,2024,ANA,NYA,1,2,3.4,4.6,0.5,4.4,4.9,0.5,68.0,9.0,0.539250963358451,53.925096335845105
ANA202405300,2024-05-30,2024,ANA,NYA,3,8,3.2,3.8,0.4,3.8,4.5,0.4,68.0,11.0,0.5233352520529174,52.33352520529174
ANA202406030,2024-06-03,2024,ANA,SDN,2,1,1.8,2.6,0.5,5.2,4.0,0.4,69.0,6.0,0.5126330725892817,51.26330725892817
ANA202406040,2024-06-04,2024,ANA,SDN,4,2,2.0,2.6,0.6,4.6,3.5,0.4,73.0,8.0,0.4837261872809149,48.37261872809149
ANA202406050,2024-06-05,2024,ANA,SDN,3,2,2.2,2.6,0.6,4.8,3.7,0.5,70.0,9.0,0.4837261872809149,48.37261872809149
ANA202406070,2024-06-07,2024,ANA,HOU,1,7,2.0,2.6,0.6,5.0,3.5,0.4,68.0,8.0,0.4470790321743593,44.70790321743593
ANA202406080,2024-06-08,2024,ANA,HOU,1,6,2.2,2.3,0.5,5.4,4.0,0.5,69.0,9.0,0.41714840047042573,41.71484004704257
ANA202406090,2024-06-09,2024,ANA,HOU,9,7,2.2,2.0,0.5,6.0,4.4,0.5,72.0,7.0,0.4460268057324632,44.602680573246325
ANA202406170,2024-06-17,2024,ANA,MIL,5,3,5.4,4.5,0.4,3.6,3.8,0.4,71.0,9.0,0.5543048545661204,55.43048545661205
ANA202406180,2024-06-18,2024,ANA,MIL,3,6,4.8,4.7,0.4,4.2,4.1,0.4,74.0,10.0,0.5719416023666769,57.19416023666769
ANA202406190,2024-06-19,2024,ANA,MIL,0,2,5.2,4.9,0.4,4.4,3.7,0.4,72.0,6.0,0.5719416023666769,57.19416023666769
ANA202406240,2024-06-24,2024,ANA,OAK,5,1,2.6,4.0,0.4,3.0,3.8,0.3,84.0,10.0,0.5337156063260463,53.371560632604634
ANA202406250,2024-06-25,2024,ANA,OAK,7,5,2.6,3.7,0.4,2.2,3.7,0.4,79.0,4.0,0.5615636022452943,56.156360224529436
ANA202406260,2024-06-26,2024,ANA,OAK,5,2,3.4,4.3,0.5,2.8,3.7,0.4,80.0,4.0,0.5682463621773386,56.82463621773386
ANA202406270,2024-06-27,2024,ANA,DET,5,0,4.4,4.0,0.4,3.8,2.4,0.3,77.0,9.0,0.4834985457244542,48.34985457244542
ANA202406280,2024-06-28,2024,ANA,DET,5,2,4.8,4.1,0.4,3.6,2.3,0.3,76.0,10.0,0.4874388587502299,48.74388587502299
ANA202406290,2024-06-29,2024,ANA,DET,6,5,5.4,4.0,0.3,1.8,2.4,0.4,77.0,7.0,0.5010965527852844,50.10965527852844
ANA202406300,2024-06-30,2024,ANA,DET,6,7,5.6,4.1,0.4,2.6,2.8,0.5,87.0,6.0,0.4950265187208862,49.50265187208862
ANA202407080,2024-07-08,2024,ANA,TEX,4,9,1.6,3.5,0.3,5.0,5.1,0.5,78.0,10.0,0.380777097713467,38.077709771346704
ANA202407090,2024-07-09,2024,ANA,TEX,4,5,2.4,3.4,0.4,6.0,5.8,0.5,81.0,8.0,0.43663173635921537,43.66317363592154
ANA202407100,2024-07-10,2024,ANA,TEX,7,2,3.2,3.3,0.4,6.8,6.2,0.5,81.0,8.0,0.43663173635921537,43.66317363592154
ANA202407110,2024-07-11,2024,ANA,SEA,0,11,4.4,3.4,0.4,4.0,3.2,0.5,77.0,8.0,0.5311468257856796,53.114682578567965
ANA202407120,2024-07-12,2024,ANA,SEA,6,5,3.0,2.8,0.4,5.8,4.2,0.6,75.0,6.0,0.509922661629409,50.9922661629409
ANA202407130,2024-07-13,2024,ANA,SEA,2,1,4.2,2.9,0.5,6.0,4.4,0.5,77.0,10.0,0.518691354397659,51.8691354397659
ANA202407140,2024-07-14,2024,ANA,SEA,3,2,3.8,3.1,0.5,5.4,4.5,0.5,81.0,7.0,0.518691354397659,51.8691354397659
ANA202407250,2024-07-25,2024,ANA,OAK,5,6,4.0,3.4,0.4,5.2,6.8,0.3,88.0,7.0,0.4810649827347835,48.10649827347835
ANA202407260,2024-07-26,2024,ANA,OAK,4,5,4.6,3.9,0.5,4.8,7.4,0.4,77.0,9.0,0.4876376664378241,48.76376664378241
ANA202407270,2024-07-27,2024,ANA,OAK,1,3,3.8,3.7,0.4,4.8,7.3,0.3,80.0,8.0,0.4876376664378241,48.76376664378241
ANA202407280,2024-07-28,2024,ANA,OAK,8,6,3.4,3.6,0.4,4.6,7.1,0.3,80.0,9.0,0.4870394674997248,48.70394674997248
ANA202407300,2024-07-30,2024,ANA,COL,10,7,4.0,4.1,0.4,5.8,5.1,0.3,79.0,6.0,0.4854334248656512,48.54334248656512
ANA202407310,2024-07-31,2024,ANA,COL,1,2,5.6,4.8,0.5,3.2,5.1,0.4,80.0,8.0,0.584452531480237,58.4452531480237
ANA202408010,2024-08-01,2024,ANA,COL,4,5,4.8,4.7,0.5,2.8,4.9,0.4,79.0,6.0,0.5145785121835394,51.457851218353944
ANA202408020,2024-08-02,2024,ANA,NYN,1,5,4.8,4.3,0.5,4.4,5.4,0.6,84.0,11.0,0.4605683338870646,46.05683338870646
ANA202408030,2024-08-03,2024,ANA,NYN,5,4,4.8,4.1,0.5,5.4,5.3,0.6,88.0,8.0,0.4405010651785471,44.05010651785471
ANA202408040,2024-08-04,2024,ANA,NYN,3,2,4.2,4.1,0.5,5.8,5.4,0.6,87.0,7.0,0.4382728936958746,43.827289369587454
ANA202408120,2024-08-12,2024,ANA,TOR,2,4,5.8,4.4,0.6,3.4,4.0,0.5,82.0,8.0,0.4977439334003189,49.77439334003189
ANA202408130,2024-08-13,2024,ANA,TOR,1,6,4.6,4.2,0.5,3.6,4.0,0.4,81.0,9.0,0.4880960544081737,48.80960544081737
ANA202408140,2024-08-14,2024,ANA,TOR,2,9,3.0,4.2,0.5,3.4,3.8,0.4,82.0,8.0,0.4850806954088399,48.508069540883994
ANA202408160,2024-08-16,2024,ANA,ATL,3,2,3.0,3.9,0.5,5.2,5.4,0.5,81.0,9.0,0.4360707500361395,43.60707500361395
ANA202408170,2024-08-17,2024,ANA,ATL,3,11,2.8,3.9,0.6,4.0,5.6,0.6,76.0,8.0,0.4297522157324595,42.975221573245946
ANA202408180,2024-08-18,2024,ANA,ATL,1,3,2.2,4.0,0.6,6.0,6.2,0.6,83.0,9.0,0.4297522157324595,42.975221573245946
ANA202408300,2024-08-30,2024,ANA,SEA,5,9,2.0,2.9,0.6,4.0,4.3,0.7,73.0,10.0,0.5119003377990509,51.190033779905086
ANA202408310,2024-08-31,2024,ANA,SEA,5,4,2.8,3.1,0.6,5.2,4.2,0.7,77.0,7.0,0.5119003377990509,51.190033779905086
ANA202409010,2024-09-01,2024,ANA,SEA,3,2,3.4,2.7,0.5,5.2,4.6,0.7,83.0,5.0,0.4832393990988561,48.32393990988561
ANA202409030,2024-09-03,2024,ANA,LAN,2,6,3.6,3.0,0.5,7.6,6.4,0.4,82.0,6.0,0.36239725397413003,36.239725397413004
ANA202409040,2024-09-04,2024,ANA,LAN,10,1,3.6,2.9,0.4,7.6,6.3,0.4,93.0,6.0,0.34323331317089784,34.32333131708978
ANA202409130,2024-09-13,2024,ANA,HOU,3,5,4.6,4.4,0.3,6.0,5.3,0.6,73.0,8.0,0.4205792721156978,42.057927211569776
ANA202409140,2024-09-14,2024,ANA,HOU,3,5,4.4,4.4,0.3,4.8,5.1,0.5,72.0,8.0,0.4540203922607897,45.40203922607897
ANA202409150,2024-09-15,2024,ANA,HOU,4,6,4.2,4.5,0.3,4.6,5.3,0.5,76.0,6.0,0.4205792721156978,42.057927211569776
ANA202409160,2024-09-16,2024,ANA,CHA,4,8,3.8,3.9,0.3,3.0,3.9,0.5,68.0,12.0,0.4465734783020975,44.65734783020975
ANA202409170,2024-09-17,2024,ANA,CHA,5,0,3.6,4.2,0.3,4.6,3.9,0.5,71.0,7.0,0.43443250471316125,43.44325047131613
ANA202409180,2024-09-18,2024,ANA,CHA,4,3,3.8,4.2,0.3,3.8,3.8,0.5,75.0,8.0,0.43443250471316125,43.44325047131613
ANA202409270,2024-09-27,2024,ANA,TEX,2,5,3.6,3.9,0.4,4.2,3.8,0.5,69.0,6.0,0.48286628866635606,48.2866288666356
ANA202409280,2024-09-28,2024,ANA,TEX,8,9,3.2,3.7,0.5,4.4,4.3,0.6,71.0,6.0,0.4755675604005031,47.55675604005031
ANA202409290,2024-09-29,2024,ANA,TEX,0,8,3.0,4.0,0.5,5.0,3.9,0.6,75.0,6.0,0.4760803671104556,47.60803671104556
ARI202403280,2024-03-28,2024,ARI,COL,16,1,4.4,4.0,0.6,6.2,4.3,0.3,73.0,2.0,0.5813773434081801,58.137734340818014
ARI202403290,2024-03-29,2024,ARI,COL,7,3,6.6,5.4,0.6,6.0,4.4,0.3,81.0,10.0,0.5854495112662441,58.54495112662441
ARI202403300,2024-03-30,2024,ARI,COL,4,9,6.2,5.5,0.5,3.8,4.4,0.3,76.0,0.0,0.5854495112662441,58.54495112662441
ARI202403310,2024-03-31,2024,ARI,COL,5,1,6.8,5.8,0.5,4.4,5.0,0.4,74.0,0.0,0.5918596800021233,59.18596800021233
ARI202404010,2024-04-01,2024,ARI,NYA,2,5,6.4,5.8,0.5,4.6,4.1,0.4,72.0,0.0,0.568826502305434,56.8826502305434
ARI202404020,2024-04-02,2024,ARI,NYA,7,0,6.8,5.6,0.5,5.2,4.4,0.5,72.0,4.0,0.5665832314205121,56.658323142051216
ARI202404030,2024-04-03,2024,ARI,NYA,5,6,5.0,5.8,0.5,4.2,3.8,0.4,77.0,2.0,0.5627565271932686,56.275652719326864
ARI202404120,2024-04-12,2024,ARI,SLN,6,9,4.6,4.7,0.5,3.0,4.0,0.2,86.0,14.0,0.5162740554546487,51.62740554546487
ARI202404130,2024-04-13,2024,ARI,SLN,4,2,4.2,4.8,0.5,4.2,4.5,0.3,87.0,7.0,0.5039633724705825,50.396337247058256
ARI202404140,2024-04-14,2024,ARI,SLN,5,0,4.6,5.0,0.5,4.0,4.1,0.2,78.0,0.0,0.5120463965091865,51.20463965091865
ARI202404150,2024-04-15,2024,ARI,CHN,2,3,4.6,4.8,0.5,3.2,5.1,0.2,75.0,4.0,0.5347617823276247,53.47617823276247
ARI202404160,2024-04-16,2024,ARI,CHN,12,11,4.4,4.5,0.5,2.8,4.5,0.2,83.0,5.0,0.5258137657984685,52.58137657984685
ARI202404170,2024-04-17,2024,ARI,CHN,3,5,5.8,5.2,0.6,4.6,4.7,0.3,75.0,0.0,0.5328972218454547,53.289722184545475
ARI202404290,2024-04-29,2024,ARI,LAN,4,8,4.0,4.8,0.4,6.0,5.2,0.4,89.0,2.0,0.5002136125632118,50.021361256321185
ARI202404300,2024-04-30,2024,ARI,LAN,4,3,2.0,5.2,0.5,5.4,6.0,0.5,86.0,8.0,0.4709782189561647,47.09782189561647
ARI202405010,2024-05-01,2024,ARI,LAN,0,8,2.6,3.9,0.4,5.6,5.9,0.4,88.0,9.0,0.4590819863938406,45.90819863938406
ARI202405030,2024-05-03,2024,ARI,SDN,1,7,2.4,3.6,0.4,4.2,4.5,0.5,91.0,4.0,0.4563560402086701,45.63560402086701
ARI202405040,2024-05-04,2024,ARI,SDN,1,13,2.4,3.2,0.4,5.4,4.9,0.6,77.0,0.0,0.4550824738983674,45.50824738983674
ARI202405050,2024-05-05,2024,ARI,SDN,11,4,2.0,3.0,0.4,6.8,5.8,0.6,76.0,0.0,0.4198491391612027,41.98491391612027
ARI202405130,2024-05-13,2024,ARI,CIN,6,5,4.8,4.3,0.5,3.4,2.3,0.5,78.0,0.0,0.5384501686139287,53.84501686139287
ARI202405140,2024-05-14,2024,ARI,CIN,2,6,5.2,4.9,0.5,3.8,2.6,0.5,78.0,0.0,0.5449197434079064,54.49197434079064
ARI202405150,2024-05-15,2024,ARI,CIN,2,1,4.6,5.0,0.4,4.2,3.2,0.6,78.0,0.0,0.5389209319353271,53.89209319353271
ARI202405170,2024-05-17,2024,ARI,DET,0,13,4.6,5.1,0.4,3.4,3.7,0.3,74.0,0.0,0.5141834324292319,51.41834324292319
ARI202405180,2024-05-18,2024,ARI,DET,3,8,3.8,4.0,0.3,4.4,4.8,0.4,78.0,0.0,0.5069470860108796,50.69470860108795
ARI202405190,2024-05-19,2024,ARI,DET,6,4,2.6,3.7,0.4,5.4,5.5,0.4,77.0,0.0,0.49404046347219094,49.404046347219094
ARI202405240,2024-05-24,2024,ARI,MIA,0,3,5.2,4.5,0.4,4.4,4.5,0.5,78.0,0.0,0.5172328640205229,51.723286402052295
ARI202405250,2024-05-25,2024,ARI,MIA,3,2,4.6,3.6,0.3,3.0,4.1,0.5,89.0,1.0,0.5031335932181688,50.313359321816876
ARI202405260,2024-05-26,2024,ARI,MIA,1,3,4.0,3.3,0.4,2.8,3.8,0.5,74.0,0.0,0.5063715688462945,50.637156884629455
ARI202406030,2024-06-03,2024,ARI,SFN,4,2,5.4,3.9,0.5,2.4,4.5,0.5,78.0,0.0,0.510620317762148,51.0620317762148
ARI202406040,2024-06-04,2024,ARI,SFN,8,5,6.0,3.7,0.5,2.6,4.0,0.5,78.0,0.0,0.5225841539547582,52.25841539547582
ARI202406050,2024-06-05,2024,ARI,SFN,3,9,7.2,4.5,0.6,3.4,3.7,0.5,74.0,0.0,0.5435670488121,54.35670488121001
ARI202406110,2024-06-11,2024,ARI,ANA,9,4,4.0,5.6,0.5,3.6,2.8,0.6,78.0,0.0,0.5546513731423652,55.46513731423652
ARI202406120,2024-06-12,2024,ARI,ANA,3,8,5.2,5.6,0.4,3.6,2.9,0.5,78.0,0.0,0.5583830028885557,55.83830028885557
ARI202406130,2024-06-13,2024,ARI,ANA,11,1,5.0,4.9,0.3,4.6,3.3,0.5,74.0,0.0,0.543477114121265,54.3477114121265
ARI202406140,2024-06-14,2024,ARI,CHA,7,1,6.6,5.5,0.4,3.0,4.2,0.3,79.0,0.0,0.5911979193727657,59.11979193727657
ARI202406150,2024-06-15,2024,ARI,CHA,2,9,7.8,5.8,0.4,2.4,3.7,0.2,77.0,0.0,0.5989187825801866,59.89187825801866
ARI202406160,2024-06-16,2024,ARI,CHA,12,5,6.4,5.2,0.3,3.4,4.0,0.3,78.0,0.0,0.5874826331607332,58.74826331607332
ARI202406250,2024-06-25,2024,ARI,MIN,5,4,2.6,5.0,0.3,5.2,5.9,0.3,78.0,0.0,0.5075529320514276,50.75529320514276
ARI202406260,2024-06-26,2024,ARI,MIN,3,8,3.4,4.4,0.3,5.6,5.7,0.4,74.0,0.0,0.505556169418059,50.5556169418059
ARI202406270,2024-06-27,2024,ARI,MIN,6,13,3.0,4.0,0.3,6.0,5.9,0.5,78.0,0.0,0.493981171946457,49.3981171946457
ARI202406280,2024-06-28,2024,ARI,OAK,4,9,3.2,4.4,0.4,2.0,3.7,0.4,79.0,0.0,0.5313670824702488,53.13670824702488
ARI202406290,2024-06-29,2024,ARI,OAK,3,0,3.8,3.6,0.3,3.4,3.9,0.4,78.0,0.0,0.5161346979154648,51.613469791546486
ARI202406300,2024-06-30,2024,ARI,OAK,5,1,4.2,3.4,0.3,3.4,3.2,0.4,78.0,0.0,0.5181925686048736,51.819256860487364
ARI202407080,2024-07-08,2024,ARI,ATL,4,5,9.0,6.8,0.4,4.4,3.5,0.4,78.0,0.0,0.5533023506342233,55.33023506342233
ARI202407090,2024-07-09,2024,ARI,ATL,2,6,7.4,6.6,0.3,4.8,4.0,0.4,78.0,0.0,0.5435880051445142,54.358800514451424
ARI202407100,2024-07-10,2024,ARI,ATL,7,5,6.0,6.4,0.3,5.6,4.0,0.4,78.0,0.0,0.5404505370188039,54.045053701880384
ARI202407110,2024-07-11,2024,ARI,ATL,1,0,5.8,6.8,0.4,5.4,4.3,0.4,78.0,0.0,0.5424631352250748,54.246313522507485
ARI202407120,2024-07-12,2024,ARI,TOR,5,4,4.6,6.4,0.3,5.6,4.2,0.4,78.0,0.0,0.5172519090100445,51.725190901004446
ARI202407130,2024-07-13,2024,ARI,TOR,12,1,3.8,6.4,0.4,5.4,4.5,0.4,78.0,0.0,0.5075749544026859,50.757495440268585
ARI202407140,2024-07-14,2024,ARI,TOR,7,8,5.4,6.4,0.4,4.6,3.9,0.3,77.0,0.0,0.5164492850206115,51.64492850206115
ARI202407260,2024-07-26,2024,ARI,PIT,4,3,4.4,5.2,0.5,2.4,4.0,0.6,78.0,0.0,0.45006647213158363,45.00664721315836
ARI202407270,2024-07-27,2024,ARI,PIT,9,5,4.6,5.5,0.5,2.2,4.2,0.5,78.0,0.0,0.45109301885846914,45.10930188584691
ARI202407280,2024-07-28,2024,ARI,PIT,5,6,6.2,5.9,0.5,3.2,4.3,0.5,78.0,0.0,0.5155389330318637,51.55389330318637
ARI202407290,2024-07-29,2024,ARI,WAS,9,8,6.4,5.2,0.4,6.0,5.1,0.4,78.0,0.0,0.52805413712247,52.805413712246995
ARI202407300,2024-07-30,2024,ARI,WAS,17,0,7.0,5.4,0.5,7.0,5.6,0.5,78.0,0.0,0.49995858907982527,49.99585890798252
ARI202407310,2024-07-31,2024,ARI,WAS,5,4,8.8,6.6,0.6,7.0,4.8,0.4,78.0,0.0,0.5600975369831266,56.00975369831266
ARI202408080,2024-08-08,2024,ARI,PHI,4,6,5.4,7.2,0.5,5.8,4.9,0.6,78.0,0.0,0.4979711287045325,49.79711287045325
ARI202408090,2024-08-09,2024,ARI,PHI,3,2,5.8,7.1,0.5,6.0,5.2,0.6,78.0,0.0,0.49349526749997596,49.349526749997594
ARI202408100,2024-08-10,2024,ARI,PHI,11,1,5.2,6.5,0.4,5.2,5.0,0.5,79.0,0.0,0.4850822148963839,48.508221489638395
ARI202408110,2024-08-11,2024,ARI,PHI,12,5,6.0,5.9,0.4,4.8,4.5,0.4,78.0,0.0,0.5013647948167465,50.13647948167465
ARI202408120,2024-08-12,2024,ARI,COL,5,4,7.0,6.6,0.5,5.4,4.7,0.5,78.0,0.0,0.595277270733746,59.52772707337461
ARI202408130,2024-08-13,2024,ARI,COL,4,3,7.0,6.2,0.4,5.6,4.6,0.4,78.0,0.0,0.595277270733746,59.52772707337461
ARI202408140,2024-08-14,2024,ARI,COL,11,4,7.0,6.4,0.4,6.0,4.4,0.4,76.0,0.0,0.6174840069141713,61.748400691417125
ARI202408270,2024-08-27,2024,ARI,NYN,3,8,7.2,6.8,0.6,4.2,4.3,0.5,78.0,0.0,0.6452555920544858,64.52555920544857
ARI202408280,2024-08-28,2024,ARI,NYN,8,5,7.2,6.0,0.5,5.0,4.4,0.5,74.0,0.0,0.6395268291207648,63.952682912076476
ARI202408290,2024-08-29,2024,ARI,NYN,2,3,6.8,6.4,0.6,4.4,4.5,0.5,78.0,0.0,0.6395268291207648,63.952682912076476
ARI202408300,2024-08-30,2024,ARI,LAN,9,10,4.8,6.5,0.6,5.0,5.1,0.5,78.0,0.0,0.5314863917365443,53.14863917365443
ARI202408310,2024-08-31,2024,ARI,LAN,6,8,5.8,6.7,0.6,5.4,5.9,0.6,78.0,0.0,0.4936508733886128,49.36508733886128
ARI202409010,2024-09-01,2024,ARI,LAN,14,3,5.6,6.4,0.5,6.4,6.4,0.5,78.0,0.0,0.4883918067944043,48.83918067944043
ARI202409020,2024-09-02,2024,ARI,LAN,6,11,7.8,7.5,0.6,6.6,6.1,0.4,76.0,0.0,0.4755483166873252,47.554831668732525
ARI202409100,2024-09-10,2024,ARI,TEX,6,0,5.0,6.8,0.5,5.4,4.9,0.6,78.0,0.0,0.47621847096002995,47.621847096002995
ARI202409110,2024-09-11,2024,ARI,TEX,14,4,5.0,6.5,0.4,3.4,4.7,0.6,78.0,0.0,0.5223276895819994,52.23276895819994
ARI202409130,2024-09-13,2024,ARI,MIL,1,2,7.4,7.3,0.5,2.8,3.4,0.4,78.0,0.0,0.5949003884840797,59.49003884840797
ARI202409140,2024-09-14,2024,ARI,MIL,8,15,7.6,6.0,0.4,2.2,3.3,0.4,78.0,0.0,0.5818097579880618,58.18097579880618
ARI202409150,2024-09-15,2024,ARI,MIL,11,10,8.2,6.2,0.5,5.0,3.9,0.4,77.0,0.0,0.576015738691452,57.6015738691452
ARI202409230,2024-09-23,2024,ARI,SFN,3,6,7.0,5.9,0.5,4.2,3.4,0.3,78.0,0.0,0.5514349085540275,55.14349085540275
ARI202409240,2024-09-24,2024,ARI,SFN,0,11,5.8,6.1,0.5,4.4,4.0,0.4,78.0,0.0,0.549395556773474,54.93955567734739
ARI202409250,2024-09-25,2024,ARI,SFN,8,2,4.8,5.3,0.4,6.0,5.1,0.5,78.0,0.0,0.5059255288823166,50.59255288823166
ARI202409270,2024-09-27,2024,ARI,SDN,3,5,5.0,5.0,0.4,3.8,3.6,0.2,77.0,0.0,0.4863945186735676,48.63945186735676
ARI202409280,2024-09-28,2024,ARI,SDN,0,5,4.6,5.1,0.4,3.6,3.7,0.3,78.0,0.0,0.46121638261595344,46.12163826159534
ARI202409290,2024-09-29,2024,ARI,SDN,11,2,2.8,4.9,0.4,3.8,3.9,0.3,78.0,0.0,0.4811211905118677,48.11211905118677
ATL202404050,2024-04-05,2024,ATL,ARI,6,5,7.2,5.3,0.5,4.6,5.4,0.4,59.0,13.0,0.574292524964368,57.4292524964368
ATL202404060,2024-04-06,2024,ATL,ARI,9,8,6.6,5.0,0.5,4.8,5.8,0.4,63.0,8.0,0.59455056558009,59.455056558009
ATL202404070,2024-04-07,2024,ATL,ARI,5,2,6.0,5.9,0.6,5.4,5.9,0.4,65.0,7.0,0.5837451771982275,58.37451771982275
ATL202404080,2024-04-08,2024,ATL,NYN,7,8,6.2,5.9,0.5,3.4,2.6,0.4,73.0,9.0,0.6730404464746776,67.30404464746776
ATL202404090,2024-04-09,2024,ATL,NYN,6,5,5.8,6.4,0.6,4.4,3.3,0.5,58.0,10.0,0.6534157365929941,65.34157365929941
ATL202404110,2024-04-11,2024,ATL,NYN,4,16,6.6,6.9,0.6,5.0,3.7,0.5,72.0,15.0,0.6506384259136927,65.06384259136927
ATL202404190,2024-04-19,2024,ATL,TEX,8,3,5.4,5.7,0.3,4.4,4.5,0.6,80.0,6.0,0.5562896592234663,55.62896592234663
ATL202404200,2024-04-20,2024,ATL,TEX,5,2,6.8,6.0,0.4,4.0,4.5,0.6,69.0,8.0,0.5774976892351606,57.749768923516065
ATL202404210,2024-04-21,2024,ATL,TEX,4,6,6.0,5.8,0.3,4.2,4.1,0.5,58.0,11.0,0.568647272701398,56.8647272701398
ATL202404220,2024-04-22,2024,ATL,MIA,3,0,5.6,5.6,0.3,3.2,3.8,0.5,62.0,6.0,0.5570234994294186,55.702349942941865
ATL202404230,2024-04-23,2024,ATL,MIA,5,0,5.0,5.5,0.3,3.0,3.7,0.5,71.0,10.0,0.5527142623865455,55.271426238654556
ATL202404240,2024-04-24,2024,ATL,MIA,4,3,5.0,5.2,0.3,2.4,3.2,0.4,71.0,5.0,0.5596037879930085,55.96037879930085
ATL202404260,2024-04-26,2024,ATL,CLE,6,2,4.2,5.5,0.3,4.4,5.3,0.4,78.0,11.0,0.5047357988430795,50.47357988430795
ATL202404270,2024-04-27,2024,ATL,CLE,2,4,4.4,5.2,0.3,3.6,4.9,0.4,73.0,10.0,0.5214136136544932,52.14136136544932
ATL202404280,2024-04-28,2024,ATL,CLE,4,3,4.0,4.8,0.3,3.2,4.3,0.4,76.0,10.0,0.5340767570558786,53.40767570558786
