gid,date,yearID,homeTeam,awayTeam,homeScore,awayScore,home_roll_runs_5,home_roll_runs_10,home_roll_winpct_10,away_roll_runs_5,away_roll_runs_10,away_roll_winpct_10,temp,windspeed,pred_home_win_prob,pred_home_win_pct
CIN202405220,2024-05-22,2024,CIN,SDN,3,7,2.8,3.2,0.4,3.6,2.9,0.4,81.0,9.0,0.46245961206799296,46.245961206799294
CIN202405230,2024-05-23,2024,CIN,SDN,4,6,2.0,3.4,0.5,4.4,3.6,0.5,76.0,7.0,0.46041157006012184,46.041157006012185
CIN202405240,2024-05-24,2024,CIN,LAN,9,6,2.2,3.3,0.5,3.2,4.2,0.5,80.0,6.0,0.5403115047219955,54.03115047219955
CIN202405250,2024-05-25,2024,CIN,LAN,3,1,4.0,3.7,0.6,3.6,4.2,0.5,79.0,5.0,0.5411005627654624,54.11005627654624
CIN202405260,2024-05-26,2024,CIN,LAN,4,1,4.2,3.4,0.5,3.2,3.3,0.4,80.0,11.0,0.5509231624043395,55.092316240433945
CIN202405270,2024-05-27,2024,CIN,SLN,3,1,4.6,3.7,0.6,5.0,5.4,0.4,78.0,17.0,0.4581169794907631,45.811697949076304
CIN202405280,2024-05-28,2024,CIN,SLN,1,7,4.6,3.3,0.5,4.0,4.8,0.4,72.0,9.0,0.4678202049882654,46.78202049882654
CIN202405290,2024-05-29,2024,CIN,SLN,3,5,4.0,3.1,0.5,4.8,5.3,0.5,66.0,11.0,0.440858059634778,44.085805963477796
CIN202406060,2024-06-06,2024,CIN,CHN,8,4,7.8,5.5,0.5,5.4,4.7,0.3,78.0,10.0,0.5776551268993332,57.76551268993332
CIN202406070,2024-06-07,2024,CIN,CHN,3,2,8.4,5.9,0.4,5.4,4.8,0.3,77.0,10.0,0.6039470182928028,60.39470182928029
CIN202406080,2024-06-08,2024,CIN,CHN,4,3,8.0,5.9,0.4,4.4,4.9,0.3,79.0,9.0,0.6039470182928028,60.39470182928029
CIN202406090,2024-06-09,2024,CIN,CHN,2,4,6.2,6.2,0.5,4.6,4.6,0.3,76.0,5.0,0.6039470182928028,60.39470182928029
CIN202406110,2024-06-11,2024,CIN,CLE,3,5,5.8,6.1,0.4,5.4,5.6,0.4,76.0,2.0,0.5228518187084742,52.28518187084742
CIN202406120,2024-06-12,2024,CIN,CLE,4,2,4.0,5.9,0.4,4.8,4.8,0.3,81.0,2.0,0.5392866739560015,53.92866739560015
CIN202406210,2024-06-21,2024,CIN,BOS,5,2,1.6,2.7,0.6,7.0,6.0,0.6,91.0,5.0,0.4180738555635877,41.807385556358774
CIN202406220,2024-06-22,2024,CIN,BOS,3,4,2.4,2.8,0.6,5.8,5.6,0.5,92.0,10.0,0.4693667502281266,46.93667502281266
CIN202406230,2024-06-23,2024,CIN,BOS,4,7,2.2,2.9,0.6,4.8,5.9,0.6,80.0,14.0,0.4724715813363717,47.24715813363717
CIN202406240,2024-06-24,2024,CIN,PIT,11,5,2.8,3.0,0.6,2.0,3.4,0.5,85.0,5.0,0.44072586841097877,44.07258684109788
CIN202406250,2024-06-25,2024,CIN,PIT,5,9,4.6,3.7,0.6,2.8,3.6,0.5,87.0,11.0,0.45528834339981256,45.52883433998126
CIN202406260,2024-06-26,2024,CIN,PIT,1,6,5.6,3.6,0.5,4.4,4.0,0.5,77.0,9.0,0.45308950151941224,45.308950151941225
CIN202407050,2024-07-05,2024,CIN,DET,4,5,5.0,5.3,0.5,5.4,3.6,0.5,80.0,6.0,0.5438635839220614,54.386358392206134
CIN202407060,2024-07-06,2024,CIN,DET,3,5,4.0,4.6,0.4,5.4,4.0,0.6,85.0,9.0,0.5405734682258857,54.05734682258857
CIN202407070,2024-07-07,2024,CIN,DET,1,5,4.6,4.4,0.4,5.0,4.1,0.5,86.0,3.0,0.5378552913453664,53.78552913453664
CIN202407080,2024-07-08,2024,CIN,COL,6,0,3.8,4.4,0.4,2.4,3.4,0.4,87.0,7.0,0.6077235379360778,60.77235379360778
CIN202407090,2024-07-09,2024,CIN,COL,12,6,4.4,3.9,0.4,2.4,3.1,0.3,85.0,6.0,0.5899481853867785,58.99481853867785
CIN202407100,2024-07-10,2024,CIN,COL,5,6,5.2,5.1,0.5,2.8,3.4,0.4,79.0,10.0,0.6062736097563758,60.62736097563758
CIN202407110,2024-07-11,2024,CIN,COL,8,1,5.4,4.7,0.4,3.2,3.5,0.3,84.0,2.0,0.6147756874814527,61.47756874814527
CIN202407120,2024-07-12,2024,CIN,MIA,7,4,6.4,5.5,0.5,3.6,3.6,0.5,84.0,2.0,0.5256077352524241,52.56077352524241
CIN202407130,2024-07-13,2024,CIN,MIA,10,6,7.6,5.7,0.4,3.6,3.4,0.5,91.0,7.0,0.5393643159165857,53.936431591658575
CIN202407140,2024-07-14,2024,CIN,MIA,2,3,8.4,6.4,0.5,3.4,3.7,0.6,90.0,9.0,0.5454720101225193,54.54720101225193
CIN202407290,2024-07-29,2024,CIN,CHN,7,1,3.4,4.0,0.5,3.6,3.3,0.5,84.0,7.0,0.5293069960029201,52.93069960029201
CIN202407300,2024-07-30,2024,CIN,CHN,6,3,4.0,3.7,0.5,3.8,2.6,0.4,87.0,6.0,0.515567002645441,51.5567002645441
CIN202407310,2024-07-31,2024,CIN,CHN,4,13,3.4,4.1,0.5,4.0,2.7,0.5,85.0,7.0,0.5151495605726579,51.51495605726579
CIN202408020,2024-08-02,2024,CIN,SFN,0,3,3.6,4.0,0.4,3.4,4.4,0.3,76.0,6.0,0.5203483358629508,52.03483358629508
CIN202408030,2024-08-03,2024,CIN,SFN,6,4,3.6,3.6,0.4,3.2,4.5,0.4,83.0,8.0,0.519750715566877,51.9750715566877
CIN202408040,2024-08-04,2024,CIN,SFN,2,8,4.6,4.0,0.5,3.0,4.7,0.5,85.0,2.0,0.5244552382616956,52.44552382616956
CIN202408120,2024-08-12,2024,CIN,SLN,6,1,4.2,4.7,0.4,4.8,3.8,0.4,79.0,4.0,0.4983783667309747,49.83783667309747
CIN202408130,2024-08-13,2024,CIN,SLN,4,1,4.6,5.3,0.5,4.2,3.5,0.4,82.0,5.0,0.4951204425955032,49.51204425955032
CIN202408140,2024-08-14,2024,CIN,SLN,9,2,3.4,5.1,0.4,3.4,3.3,0.4,85.0,5.0,0.4951204425955032,49.51204425955032
CIN202408160,2024-08-16,2024,CIN,KCA,1,7,4.6,5.8,0.5,4.6,4.9,0.4,80.0,9.0,0.5866389044308696,58.66389044308696
CIN202408170,2024-08-17,2024,CIN,KCA,1,13,4.8,4.9,0.4,5.0,5.1,0.5,84.0,11.0,0.5712712804199631,57.127128041996315
CIN202408180,2024-08-18,2024,CIN,KCA,1,8,4.2,4.2,0.4,6.0,6.1,0.6,79.0,6.0,0.532330281188833,53.2330281188833
CIN202408270,2024-08-27,2024,CIN,OAK,4,5,5.8,4.1,0.4,3.4,3.1,0.5,93.0,6.0,0.48481707089532233,48.481707089532236
CIN202408280,2024-08-28,2024,CIN,OAK,6,9,4.4,4.4,0.5,4.0,2.9,0.5,88.0,6.0,0.4913680600648765,49.136806006487646
CIN202408290,2024-08-29,2024,CIN,OAK,10,9,5.6,4.9,0.6,5.2,3.6,0.6,92.0,5.0,0.493523895432003,49.352389543200296
CIN202408302,2024-08-30,2024,CIN,MIL,0,14,6.6,5.8,0.7,4.6,5.2,0.6,90.0,6.0,0.5746371532330449,57.463715323304484
CIN202408301,2024-08-30,2024,CIN,MIL,4,5,4.6,5.2,0.6,5.4,4.9,0.6,92.0,5.0,0.5690531682315693,56.90531682315692
CIN202408310,2024-08-31,2024,CIN,MIL,4,5,4.8,5.3,0.7,6.8,6.3,0.6,79.0,5.0,0.5488845496639216,54.88845496639216
CIN202409010,2024-09-01,2024,CIN,MIL,4,3,4.8,4.6,0.6,7.0,6.2,0.5,81.0,6.0,0.5578789048332987,55.787890483329875
CIN202409020,2024-09-02,2024,CIN,HOU,5,3,4.4,5.0,0.6,6.2,4.6,0.4,79.0,11.0,0.5105375846370428,51.05375846370428
CIN202409040,2024-09-04,2024,CIN,HOU,12,5,3.4,5.0,0.6,4.8,4.4,0.4,84.0,6.0,0.5072479118985488,50.72479118985488
CIN202409050,2024-09-05,2024,CIN,HOU,1,0,5.8,5.2,0.6,4.6,4.7,0.5,85.0,2.0,0.517540904979743,51.7540904979743
CIN202409170,2024-09-17,2024,CIN,ATL,6,5,4.6,3.4,0.5,3.8,4.3,0.5,76.0,6.0,0.4560141195898996,45.601411958989964
CIN202409180,2024-09-18,2024,CIN,ATL,1,7,5.6,3.6,0.5,4.6,4.5,0.5,83.0,7.0,0.4560141195898996,45.601411958989964
CIN202409190,2024-09-19,2024,CIN,ATL,3,15,5.6,3.7,0.5,4.8,4.7,0.5,85.0,4.0,0.45987589324024797,45.987589324024796
CIN202409200,2024-09-20,2024,CIN,PIT,8,3,4.6,3.7,0.5,2.6,2.9,0.4,87.0,6.0,0.4573329113372611,45.73329113372611
CIN202409210,2024-09-21,2024,CIN,PIT,7,1,4.0,4.4,0.6,2.4,2.9,0.4,84.0,3.0,0.47061414278657127,47.061414278657125
CIN202409220,2024-09-22,2024,CIN,PIT,0,2,5.0,4.8,0.5,2.6,2.4,0.3,87.0,6.0,0.4779040066341996,47.79040066341996
CLE202404080,2024-04-08,2024,CLE,CHA,4,0,4.8,5.5,0.6,1.6,1.7,0.3,63.0,3.0,0.6329499193287343,63.29499193287344
CLE202404090,2024-04-09,2024,CLE,CHA,5,7,4.8,5.7,0.6,1.0,1.6,0.3,75.0,20.0,0.5936299706578962,59.36299706578963
CLE202404100,2024-04-10,2024,CLE,CHA,7,6,4.8,5.4,0.6,2.2,2.3,0.4,55.0,6.0,0.6305611854514102,63.05611854514102
CLE202404131,2024-04-13,2024,CLE,NYA,2,3,4.6,5.5,0.7,5.8,4.4,0.3,49.0,17.0,0.5962883567439915,59.62883567439915
CLE202404132,2024-04-13,2024,CLE,NYA,2,8,4.2,4.5,0.6,4.6,4.3,0.4,56.0,5.0,0.5886202467622617,58.86202467622616
CLE202404140,2024-04-14,2024,CLE,NYA,8,7,4.0,4.4,0.6,4.6,4.6,0.4,71.0,13.0,0.5878456704400175,58.78456704400175
CLE202404190,2024-04-19,2024,CLE,OAK,10,2,5.8,4.9,0.6,3.4,3.3,0.5,55.0,7.0,0.6095281079442991,60.952810794429915
CLE202404200,2024-04-20,2024,CLE,OAK,6,3,6.2,5.5,0.6,3.6,2.8,0.4,47.0,9.0,0.607175326451291,60.717532645129104
CLE202404210,2024-04-21,2024,CLE,OAK,6,2,6.2,5.6,0.5,2.8,2.7,0.5,44.0,4.0,0.6089861263282383,60.898612632823834
CLE202404230,2024-04-23,2024,CLE,BOS,4,1,5.4,5.5,0.4,4.8,4.3,0.5,53.0,7.0,0.5532483266112918,55.32483266112918
CLE202404240,2024-04-24,2024,CLE,BOS,0,8,6.2,5.7,0.4,4.6,4.4,0.5,43.0,10.0,0.5581729891428271,55.81729891428271
CLE202404250,2024-04-25,2024,CLE,BOS,6,4,5.2,5.5,0.4,5.4,4.5,0.5,47.0,9.0,0.5558498945648925,55.584989456489254
CLE202405030,2024-05-03,2024,CLE,ANA,0,6,4.2,3.9,0.3,4.4,3.9,0.4,67.0,4.0,0.558687229104125,55.86872291041251
CLE202405040,2024-05-04,2024,CLE,ANA,7,1,3.4,3.3,0.3,4.6,4.5,0.5,73.0,2.0,0.5602052589738187,56.020525897381866
CLE202405050,2024-05-05,2024,CLE,ANA,4,1,4.2,3.6,0.4,3.8,4.4,0.4,66.0,8.0,0.5616873219592408,56.16873219592408
CLE202405060,2024-05-06,2024,CLE,DET,2,1,3.2,4.0,0.4,4.2,3.7,0.4,65.0,10.0,0.5251256153516745,52.51256153516744
CLE202405070,2024-05-07,2024,CLE,DET,7,11,3.0,3.6,0.3,2.2,3.3,0.3,72.0,3.0,0.538545590441051,53.8545590441051
CLE202405080,2024-05-08,2024,CLE,DET,5,4,4.0,4.1,0.4,3.6,4.4,0.4,72.0,16.0,0.5319891620228516,53.19891620228516
CLE202405170,2024-05-17,2024,CLE,MIN,3,2,4.4,4.1,0.3,2.8,4.3,0.4,66.0,4.0,0.5600537894866461,56.00537894866461
CLE202405180,2024-05-18,2024,CLE,MIN,11,4,4.8,4.2,0.4,1.6,4.2,0.4,66.0,9.0,0.5828024783026134,58.280247830261345
CLE202405190,2024-05-19,2024,CLE,MIN,5,2,5.6,4.6,0.4,1.4,4.0,0.4,77.0,6.0,0.5939772086868215,59.39772086868215
CLE202405200,2024-05-20,2024,CLE,NYN,3,1,5.2,4.6,0.4,5.4,3.8,0.4,83.0,4.0,0.6469012120978315,64.69012120978314
CLE202405210,2024-05-21,2024,CLE,NYN,7,6,4.4,4.7,0.4,4.6,3.7,0.4,83.0,4.0,0.6448322728980073,64.48322728980072
CLE202405220,2024-05-22,2024,CLE,NYN,6,3,5.8,5.1,0.4,4.6,4.2,0.5,76.0,18.0,0.6279874645040107,62.79874645040107
CLE202405310,2024-05-31,2024,CLE,WAS,7,1,6.4,6.3,0.5,4.6,4.6,0.6,69.0,4.0,0.6076375730858283,60.76375730858283
CLE202406010,2024-06-01,2024,CLE,WAS,3,2,7.0,6.5,0.6,3.8,3.5,0.5,80.0,7.0,0.623989875134294,62.398987513429404
CLE202406020,2024-06-02,2024,CLE,WAS,2,5,6.6,6.5,0.6,2.6,3.7,0.6,68.0,2.0,0.6211698594693174,62.116985946931734
CLE202406040,2024-06-04,2024,CLE,KCA,8,5,5.8,6.0,0.5,5.4,5.0,0.4,81.0,2.0,0.613258894267963,61.3258894267963
CLE202406060,2024-06-06,2024,CLE,KCA,3,4,4.8,6.2,0.6,5.2,4.7,0.5,74.0,13.0,0.6042718328479035,60.42718328479035
CLE202406180,2024-06-18,2024,CLE,SEA,5,8,3.2,4.3,0.4,3.8,5.0,0.5,83.0,7.0,0.5189128039173629,51.891280391736295
CLE202406190,2024-06-19,2024,CLE,SEA,8,0,3.2,4.0,0.3,5.0,4.9,0.5,85.0,6.0,0.5068287878019415,50.68287878019415
CLE202406200,2024-06-20,2024,CLE,SEA,6,3,4.4,4.5,0.4,4.6,4.5,0.5,88.0,2.0,0.5301407339614238,53.01407339614238
CLE202406210,2024-06-21,2024,CLE,TOR,7,1,5.0,4.9,0.4,4.2,3.6,0.4,85.0,1.0,0.5837429045313229,58.374290453132296
CLE202406220,2024-06-22,2024,CLE,TOR,6,3,6.4,4.8,0.4,3.4,3.1,0.4,89.0,1.0,0.6000860894918434,60.008608949184335
CLE202406230,2024-06-23,2024,CLE,TOR,6,5,6.4,4.8,0.4,2.6,3.3,0.5,78.0,26.0,0.6109935438834799,61.09935438834799
CLE202407020,2024-07-02,2024,CLE,CHA,7,6,3.0,4.7,0.4,4.2,3.2,0.5,83.0,5.0,0.6153347921003093,61.533479210030926
CLE202407030,2024-07-03,2024,CLE,CHA,2,8,4.0,4.7,0.4,5.4,3.7,0.6,85.0,3.0,0.6079808857202259,60.79808857202259
CLE202407040,2024-07-04,2024,CLE,CHA,8,4,4.2,4.3,0.4,6.8,4.0,0.6,80.0,3.0,0.6024998666196963,60.249986661969636
CLE202407050,2024-07-05,2024,CLE,SFN,2,4,5.2,4.5,0.5,5.4,4.9,0.5,74.0,2.0,0.5496388109826905,54.96388109826905
CLE202407060,2024-07-06,2024,CLE,SFN,5,4,4.2,4.4,0.5,4.8,4.8,0.4,79.0,3.0,0.5473987004121724,54.739870041217245
CLE202407070,2024-07-07,2024,CLE,SFN,5,4,4.8,3.9,0.5,3.6,4.7,0.4,80.0,9.0,0.5355769455451713,53.557694554517134
CLE202407190,2024-07-19,2024,CLE,SDN,7,0,1.8,3.0,0.3,2.2,3.6,0.5,74.0,6.0,0.5394999344074495,53.94999344074495
CLE202407200,2024-07-20,2024,CLE,SDN,0,7,2.4,3.5,0.4,1.6,3.0,0.4,77.0,4.0,0.5164500159712925,51.645001597129244
CLE202407210,2024-07-21,2024,CLE,SDN,1,2,2.2,3.0,0.3,3.0,3.4,0.5,80.0,6.0,0.5127246446983384,51.27246446983384
CLE202407220,2024-07-22,2024,CLE,DET,2,8,2.4,2.6,0.4,6.2,5.8,0.5,76.0,5.0,0.4731926299930844,47.31926299930844
CLE202407230,2024-07-23,2024,CLE,DET,5,4,2.0,2.8,0.5,5.6,6.5,0.6,78.0,0.0,0.47019903177180367,47.01990317718037
CLE202407240,2024-07-24,2024,CLE,DET,2,1,3.0,2.4,0.5,5.6,6.1,0.5,77.0,8.0,0.43543266057969127,43.54326605796913
CLE202407250,2024-07-25,2024,CLE,DET,0,3,2.0,2.2,0.5,4.8,5.7,0.5,75.0,9.0,0.4635173860805732,46.35173860805732
CLE202408010,2024-08-01,2024,CLE,BAL,10,3,4.0,3.0,0.6,7.8,6.0,0.6,84.0,4.0,0.4174599037469918,41.74599037469918
CLE202408020,2024-08-02,2024,CLE,BAL,8,4,5.4,3.9,0.6,6.8,6.0,0.5,80.0,4.0,0.47044304288705446,47.04430428870545
CLE202408030,2024-08-03,2024,CLE,BAL,4,7,7.0,4.5,0.5,5.4,6.1,0.6,80.0,7.0,0.4935860161467034,49.35860161467034
CLE202408040,2024-08-04,2024,CLE,BAL,5,9,7.0,4.4,0.4,6.0,6.1,0.6,83.0,2.0,0.4935860161467034,49.35860161467034
CLE202408050,2024-08-05,2024,CLE,ARI,6,7,6.4,4.7,0.5,7.8,7.4,0.6,81.0,6.0,0.5411681902098263,54.11681902098263
CLE202408071,2024-08-07,2024,CLE,ARI,3,7,6.6,5.3,0.6,5.8,7.3,0.6,76.0,4.0,0.5745750751108568,57.45750751108568
CLE202408072,2024-08-07,2024,CLE,ARI,3,5,5.2,5.3,0.5,6.2,7.6,0.6,75.0,11.0,0.6400675596461594,64.00675596461593
CLE202408120,2024-08-12,2024,CLE,CHN,9,8,3.0,4.1,0.4,5.0,5.9,0.5,74.0,5.0,0.5218818003035065,52.18818003035065
CLE202408130,2024-08-13,2024,CLE,CHN,2,1,4.2,4.2,0.5,6.6,5.4,0.5,77.0,8.0,0.5455834346914815,54.55834346914815
CLE202408140,2024-08-14,2024,CLE,CHN,6,1,4.2,4.0,0.5,5.4,5.0,0.5,78.0,12.0,0.5253429670596524,52.53429670596525
CLE202408230,2024-08-23,2024,CLE,TEX,3,5,2.2,3.6,0.4,2.6,3.5,0.4,76.0,6.0,0.523700365220566,52.370036522056594
CLE202408240,2024-08-24,2024,CLE,TEX,13,5,2.6,3.4,0.4,3.2,3.6,0.5,77.0,7.0,0.5208213291615245,52.082132916152446
CLE202408250,2024-08-25,2024,CLE,TEX,4,2,5.2,3.8,0.4,3.0,3.7,0.5,80.0,5.0,0.5275075661047389,52.75075661047389
CLE202408262,2024-08-26,2024,CLE,KCA,4,9,4.2,4.0,0.4,3.8,5.7,0.5,85.0,4.0,0.5410162952207466,54.10162952207466
CLE202408261,2024-08-26,2024,CLE,KCA,3,4,4.8,3.8,0.3,4.0,5.7,0.5,84.0,8.0,0.5515158778926946,55.15158778926946
CLE202408270,2024-08-27,2024,CLE,KCA,1,6,5.4,3.8,0.3,5.0,5.9,0.5,89.0,6.0,0.5500646083529428,55.00646083529428
CLE202408280,2024-08-28,2024,CLE,KCA,7,5,5.0,3.8,0.3,4.8,5.2,0.4,83.0,7.0,0.5536158816055426,55.36158816055426
CLE202408300,2024-08-30,2024,CLE,PIT,10,8,3.8,4.5,0.4,5.8,4.9,0.5,84.0,4.0,0.49384374494554556,49.38437449455456
CLE202408310,2024-08-31,2024,CLE,PIT,0,3,5.0,4.6,0.4,7.0,5.4,0.5,76.0,9.0,0.49489848237111145,49.48984823711115
CLE202409010,2024-09-01,2024,CLE,PIT,6,1,4.2,4.5,0.4,6.8,5.3,0.4,78.0,8.0,0.4921220655709142,49.21220655709142
CLE202409120,2024-09-12,2024,CLE,TBA,2,5,3.6,3.9,0.5,3.2,3.4,0.4,76.0,8.0,0.5052825231833867,50.52825231833867
CLE202409130,2024-09-13,2024,CLE,TBA,1,3,3.6,3.5,0.4,2.8,3.5,0.4,76.0,10.0,0.5055083748517726,50.550837485177254
CLE202409140,2024-09-14,2024,CLE,TBA,6,1,3.8,3.2,0.4,3.0,3.6,0.4,80.0,8.0,0.503448241656094,50.3448241656094
CLE202409150,2024-09-15,2024,CLE,TBA,2,0,4.0,3.1,0.4,3.0,2.8,0.3,82.0,2.0,0.49313650706727,49.313650706727
CLE202409160,2024-09-16,2024,CLE,MIN,4,3,3.4,3.2,0.4,6.0,3.8,0.4,77.0,15.0,0.5824784783549701,58.24784783549701
CLE202409170,2024-09-17,2024,CLE,MIN,1,4,3.0,3.3,0.4,4.6,3.7,0.4,76.0,6.0,0.5612237411701504,56.12237411701504
CLE202409180,2024-09-18,2024,CLE,MIN,5,4,2.8,3.2,0.4,4.2,4.1,0.5,75.0,2.0,0.5612237411701504,56.12237411701504
CLE202409190,2024-09-19,2024,CLE,MIN,3,2,3.6,3.7,0.5,4.2,4.3,0.4,76.0,4.0,0.5620833228024217,56.20833228024217
CLE202409240,2024-09-24,2024,CLE,CIN,6,1,3.8,3.3,0.4,3.8,4.7,0.5,73.0,8.0,0.5484488954625422,54.844889546254215
CLE202409250,2024-09-25,2024,CLE,CIN,5,2,4.0,3.8,0.5,3.8,4.7,0.6,71.0,2.0,0.5452955033977146,54.52955033977146
CLE202409270,2024-09-27,2024,CLE,HOU,2,5,4.4,3.7,0.4,4.8,4.1,0.5,72.0,12.0,0.5159640873948498,51.59640873948498
CLE202409280,2024-09-28,2024,CLE,HOU,3,4,3.8,3.7,0.4,3.8,4.5,0.6,73.0,7.0,0.5094451791273403,50.944517912734035
CLE202410050,2024-10-05,2024,CLE,DET,7,0,3.4,3.6,0.4,3.4,4.0,0.4,68.0,9.0,0.527537858174924,52.75378581749241
CLE202410070,2024-10-07,2024,CLE,DET,0,3,4.6,4.2,0.5,2.6,3.4,0.3,61.0,10.0,0.5500585326134166,55.00585326134166
CLE202410120,2024-10-12,2024,CLE,DET,7,3,3.0,3.4,0.4,3.0,3.1,0.4,65.0,7.0,0.5274054819628378,52.740548196283775
CLE202410170,2024-10-17,2024,CLE,NYA,7,5,3.4,3.4,0.5,3.8,4.7,0.6,57.0,5.0,0.5620727393810028,56.20727393810028
CLE202410180,2024-10-18,2024,CLE,NYA,6,8,4.8,3.6,0.6,4.4,4.2,0.5,56.0,5.0,0.5753022941012622,57.530229410126225
CLE202410190,2024-10-19,2024,CLE,NYA,2,5,5.0,4.0,0.6,5.4,4.8,0.6,58.0,5.0,0.5648866234517276,56.488662345172756
COL202404050,2024-04-05,2024,COL,TBA,10,7,4.0,3.9,0.4,3.2,3.9,0.6,75.0,10.0,0.4179544288186736,41.79544288186736
COL202404060,2024-04-06,2024,COL,TBA,6,8,4.2,4.3,0.5,3.6,3.4,0.6,46.0,17.0,0.47845702880192525,47.845702880192526
COL202404070,2024-04-07,2024,COL,TBA,2,3,5.2,4.3,0.5,4.8,4.2,0.7,52.0,14.0,0.4557691980980193,45.57691980980193
COL202404080,2024-04-08,2024,COL,ARI,7,5,5.6,4.2,0.5,5.4,6.1,0.4,57.0,6.0,0.5051386530355141,50.513865303551405
COL202404090,2024-04-09,2024,COL,ARI,2,3,6.6,4.8,0.6,5.0,5.0,0.4,61.0,6.0,0.5191128898299647,51.911288982996474
COL202404100,2024-04-10,2024,COL,ARI,3,5,5.4,4.7,0.5,4.6,4.6,0.4,56.0,7.0,0.5038509543503509,50.38509543503509
COL202404200,2024-04-20,2024,COL,SEA,0,7,2.0,3.6,0.5,4.0,3.9,0.5,33.0,3.0,0.33999248280758926,33.99924828075893
COL202404211,2024-04-21,2024,COL,SEA,2,1,1.4,3.4,0.5,5.2,4.2,0.6,54.0,2.0,0.4208173513501343,42.08173513501343
COL202404212,2024-04-21,2024,COL,SEA,2,10,1.8,2.9,0.5,5.0,4.1,0.6,63.0,7.0,0.4678686428668182,46.78686428668182
COL202404220,2024-04-22,2024,COL,SDN,1,3,2.0,2.9,0.5,3.0,4.8,0.6,73.0,7.0,0.36875700959078733,36.875700959078735
COL202404230,2024-04-23,2024,COL,SDN,7,4,2.2,2.7,0.4,2.4,4.1,0.5,57.0,6.0,0.37223836985166436,37.223836985166436
COL202404240,2024-04-24,2024,COL,SDN,2,5,2.4,2.2,0.4,3.2,3.7,0.6,73.0,4.0,0.3513234881275372,35.13234881275372
COL202404250,2024-04-25,2024,COL,SDN,10,9,2.8,2.1,0.4,4.0,4.0,0.7,68.0,5.0,0.3513234881275372,35.13234881275372
COL202404270,2024-04-27,2024,COL,HOU,4,12,4.4,3.1,0.5,2.0,3.0,0.5,79.0,17.0,0.4016582428859183,40.16582428859183
COL202404280,2024-04-28,2024,COL,HOU,2,8,4.8,3.4,0.4,3.6,3.4,0.6,82.0,3.0,0.4212891460512899,42.12891460512899
COL202405070,2024-05-07,2024,COL,SFN,0,5,2.2,3.5,0.4,2.8,2.5,0.4,50.0,10.0,0.43538062779926673,43.538062779926676
COL202405080,2024-05-08,2024,COL,SFN,6,8,2.0,3.3,0.4,3.2,2.7,0.4,56.0,16.0,0.4353335023234775,43.53335023234775
COL202405090,2024-05-09,2024,COL,SFN,9,1,2.4,2.9,0.4,4.2,3.2,0.5,51.0,4.0,0.43219591003785307,43.219591003785304
COL202405100,2024-05-10,2024,COL,TEX,4,2,3.6,3.4,0.5,7.6,6.7,0.6,56.0,3.0,0.4073274828089466,40.73274828089466
COL202405110,2024-05-11,2024,COL,TEX,8,3,4.4,3.6,0.5,7.4,6.2,0.5,64.0,7.0,0.40380760482212863,40.380760482212864
COL202405120,2024-05-12,2024,COL,TEX,3,1,5.4,3.8,0.5,7.2,6.5,0.6,52.0,5.0,0.41140747110092774,41.140747110092775
COL202405240,2024-05-24,2024,COL,PHI,3,2,4.4,4.9,0.5,7.2,6.4,0.3,70.0,10.0,0.48232398513200603,48.2323985132006
COL202405250,2024-05-25,2024,COL,PHI,4,8,4.2,4.9,0.5,6.8,6.1,0.3,68.0,8.0,0.48232398513200603,48.2323985132006
COL202405260,2024-05-26,2024,COL,PHI,5,2,4.8,4.8,0.5,6.2,6.5,0.4,66.0,9.0,0.48232398513200603,48.2323985132006
COL202405270,2024-05-27,2024,COL,CLE,8,6,5.0,4.7,0.5,6.4,5.4,0.5,74.0,7.0,0.4499470814431648,44.99470814431648
COL202405280,2024-05-28,2024,COL,CLE,7,13,5.8,4.7,0.5,6.2,6.0,0.6,74.0,6.0,0.46636317443478037,46.636317443478035
COL202405290,2024-05-29,2024,COL,CLE,7,4,5.4,4.9,0.5,7.6,7.0,0.6,78.0,6.0,0.452491592454616,45.2491592454616
COL202406030,2024-06-03,2024,COL,CIN,3,13,3.8,4.8,0.4,3.8,4.2,0.5,83.0,9.0,0.45992702597592716,45.99270259759272
COL202406040,2024-06-04,2024,COL,CIN,1,4,3.0,4.2,0.4,6.2,5.1,0.5,81.0,6.0,0.47674309497045225,47.67430949704522
COL202406050,2024-06-05,2024,COL,CIN,7,12,1.8,4.0,0.4,6.4,4.6,0.4,84.0,13.0,0.4720720829801496,47.207208298014955
COL202406140,2024-06-14,2024,COL,PIT,2,5,4.2,4.0,0.6,3.2,4.1,0.4,82.0,3.0,0.3788415877450684,37.88415877450684
COL202406150,2024-06-15,2024,COL,PIT,16,4,3.4,3.9,0.5,3.4,4.2,0.5,89.0,7.0,0.36313571415924567,36.313571415924564
COL202406160,2024-06-16,2024,COL,PIT,2,8,6.4,5.4,0.6,3.2,4.5,0.5,82.0,5.0,0.40118238738657125,40.118238738657126
COL202406170,2024-06-17,2024,COL,LAN,5,9,6.8,4.9,0.5,2.4,5.5,0.5,87.0,10.0,0.4798089747089033,47.98089747089033
COL202406180,2024-06-18,2024,COL,LAN,9,11,6.8,5.1,0.6,3.8,5.3,0.5,72.0,5.0,0.46252764398076374,46.25276439807637
